"","y","classes","cap.shape","cap.surface","cap.color","bruises","odor","gill.attachment","gill.spacing","gill.size","gill.color","stalk.shape","stalk.root","stalk.surface.above.ring","stalk.surface.below.ring","stalk.color.above.ring","stalk.color.below.ring","veil.type","veil.color","ring.number","ring.type","spore.print.color","population","habitat"
"3866",1,"p","x","f","w","f","c","f","w","n","n","e","b","s","s","w","w","p","w","o","p","k","v","d"
"3559",1,"e","f","y","n","t","n","f","c","b","w","t","b","s","s","w","w","p","w","o","p","k","v","d"
"5588",1,"p","b","y","p","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","r","v","m"
"983",1,"e","f","f","g","f","n","f","w","b","h","t","e","s","s","w","w","p","w","o","e","k","s","g"
"238",1,"e","b","y","y","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","n","s","g"
"1211",1,"e","x","s","n","f","n","f","w","b","p","t","e","s","f","w","w","p","w","o","e","k","a","g"
"2559",1,"e","x","y","g","t","n","f","c","b","n","t","b","s","s","p","w","p","w","o","p","n","v","d"
"8010",1,"e","b","s","n","f","n","a","c","b","o","e","?","s","s","o","o","p","n","o","p","n","v","l"
"7969",1,"p","k","s","n","f","f","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","l"
"3168",1,"e","f","y","e","t","n","f","c","b","w","t","b","s","s","p","g","p","w","o","p","n","v","d"
"436",1,"e","b","s","w","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","n","m"
"1306",1,"e","f","s","g","f","n","f","w","b","h","t","e","s","s","w","w","p","w","o","e","n","s","g"
"7385",1,"p","k","s","e","f","y","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"1507",1,"p","f","s","n","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","k","s","u"
"3459",1,"e","x","y","g","t","n","f","c","b","w","t","b","s","s","g","w","p","w","o","p","k","y","d"
"8091",1,"p","k","s","n","f","f","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","d"
"2714",1,"e","x","f","e","t","n","f","c","b","u","t","b","s","s","w","p","p","w","o","p","k","y","d"
"5739",1,"p","f","y","w","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","r","v","g"
"6012",1,"p","x","s","e","f","s","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","l"
"5207",1,"e","k","s","b","t","n","f","c","b","w","e","?","s","s","w","w","p","w","t","e","w","c","w"
"5592",1,"p","f","s","g","t","f","f","c","b","w","t","b","f","f","w","w","p","w","o","p","h","v","g"
"812",1,"e","b","s","y","t","a","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","n","m"
"7391",1,"e","b","s","w","f","n","f","w","b","w","e","?","k","k","w","w","p","w","t","p","w","s","g"
"4884",1,"p","f","f","y","f","f","f","c","b","p","e","b","k","k","p","p","p","w","o","l","h","y","p"
"4023",1,"p","x","y","g","f","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","y","p"
"6155",1,"p","x","s","e","f","s","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"4334",1,"p","x","y","g","f","f","f","c","b","h","e","b","k","k","b","n","p","w","o","l","h","v","d"
"1935",1,"e","x","f","n","f","n","f","w","b","k","t","e","f","s","w","w","p","w","o","e","n","s","g"
"7815",1,"e","x","s","w","f","n","f","w","b","g","e","?","s","s","w","w","p","w","t","p","w","n","g"
"895",1,"e","x","s","y","t","l","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","s","m"
"7314",1,"p","k","y","n","f","s","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"6381",1,"p","f","y","e","f","s","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"2705",1,"e","f","f","n","t","n","f","c","b","u","t","b","s","s","g","p","p","w","o","p","k","v","d"
"2224",1,"e","x","y","e","t","n","f","c","b","u","t","b","s","s","g","g","p","w","o","p","n","v","d"
"5349",1,"p","x","s","b","t","f","f","c","b","h","t","b","f","f","w","w","p","w","o","p","h","s","u"
"7159",1,"e","b","s","g","f","n","f","w","b","g","e","?","s","k","w","w","p","w","t","p","w","n","g"
"1578",1,"p","x","y","n","t","p","f","c","n","p","e","e","s","s","w","w","p","w","o","p","k","v","g"
"2326",1,"e","x","f","n","t","n","f","c","b","u","t","b","s","s","p","p","p","w","o","p","k","v","d"
"7652",1,"e","b","f","w","f","n","f","w","b","p","e","?","s","s","w","w","p","w","t","p","w","n","g"
"2354",1,"e","f","f","n","t","n","f","c","b","w","t","b","s","s","w","w","p","w","o","p","k","y","d"
"4856",1,"p","x","f","y","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","y","p"
"1103",1,"e","x","f","g","f","n","f","w","b","h","t","e","s","s","w","w","p","w","o","e","n","s","g"
"319",1,"e","x","f","w","t","l","f","w","n","n","t","b","s","s","w","w","p","w","o","p","n","v","d"
"2110",1,"e","f","f","g","t","n","f","c","b","p","t","b","s","s","w","w","p","w","o","p","k","v","d"
"7288",1,"p","k","s","n","f","f","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","l"
"1353",1,"e","f","s","w","f","n","f","w","b","h","t","e","f","f","w","w","p","w","o","e","n","s","g"
"4376",1,"e","f","y","g","t","n","f","c","b","n","t","b","s","s","g","p","p","w","o","p","n","v","d"
"3850",1,"e","f","y","g","t","n","f","c","b","w","t","b","s","s","w","p","p","w","o","p","k","y","d"
"4501",1,"p","x","f","y","f","f","f","c","b","g","e","b","k","k","n","n","p","w","o","l","h","y","d"
"3217",1,"e","f","y","g","t","n","f","c","b","w","t","b","s","s","g","g","p","w","o","p","k","v","d"
"3421",1,"e","x","y","g","t","n","f","c","b","w","t","b","s","s","p","w","p","w","o","p","n","y","d"
"5954",1,"e","k","s","e","t","n","f","c","b","e","e","?","s","s","e","e","p","w","t","e","w","c","w"
"5069",1,"p","x","f","y","f","f","f","c","b","h","e","b","k","k","b","n","p","w","o","l","h","v","g"
"7010",1,"e","x","f","w","f","n","f","w","b","g","e","?","s","k","w","w","p","w","t","p","w","s","g"
"4170",1,"p","f","y","g","f","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","y","g"
"2935",1,"e","x","y","n","t","n","f","c","b","w","t","b","s","s","g","g","p","w","o","p","k","v","d"
"493",1,"p","x","s","n","t","p","f","c","n","k","e","e","s","s","w","w","p","w","o","p","n","v","u"
"1082",1,"p","f","y","n","t","p","f","c","n","k","e","e","s","s","w","w","p","w","o","p","n","v","u"
"8040",1,"p","k","s","e","f","f","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","l"
"5582",1,"p","x","y","n","f","f","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","d"
"2353",1,"e","x","y","g","t","n","f","c","b","n","t","b","s","s","w","g","p","w","o","p","k","v","d"
"816",1,"e","x","s","w","t","a","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","s","m"
"5605",1,"e","k","y","p","t","n","f","c","b","e","e","?","s","s","e","w","p","w","t","e","w","c","w"
"5969",1,"p","f","f","g","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","v","d"
"4525",1,"p","f","y","g","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","v","p"
"7369",1,"p","x","y","c","f","m","a","c","b","w","e","c","k","y","c","c","p","w","n","n","w","c","d"
"3611",1,"p","x","f","g","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","v","d"
"3602",1,"e","x","y","n","t","n","f","c","b","w","t","b","s","s","g","w","p","w","o","p","k","y","d"
"6675",1,"p","f","s","e","f","f","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","l"
"3852",1,"e","f","y","g","t","n","f","c","b","u","t","b","s","s","p","w","p","w","o","p","k","y","d"
"1023",1,"e","b","y","w","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","k","n","g"
"628",1,"e","s","f","g","f","n","f","c","n","p","e","e","s","s","w","w","p","w","o","p","k","y","u"
"2407",1,"e","x","y","e","t","n","f","c","b","w","t","b","s","s","g","w","p","w","o","p","n","y","d"
"6801",1,"p","f","s","e","f","y","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","l"
"4276",1,"p","x","f","y","f","f","f","c","b","h","e","b","k","k","b","n","p","w","o","l","h","y","p"
"2491",1,"e","x","y","g","t","n","f","c","b","n","t","b","s","s","p","p","p","w","o","p","n","v","d"
"7036",1,"e","x","f","g","f","n","f","w","b","g","e","?","s","s","w","w","p","w","t","p","w","s","g"
"3247",1,"p","x","f","g","f","f","f","c","b","g","e","b","k","k","n","n","p","w","o","l","h","y","d"
"5368",1,"p","f","y","y","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","y","d"
"4744",1,"p","x","f","y","f","f","f","c","b","g","e","b","k","k","b","p","p","w","o","l","h","v","d"
"3475",1,"e","x","y","n","t","n","f","c","b","u","t","b","s","s","w","w","p","w","o","p","k","v","d"
"420",1,"e","f","f","g","f","n","f","w","b","h","t","e","f","f","w","w","p","w","o","e","n","a","g"
"7206",1,"e","k","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","o","o","p","y","c","l"
"2254",1,"e","f","f","g","t","n","f","c","b","p","t","b","s","s","p","w","p","w","o","p","n","v","d"
"5063",1,"p","x","y","g","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","y","p"
"7205",1,"e","x","s","g","f","n","f","w","b","p","e","?","k","k","w","w","p","w","t","p","w","n","g"
"3308",1,"e","f","y","n","t","n","f","c","b","n","t","b","s","s","w","p","p","w","o","p","n","y","d"
"3940",1,"p","x","f","p","f","c","f","c","n","n","e","b","s","s","w","w","p","w","o","p","n","v","d"
"4098",1,"p","f","y","y","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","v","p"
"4377",1,"p","x","y","n","f","y","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","d"
"7393",1,"p","k","s","n","f","s","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","l"
"6273",1,"p","x","s","e","f","s","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"1581",1,"e","f","f","w","f","n","f","w","b","n","t","e","s","s","w","w","p","w","o","e","k","a","g"
"32",1,"p","x","y","w","t","p","f","c","n","k","e","e","s","s","w","w","p","w","o","p","n","s","u"
"7059",1,"p","f","s","e","f","s","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"5742",1,"e","k","s","n","t","n","f","c","b","w","e","?","s","s","w","w","p","w","t","e","w","c","w"
"5295",1,"p","f","y","y","f","f","f","c","b","g","e","b","k","k","b","b","p","w","o","l","h","y","d"
"7050",1,"p","k","s","e","f","s","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","l"
"7149",1,"p","x","y","e","f","s","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","l"
"7063",1,"p","k","y","n","f","y","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","d"
"7838",1,"p","k","s","e","f","f","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","d"
"1487",1,"e","x","f","w","f","n","f","w","b","p","t","e","s","f","w","w","p","w","o","e","k","a","g"
"7881",1,"p","k","s","n","f","s","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","d"
"5302",1,"p","f","f","g","f","f","f","c","b","p","e","b","k","k","n","p","p","w","o","l","h","v","p"
"4618",1,"p","f","y","g","f","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","y","d"
"5890",1,"p","f","s","b","t","f","f","c","b","p","t","b","s","s","w","w","p","w","o","p","h","s","u"
"4554",1,"p","x","y","y","f","f","f","c","b","h","e","b","k","k","n","p","p","w","o","l","h","v","d"
"6923",1,"p","k","s","e","f","y","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","d"
"5386",1,"e","f","s","p","t","n","f","c","b","e","e","?","s","s","w","e","p","w","t","e","w","c","w"
"2447",1,"e","x","f","n","t","n","f","c","b","w","t","b","s","s","p","g","p","w","o","p","k","v","d"
"1520",1,"e","x","f","n","f","n","f","w","b","h","t","e","f","f","w","w","p","w","o","e","k","s","g"
"2648",1,"e","f","f","w","f","n","f","w","b","h","t","e","s","f","w","w","p","w","o","e","k","s","g"
"788",1,"e","x","y","y","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","n","g"
"1618",1,"e","f","f","g","f","n","f","w","b","k","t","e","s","s","w","w","p","w","o","e","n","a","g"
"5019",1,"p","x","f","y","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","v","d"
"2072",1,"e","x","f","g","t","n","f","c","b","n","t","b","s","s","w","g","p","w","o","p","k","v","d"
"8008",1,"p","k","s","e","f","f","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","d"
"5821",1,"e","x","s","n","t","n","f","c","b","w","e","?","s","s","e","e","p","w","t","e","w","c","w"
"5852",1,"p","x","s","g","t","f","f","c","b","w","t","b","f","f","w","w","p","w","o","p","h","s","g"
"4626",1,"p","f","y","g","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","v","d"
"6819",1,"p","k","s","e","f","f","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","l"
"7619",1,"p","f","s","n","f","y","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"7979",1,"p","k","y","e","f","s","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"5522",1,"p","x","y","n","f","s","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","d"
"867",1,"e","f","f","n","f","n","f","c","n","n","e","e","s","s","w","w","p","w","o","p","n","v","u"
"323",1,"e","x","s","w","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","s","g"
"8068",1,"e","b","s","n","f","n","a","c","b","n","e","?","s","s","o","o","p","o","o","p","b","c","l"
"7025",1,"p","x","s","n","f","y","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"1756",1,"e","f","f","n","f","n","f","w","b","h","t","e","f","s","w","w","p","w","o","e","k","s","g"
"4968",1,"p","f","y","p","t","n","f","c","b","g","e","b","s","s","w","w","p","w","t","p","r","v","g"
"2328",1,"e","f","y","g","t","n","f","c","b","u","t","b","s","s","p","p","p","w","o","p","n","v","d"
"4006",1,"p","x","y","g","f","f","f","c","b","h","e","b","k","k","b","p","p","w","o","l","h","y","d"
"348",1,"e","x","s","y","t","a","f","c","b","n","e","c","s","s","w","w","p","w","o","p","n","n","m"
"3018",1,"p","x","f","g","f","f","f","c","b","g","e","b","k","k","p","b","p","w","o","l","h","y","p"
"332",1,"e","b","s","w","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","s","m"
"5819",1,"p","f","s","w","t","f","f","c","b","p","t","b","s","f","w","w","p","w","o","p","h","s","g"
"1768",1,"e","x","s","n","f","n","f","w","b","k","t","e","s","s","w","w","p","w","o","e","n","s","g"
"515",1,"e","x","f","n","f","n","f","c","n","k","e","e","s","s","w","w","p","w","o","p","n","v","u"
"6699",1,"p","f","y","e","f","y","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"606",1,"e","b","s","w","t","a","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","n","g"
"4287",1,"p","x","y","g","f","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","y","d"
"3562",1,"e","f","y","g","t","n","f","c","b","p","t","b","s","s","p","g","p","w","o","p","k","y","d"
"7168",1,"e","b","f","g","f","n","f","w","b","g","e","?","k","s","w","w","p","w","t","p","w","s","g"
"23",1,"e","b","y","y","t","l","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","s","m"
"3086",1,"p","x","f","g","f","f","f","c","b","p","e","b","k","k","n","p","p","w","o","l","h","v","g"
"1613",1,"e","x","f","n","f","n","f","c","n","p","e","e","s","s","w","w","p","w","o","p","k","y","u"
"5702",1,"p","f","y","y","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","y","p"
"2514",1,"e","f","f","n","t","n","f","c","b","u","t","b","s","s","p","p","p","w","o","p","k","y","d"
"296",1,"e","b","s","y","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","n","n","m"
"4517",1,"p","x","y","g","f","f","f","c","b","h","e","b","k","k","b","p","p","w","o","l","h","v","g"
"5550",1,"p","x","y","n","f","y","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"447",1,"e","x","s","w","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","n","n","g"
"7870",1,"p","k","y","e","f","f","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","l"
"852",1,"e","f","y","n","t","a","f","c","b","p","e","r","s","y","w","w","p","w","o","p","k","s","g"
"5361",1,"p","x","y","n","f","f","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","d"
"2573",1,"e","x","y","n","t","n","f","c","b","w","t","b","s","s","w","g","p","w","o","p","n","y","d"
"84",1,"e","x","f","g","f","n","f","w","b","n","t","e","s","s","w","w","p","w","o","e","n","s","g"
"2399",1,"e","x","y","e","t","n","f","c","b","u","t","b","s","s","g","g","p","w","o","p","n","y","d"
"1913",1,"e","x","y","e","t","n","f","c","b","n","t","b","s","s","g","p","p","w","o","p","k","v","d"
"2577",1,"e","x","y","g","t","n","f","c","b","u","t","b","s","s","w","g","p","w","o","p","n","y","d"
"5747",1,"p","f","y","y","f","f","f","c","b","g","e","b","k","k","p","n","p","w","o","l","h","v","p"
"784",1,"e","x","s","w","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","s","m"
"2279",1,"e","x","f","g","t","n","f","c","b","n","t","b","s","s","w","w","p","w","o","p","n","v","d"
"4399",1,"p","f","f","y","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","v","g"
"1917",1,"p","f","y","w","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","k","v","u"
"7368",1,"p","f","y","y","f","n","f","w","n","w","e","c","y","y","y","y","p","y","o","e","w","c","l"
"6514",1,"p","x","s","e","f","y","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","d"
"5110",1,"e","f","y","c","f","n","f","w","n","w","e","b","f","s","w","n","p","w","o","e","w","v","l"
"2826",1,"e","f","f","g","t","n","f","c","b","p","t","b","s","s","p","g","p","w","o","p","n","v","d"
"3283",1,"p","x","s","p","f","c","f","w","n","p","e","b","s","s","w","w","p","w","o","p","k","v","d"
"36",1,"e","x","f","y","t","l","f","w","n","w","t","b","s","s","w","w","p","w","o","p","n","v","d"
"3412",1,"p","x","s","g","f","c","f","c","n","n","e","b","s","s","w","w","p","w","o","p","n","s","d"
"2385",1,"e","x","f","n","t","n","f","c","b","w","t","b","s","s","p","p","p","w","o","p","n","v","d"
"4927",1,"e","k","s","b","t","n","f","c","b","e","e","?","s","s","w","w","p","w","t","e","w","c","w"
"7473",1,"p","k","y","e","f","y","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","d"
"1779",1,"p","f","s","w","t","p","f","c","n","k","e","e","s","s","w","w","p","w","o","p","k","v","u"
"382",1,"e","x","s","w","f","n","f","w","b","k","t","e","f","s","w","w","p","w","o","e","n","s","g"
"4697",1,"e","f","y","n","t","n","f","c","b","n","t","b","s","s","w","g","p","w","o","p","n","y","d"
"2639",1,"e","f","f","g","t","n","f","c","b","n","t","b","s","s","p","g","p","w","o","p","n","v","d"
"6869",1,"p","f","y","n","f","f","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"7119",1,"p","k","y","e","f","y","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"5324",1,"p","f","s","g","t","f","f","c","b","w","t","b","s","f","w","w","p","w","o","p","h","s","u"
"8",1,"e","b","y","w","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","n","s","m"
"4326",1,"p","f","y","g","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","v","p"
"2947",1,"e","f","f","g","t","n","f","c","b","p","t","b","s","s","w","g","p","w","o","p","k","y","d"
"5862",1,"e","x","s","e","t","n","f","c","b","e","e","?","s","s","e","e","p","w","t","e","w","c","w"
"2944",1,"e","x","y","g","t","n","f","c","b","w","t","b","s","s","w","g","p","w","o","p","n","v","d"
"3238",1,"e","f","y","g","t","n","f","c","b","p","t","b","s","s","w","p","p","w","o","p","n","y","d"
"4196",1,"e","f","f","e","t","n","f","c","b","u","t","b","s","s","p","p","p","w","o","p","n","y","d"
"7555",1,"p","k","s","n","f","s","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","l"
