"","RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30.59DaysPastDueNotWorse","DebtRatio","MonthlyIncome","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60.89DaysPastDueNotWorse","NumberOfDependents","SeriousDlqin2yrs"
"11908",0.739109153,29,3,0.094322551,4420,7,0,0,0,0,1
"11909",0.802649669,31,0,0.108786611,2389,13,0,0,0,1,1
"11920",0.776184268,36,1,0.594430561,2800,10,1,0,1,1,1
"11923",0.983351831,37,2,0.32223968,7000,5,0,3,0,1,1
"11935",0,51,0,0.029161806,6000,2,0,0,0,2,1
"11939",0,60,4,0.920748614,4327,5,4,3,1,1,1
"11941",0.148131057,44,0,0.293308891,12000,7,1,2,1,3,1
"11945",0.741441914,41,0,0.636284132,10290,12,0,2,0,0,1
"11952",0.074192581,32,0,0.891223314,2950,5,0,1,0,0,1
"11954",0.648212226,27,1,0.03200883,3623,4,0,0,1,1,1
"11956",0.9999999,68,0,0.855523043,2733,5,0,0,0,2,1
"11961",0.957546484,50,1,0.791512294,2968,13,2,1,1,0,1
"11965",1.389221557,37,0,0.748296229,2200,4,8,0,1,1,1
"11966",1.447761194,51,0,0.005661713,1412,1,0,0,0,0,1
"11974",0.9999999,41,0,0.158841159,2001,0,9,0,1,2,1
"11977",0.031411992,49,0,0.357366444,9583,9,0,2,0,0,1
"11978",0.9999999,48,0,0.166604961,2700,4,7,0,0,1,1
"11983",0.720607559,46,0,1.267664739,8816,21,0,9,0,2,1
"11985",0.307432836,57,0,0.335791513,16000,14,0,2,0,2,1
"11990",0.809174093,63,1,1.119220195,4000,13,0,2,0,1,1
"11995",0.918729168,52,1,0.454317269,3983,12,0,3,0,0,1
"12009",0.036942263,43,0,0.719173799,55966,41,0,29,0,0,1
"12015",0.9999999,58,0,0.104271779,8918,1,1,0,1,0,1
"12018",0.979619304,30,3,0.263827577,3850,5,1,0,0,4,1
"12028",0.153692615,45,0,0.87187642,2200,7,1,1,1,1,1
"12031",0.9999999,49,1,0,4096,0,1,0,0,1,1
"12050",1.015320398,57,1,0.30448869,16975,11,0,2,0,0,1
"12052",0.708462541,62,1,0.287199053,7600,14,0,0,0,0,1
"12058",0.641910444,41,1,0.3156379,20833,11,0,3,0,0,1
"12063",1.358641359,36,3,0.274750081,3100,5,3,0,1,2,1
"12065",0.9999999,30,0,0.142429907,2674,2,3,0,0,2,1
"12067",0.815014346,58,1,1.159063101,11441,24,0,5,0,0,1
"12068",0.717767132,63,2,0.099902057,1020,4,0,0,0,0,1
"12074",0.826347305,36,0,0.236488597,3200,12,0,0,0,0,1
"12077",1.025439128,54,6,0.223806752,3435,5,2,0,0,1,1
"12082",0.9999999,23,0,0.174330268,2500,2,0,0,0,0,1
"12091",0.55746007,47,3,0.393866216,4140,9,0,2,0,2,1
"12092",0.714607337,53,3,0.292598201,11226,12,0,1,2,4,1
"12094",1.601328904,55,1,0.135104256,3500,2,0,0,0,1,1
"12111",0.956910527,42,1,0.354411397,4000,10,0,0,0,0,1
"12113",0.9999999,34,1,0.267933017,4000,1,5,0,0,0,1
"12122",0.9999999,43,2,0.058418761,7120,0,3,0,0,2,1
"12127",0.645177411,26,0,0.168842472,2297,2,0,0,0,0,1
"12133",0.86141942,61,2,0.566165894,12513,16,0,2,0,1,1
"12144",1.119565217,34,0,0.024421129,5527,2,1,0,1,1,1
"12146",3.306693307,50,0,0.308557152,1600,4,0,0,0,2,1
"12151",0.9999999,43,98,0.001717475,2328,0,98,0,98,2,1
"12155",0.9999999,30,0,0.803884113,3140,1,0,1,1,0,1
"12160",0.644737806,52,1,0.792832266,8900,15,0,3,0,2,1
"12171",0.9999999,50,0,0.229001012,6916,2,0,1,1,0,1
"12194",1.044419767,57,1,0.043043812,1300,1,1,0,0,0,1
"12197",0.683305336,32,0,0.18376948,3400,3,0,0,0,0,1
"12204",0.414352366,30,2,0.029506438,1863,3,0,0,0,0,1
"12205",0.9999999,36,0,0.530979347,1500,1,4,0,0,1,1
"12207",0.311406328,33,0,1.036975587,4218,5,0,2,0,1,1
"12224",0.9999999,22,98,0,800,0,98,0,98,0,1
"12240",0.9999999,29,1,0.035438437,2200,5,4,0,0,0,1
"12246",0.044711986,46,0,0.430632121,10883,10,0,2,0,0,1
"12250",0.209580838,27,0,0.380309845,2000,3,1,0,1,2,1
"12254",0.668812497,55,1,0.321502822,6733,12,0,1,0,3,1
"12260",0.186440678,53,0,0.402287357,16000,12,0,2,0,2,1
"12261",0.799640072,48,4,0.215556779,5450,8,0,2,2,3,1
"12275",0.448900116,52,4,0.413438206,11950,14,3,3,1,2,1
"12278",0.131838309,40,1,0.325096415,7000,7,0,1,0,4,1
"12279",0.033303593,51,0,1.82818749,6250,26,0,7,0,3,1
"12285",0.964352992,36,0,0.179482474,5448,7,0,0,0,2,1
"12287",0.21590121,78,1,0.393535488,3000,9,0,1,0,0,1
"12292",0.435181721,52,3,0.271307495,10500,17,0,1,0,2,1
"12302",0.440622694,52,0,0.292886402,20017,12,1,4,0,2,1
"12307",0.900203413,41,0,0.79013443,9000,22,0,2,0,0,1
"12313",0.883288255,33,2,0.510620575,2400,13,0,0,0,0,1
"12315",0.464811558,46,0,0.581492637,5975,7,0,3,0,2,1
"12335",0.9999999,66,0,0.059485129,4000,1,0,0,1,1,1
"12340",0.921014296,73,0,0.437111883,9500,12,0,1,0,1,1
"12347",0.332846253,36,0,0.756689839,10500,23,0,3,0,1,1
"12348",0.9999999,43,0,0.1736579,4600,1,1,0,0,4,1
"12358",0.880440256,52,0,0.811495894,2800,10,0,0,0,0,1
"12361",0.9999999,32,0,0.181852696,2633,1,4,0,0,1,1
"12369",0,52,1,0.45764639,5276,8,0,2,0,2,1
"12372",0.820907955,49,1,0.584204413,1721,5,0,0,0,0,1
"12373",0.854675178,38,4,0.240837696,2100,13,4,0,1,2,1
"12380",0.841117655,48,1,0.59924812,2659,8,0,1,0,0,1
"12381",0.05653972,84,0,0.577059121,1978,9,0,1,0,0,1
"12382",0.776223776,33,1,0.044865664,11500,2,1,1,1,2,1
"12387",0.751977553,57,0,0.513997334,5250,16,0,1,0,0,1
"12391",0.320457562,45,0,0.294380375,15000,27,0,3,0,3,1
"12393",0.991085411,61,4,0.462236579,6500,14,1,2,0,0,1
"12395",0.9999999,45,0,0.068839846,4938,1,2,0,1,0,1
"12396",0.852115073,59,3,0.969076719,6790,19,6,2,1,0,1
"12399",0.551206106,62,0,1.053068759,6500,16,0,2,0,3,1
"12402",0.116602793,40,0,0.424876847,2435,7,0,0,0,2,1
"12404",0.99366952,50,4,0.658555487,6451,5,0,1,0,1,1
"12406",1.08095952,61,4,1.075732449,1808,8,3,1,2,0,1
"12407",1.082917083,27,1,0.186278964,2200,7,0,0,0,1,1
"12428",0.9999999,47,0,0.004052959,3700,0,1,0,0,0,1
"12431",0.158596647,33,0,0.702016107,18500,36,0,13,0,0,1
"12435",0,51,1,0.160167966,5000,11,1,1,0,1,1
"12436",0.64678828,49,0,0.584695251,5200,10,0,2,1,0,1
"12442",0.815478832,50,2,0.567056446,6926,13,0,1,0,2,1
"12447",0.214582945,43,3,0.752811797,4000,15,0,4,1,1,1
"12455",0.382022472,24,0,0.15855181,800,2,1,0,0,0,1
"12459",0.473652635,45,0,1.196865818,1020,5,0,1,0,2,1
"12463",0.919443915,60,0,0.651123784,2980,7,0,2,0,1,1
"12466",0.083743019,39,0,0.35337173,8333,16,0,1,0,1,1
"12472",0.795379684,56,0,0.604613234,8583,9,0,1,0,0,1
"12474",0.454534629,44,0,1.075231192,4000,8,0,1,0,4,1
"12478",0.030628525,37,2,0.922368273,8900,20,0,8,0,0,1
"12481",0.731146599,61,1,0.360803266,12000,9,0,1,0,3,1
"12482",1.011089051,44,4,1.259766964,1458,16,0,1,0,0,1
"12495",0.552763149,33,0,0.681742662,5416,7,0,2,0,0,1
"12497",0.031181272,51,0,0.904240447,8583,11,0,3,0,4,1
"12498",0.524318769,45,0,0.610856364,8068,12,0,3,0,2,1
"12499",0.9999999,51,4,0.633182315,6400,6,0,2,0,0,1
"12505",1.036867172,42,3,0.664399926,5440,12,0,2,0,3,1
"12510",0.34871491,46,0,0.97549991,5550,5,0,3,0,2,1
"12522",0.577919961,41,0,1.23939171,8153,15,0,4,0,0,1
"12525",0.9999999,41,0,0.061292472,1500,1,2,0,0,2,1
"12526",0,35,0,0,0,2,1,0,0,0,1
"12530",0.970562355,40,2,0.369506353,4800,8,0,1,0,2,1
"12532",0.9999999,60,1,0.327843738,5221,2,0,1,0,2,1
"12540",0.444854638,53,1,0.289871504,10583,6,0,2,0,1,1
"12542",0.524500907,36,2,0.18957724,3760,5,4,0,0,0,1
"12547",0.999821906,34,0,0.173669468,4283,3,0,1,0,2,1
"12556",0.646979614,52,1,1.33808554,5400,19,0,3,0,2,1
"12559",1.061885882,45,1,0.069030555,2650,2,1,0,0,3,1
"12579",0.307197212,49,0,1.254836795,8424,19,0,5,0,2,1
"12580",1.011100754,42,2,0.19550125,3600,6,0,0,0,1,1
"12593",0.897009967,33,0,0.409559513,3200,8,1,0,1,0,1
"12603",0.49610078,25,0,0.012129159,6100,3,0,0,0,1,1
"12609",0.768718802,64,2,0.53626029,2550,5,1,2,1,0,1
"12616",0.961759306,55,2,0.367873723,5384,7,0,1,1,2,1
"12619",0.761974687,46,0,0.30583677,8000,15,0,1,0,0,1
"12628",0.9999999,56,0,0.15480427,1685,2,0,0,0,0,1
"12633",0.327787022,38,0,0.531893621,5000,6,0,1,1,4,1
"12637",1.15455594,55,1,1.376106195,451,9,0,0,0,3,1
"12648",0.406487403,35,0,0.339251853,5800,6,0,1,0,0,1
"12651",0.837432048,45,4,0.823696051,6000,11,0,2,2,0,1
"12657",0.405471322,38,3,0.790552362,4000,8,2,2,0,2,1
"12658",0.634920635,44,1,0.30345801,2833,5,4,0,0,2,1
"12670",0.419186106,45,0,0.587948954,7600,13,0,1,0,2,1
"12676",0.786829238,44,2,0.37481251,18000,13,0,2,0,4,1
"12677",0.958635803,61,1,0.65049783,3916,12,9,1,2,1,1
"12690",0.077128572,53,0,0.13876652,6809,7,0,1,0,1,1
"12692",0.306322258,32,0,0.550387597,2708,10,0,1,0,0,1
"12695",0.234341253,50,0,0.392521496,5000,13,0,2,0,1,1
"12709",0.9999999,58,1,2.096057746,1800,8,5,2,0,2,1
"12715",0.618335726,36,1,0.197819528,29167,11,0,2,0,3,1
"12727",0.203434903,28,4,0.448946947,3750,10,0,1,1,2,1
"12733",0.578177728,25,0,0.590720483,2650,11,0,1,0,1,1
"12735",0.897009967,49,0,0.000413693,19337,1,0,0,0,0,1
"12737",1.061938062,33,0,0.767246551,5000,7,2,1,0,0,1
"12739",0.725338388,72,0,0.563393973,7200,12,0,2,0,0,1
"12741",0.023629043,33,0,0.319518453,5066,15,0,2,0,0,1
"12748",0.396461935,59,0,0.827879581,4583,16,0,0,1,1,1
"12749",1.078986836,52,5,0.574371746,4416,11,0,1,3,0,1
"12762",0.657476551,45,0,0.657208485,7400,10,0,2,0,1,1
"12763",0.473136915,39,2,0.41731105,4008,4,2,0,0,3,1
"12766",0.937247394,49,0,0.251491366,3184,7,0,0,0,1,1
"12776",0.17565864,53,1,0.654369628,5583,16,0,4,0,3,1
"12778",0.9999999,25,1,0.085958771,2570,4,2,0,0,3,1
"12779",0.957390146,57,4,0.276287285,6000,7,1,0,1,0,1
"12784",0.905472637,26,0,0.077568972,2500,2,0,0,0,0,1
"12787",0.957264957,41,1,0.159694817,3800,3,0,0,0,3,1
"12794",0.9999999,27,1,0.079787234,2819,0,1,0,1,1,1
"12798",0.946378479,40,0,0.899507216,5681,11,2,2,0,1,1
"12803",0.405374354,46,0,0.331672502,7425,10,0,2,0,3,1
"12814",0.923692103,39,4,0.381605412,5468,8,0,1,0,3,1
"12821",0.452636391,66,0,0.536865784,4000,8,1,1,0,0,1
"12825",0.9999999,44,0,0,6500,0,8,0,0,1,1
"12828",1.04450121,39,5,0.139683421,3600,4,3,0,0,2,1
"12829",0.9999999,49,0,0.012473523,4248,2,4,0,0,1,1
"12832",1.469857619,28,0,0.206500077,6522,4,4,0,0,2,1
"12833",0.515498591,68,4,0.056314562,3000,5,0,0,0,0,1
"12836",0.9999999,25,0,0.154211447,4000,3,0,0,0,0,1
"12849",0.829628412,49,0,0.672343576,2700,18,0,0,0,0,1
"12853",0.645240878,27,0,0.169216785,6600,8,0,2,0,0,1
"12855",0.484555918,57,0,0.534271806,7600,30,0,2,0,0,1
"12863",0.9999999,30,0,0.009791922,2450,0,3,0,0,0,1
"12874",1.294820717,37,1,0.042699438,4800,2,1,0,1,4,1
"12886",1.417147934,66,2,0.110369806,5245,7,1,0,0,0,1
"12890",0.623442607,44,0,0.356528694,5000,13,0,0,0,0,1
"12895",0.490189252,48,2,0.244864827,14166,10,0,1,0,3,1
"12896",0.9999999,45,0,0,3000,0,1,0,0,0,1
"12897",0.9999999,60,1,0.248418248,6005,1,6,0,4,0,1
"12912",0.9999999,62,0,0.287512195,10249,2,0,1,0,0,1
"12917",0.273151233,29,0,0.302246715,2358,11,0,0,0,0,1
"12920",0.13138827,51,4,0.068450039,5083,7,0,0,0,0,1
"12930",1.098901099,29,1,0.614311704,1648,7,0,0,0,1,1
"12931",0.642159746,30,0,0.508618404,3770,8,0,1,0,0,1
"12932",1.079184163,62,1,0.506017404,5400,9,0,2,1,0,1
"12938",0.723383279,57,0,0.573253558,6183,18,0,1,0,0,1
"12944",0.029484087,48,1,0.342236823,7000,7,0,2,0,0,1
"12954",0,53,0,0.089425692,6250,3,1,0,2,2,1
"12956",1.049668874,55,1,0.315129151,4064,5,2,0,0,0,1
"12963",0.873260612,42,4,0.482551745,10000,10,0,2,2,3,1
"12965",0.780146163,49,0,0.153227742,8333,2,2,1,0,0,1
"12967",0.112222092,59,3,0.517015958,5200,9,0,2,0,0,1
"12971",0.652979264,33,5,0.624479334,3120,16,0,1,2,0,1
"12973",0.617523322,39,0,0.50032113,4670,12,0,1,0,0,1
"12977",0.352205974,35,0,0.337931796,9060,8,0,2,0,0,1
"12981",0.248944263,45,1,0.325941207,5816,17,0,2,0,2,1
"12984",0.38807648,43,1,0.548631579,14249,15,0,7,0,2,1
"12985",0.245751701,39,3,0.313985197,7700,12,0,3,0,0,1
"12986",0.875979465,45,1,0.205451308,7300,9,0,0,0,0,1
"12994",0.186362014,25,2,0.099950025,2000,5,0,0,3,0,1
"12995",0.69033917,56,0,0.831194969,3974,8,1,1,1,0,1
"13001",0.646706587,46,0,0.002014099,6950,2,0,0,1,2,1
"13005",0.9999999,58,0,0.023801968,3150,0,1,0,0,3,1
"13011",0.018940492,89,1,0.593009119,3289,13,1,1,2,0,1
"13019",0.534242054,42,1,0.792490558,4500,8,0,2,0,0,1
"13038",0.725958696,67,0,0.479046243,2767,6,0,0,0,1,1
"13041",0.621792736,46,5,0.391497131,3833,6,2,2,0,2,1
"13042",1.109780439,32,0,0.066583437,2402,2,0,0,0,0,1
"13055",0,83,2,0.355328934,5000,6,0,1,0,0,1
"13056",0.957268101,51,1,0.49068323,6600,16,1,1,0,1,1
"13059",0.9999999,23,0,0.202373517,1600,5,0,0,1,0,1
"13069",0.874030129,74,2,0.602939706,10000,16,0,2,0,2,1
"13070",1.00762808,36,0,0.625688434,5083,18,8,1,0,1,1
"13088",0.9999999,37,0,0.269291174,9550,3,0,1,0,3,1
"13089",0.373253493,53,0,3.52529669,1600,6,3,2,0,0,1
"13098",0.996364297,46,1,0.118372577,12485,4,4,1,2,3,1
"13103",1.006119951,32,2,0.651159561,7200,11,1,3,0,0,1
"13104",0.04508798,41,0,1.274945011,5000,10,0,2,0,1,1
"13106",250.5833333,67,0,0.012748406,8000,1,1,0,0,0,1
"13111",0.419899171,38,2,0.437962376,4730,6,0,0,0,2,1
"13113",0.787017749,42,0,0.175853018,8000,4,0,0,1,3,1
"13115",0.9999999,30,0,0.039973351,1500,1,0,0,0,0,1
"13116",0.9999999,27,0,207,0,6,0,0,0,0,1
"13119",0.558573571,46,0,0.215330494,5400,3,0,1,0,1,1
"13126",0.9999999,48,1,0.288311216,5500,2,2,1,1,0,1
"13127",0.203796204,30,0,0.006997667,3000,2,1,0,1,0,1
"13129",1.017379727,39,2,0.75369155,4875,17,0,1,0,1,1
"13137",0.382022472,43,0,0.029405999,5100,10,0,0,0,0,1
"13138",0.94401711,32,0,0.650234218,4482,12,0,1,0,2,1
"13142",0.902262217,46,2,0.186440678,8200,6,0,0,0,1,1
"13144",1.422867514,41,0,0.237961138,3550,6,1,0,6,4,1
"13146",0.980850703,43,1,0.210855204,5600,6,0,1,0,0,1
"13150",0.140060234,56,2,1.099686173,5416,52,0,2,0,0,1
"13154",0.025194961,39,1,0.023150507,53000,5,3,1,0,0,1
"13158",0.64250751,48,0,0.263262322,9575,13,1,1,0,0,1
"13166",0.135938598,66,1,0.196974505,9452,7,1,2,0,0,1
"13169",0.542812768,47,0,0.706597613,4440,10,0,1,0,3,1
"13171",0.921315765,37,5,0.818747223,2250,7,0,2,0,0,1
"13172",0.577753286,52,1,0.553194813,6400,10,0,1,1,0,1
"13173",0.013347263,52,0,0.005909389,3045,6,0,0,0,0,1
"13176",0.9999999,56,0,0.416516697,5000,2,1,1,0,0,1
"13179",0.9999999,27,0,0,2000,0,1,0,1,0,1
"13181",0.731926807,31,2,0.222364422,6250,4,4,0,1,0,1
"13183",0.526097118,41,2,0.620358676,3958,9,0,2,0,2,1
"13190",0.9999999,35,0,0.215736041,1575,2,2,0,0,2,1
"13192",0.411451004,37,0,0.504233302,2125,5,0,1,0,0,1
"13195",0.759259259,53,1,0.091205876,4900,15,1,0,2,0,1
"13201",0.035458478,33,3,0.296351824,2000,10,0,0,1,0,1
"13203",0.041555043,54,1,0.13476742,5438,8,0,1,2,0,1
"13222",3572,34,0,0.988607301,4300,10,0,2,0,1,1
"13225",0.278554848,49,0,0.084525055,8600,4,0,0,0,0,1
"13230",0.052035707,46,2,0.839395873,4700,5,0,2,1,2,1
"13246",0.9999999,32,1,0.180623974,2435,3,0,0,0,0,1
"13253",0.9999999,43,0,0,5900,2,0,0,1,2,1
"13261",0.134771834,48,0,0.723455309,5000,25,0,2,0,0,1
"13271",0.148284391,57,0,0.10953589,6700,9,0,0,0,0,1
"13272",1.015138532,46,0,0.222066058,2845,3,0,0,0,2,1
"13278",0.845617444,62,2,0.432971337,5616,9,1,0,1,1,1
"13280",0.062211556,61,1,1.649500384,1300,11,1,1,0,0,1
"13281",0.9999999,40,1,0.011248804,42848,1,0,0,0,0,1
"13291",0.96100325,49,2,0.773226042,4100,9,0,2,0,3,1
"13294",1.013986708,63,4,0.464346712,4683,10,0,1,1,3,1
"13300",0.961046096,32,6,0.548141645,3416,12,0,1,1,2,1
"13309",0.886113886,49,2,1.636486486,1479,5,1,1,2,1,1
"13316",0.71629249,47,0,0.739350774,7300,11,0,1,0,3,1
"13323",0.04169583,38,1,0.471473944,8500,7,1,4,0,0,1
"13325",0.9999999,31,0,0.019423022,3500,0,3,0,0,0,1
"13330",0.76139226,59,1,1.195444377,4916,16,0,4,0,3,1
"13341",0.880319909,24,0,0.315369261,500,3,0,0,0,0,1
"13352",1.254104211,25,0,0.080254042,1731,4,1,0,1,0,1
"13357",0.438000442,47,4,0.629432151,3750,14,0,1,0,0,1
"13374",0.816819317,57,0,0.41982891,4558,8,0,1,0,1,1
"13377",0.318651858,27,2,0.115817826,4083,9,0,0,0,0,1
"13378",0.958417971,52,4,0.381881676,9735,15,0,1,0,0,1
"13381",0.916167665,39,0,1.296357616,1207,6,0,0,0,3,1
"13386",0.9999999,29,0,0.075434439,2531,2,2,0,0,1,1
"13388",0,66,2,0.230628229,6000,3,0,1,0,0,1
"13393",0.230330056,51,0,0.229885057,2000,7,0,0,0,3,1
"13398",0.9999999,43,1,0.253807107,2166,3,0,0,1,0,1
"13412",0.455808335,43,0,0.213889306,20000,16,0,2,0,2,1
"13418",1.015196961,47,2,0.522581896,5158,6,0,1,0,2,1
"13421",0.185871284,59,0,0.089565031,4666,6,0,0,0,0,1
"13425",0.673065387,56,1,0.511131849,7500,9,0,2,0,4,1
"13428",0.642823213,57,2,0.509374099,10400,11,0,5,0,0,1
"13431",0.9999999,51,0,0.943902439,3689,5,5,1,1,1,1
"13433",0.018024904,52,0,0.220169361,5195,9,0,1,1,0,1
"13448",0.920114123,42,2,0.326701688,8946,4,2,1,2,0,1
"13457",1.014592934,44,0,0.285884313,4200,9,0,0,0,3,1
"13460",0,45,0,0.282911803,6167,3,0,1,0,0,1
"13461",0.834105426,38,0,0.385472466,14000,7,0,1,0,3,1
"13465",0.894282879,34,0,0.244787204,3500,5,0,0,0,1,1
"13471",0.9999999,31,0,0.084741728,4200,5,0,0,0,0,1
"13473",1.047998171,41,6,0.97600349,4583,14,1,1,2,1,1
"13477",1.197732997,38,2,0.22242217,5556,4,1,0,0,0,1
"13481",0.088014031,67,0,0.382123575,5000,9,0,1,0,0,1
"13482",0.9999999,42,0,0.070619587,1500,3,0,0,0,0,1
"13489",0,58,2,1.501248959,1200,7,3,0,0,0,1
"13491",0.175920017,40,0,0.170953991,6802,8,0,1,0,0,1
"13504",0.711051931,42,0,0.03861881,2200,3,0,0,0,0,1
"13505",0.015538063,55,0,0.156947684,3000,5,0,0,0,0,1
"13508",0.979484941,39,0,1.696563415,6488,9,0,5,0,5,1
"13512",0.435672934,55,1,0.322100789,6587,9,1,2,0,1,1
"13518",1.070428794,32,2,0.717183425,3450,14,1,1,4,1,1
"13526",0.481768996,45,1,0.232706917,2500,10,0,0,0,2,1
"13532",0.752234316,47,0,0.443575419,2684,10,0,1,0,2,1
"13534",0.450215565,67,0,0.698281299,12683,30,0,8,0,0,1
"13549",0.966229627,33,0,0.419944007,7500,16,0,2,0,0,1
"13559",0.9999999,40,2,0.460507898,5000,7,1,1,1,0,1
"13560",0,48,0,3552,0,4,11,1,0,0,1
"13562",0.9999999,46,0,0,8500,0,0,0,0,3,1
"13566",0.60205306,77,3,1.062877872,2480,7,0,2,0,0,1
"13567",0.9999999,43,0,0.069272446,2583,1,1,0,0,0,1
"13568",0.576297444,50,0,0.259204471,6083,8,0,0,1,3,1
"13577",1.238451935,52,3,0.266291231,8700,5,2,1,3,1,1
"13581",0.998484925,47,2,0.894780889,13143,14,0,5,1,2,1
"13582",0.787511231,48,2,1.554174067,1688,6,1,1,1,3,1
"13584",1.115512773,25,2,0.426594927,1300,5,3,0,1,0,1
"13585",0.892931097,60,3,0.399768868,11248,13,0,2,0,0,1
"13587",0.850170621,43,0,0.505373657,4000,9,1,1,0,2,1
"13589",0.98309872,41,2,0.513306867,6800,8,0,1,0,2,1
"13590",0.025949077,62,0,0.18960099,10500,32,0,2,0,0,1
"13595",0.9999999,41,0,0.433413317,3333,2,3,0,1,0,1
"13607",0.536070308,51,1,0.269421957,7040,5,5,0,0,1,1
"13611",0.470820554,30,0,1.165095687,3500,8,0,2,0,0,1
"13615",0.184675129,53,0,1.068873584,4500,14,0,2,0,2,1
"13616",0.540933003,30,2,0.630105684,3500,12,0,1,0,0,1
"13621",0.62501335,65,4,0.565614208,12161,20,1,1,1,1,1
"13622",0.805701342,61,1,0.282287085,2500,12,0,1,0,0,1
"13626",0.880649027,65,1,2.433975732,1400,15,0,1,0,0,1
"13627",0.120559988,47,0,0.318343554,13208,14,0,2,0,0,1
"13634",0.9999999,47,2,0.600114253,3500,4,2,3,1,0,1
"13637",0.960026649,26,2,0.201765775,3850,5,0,0,0,0,1
"13648",1.165113182,29,3,0.189452637,4000,7,2,0,0,1,1
"13653",1.355481728,28,1,0.012108981,990,1,1,0,0,2,1
"13655",0.246209386,47,0,1.387898526,5833,17,0,4,0,2,1
"13660",0.770287141,32,2,0.005292561,3400,4,0,0,1,0,1
"13671",1.066021266,39,3,0.414672509,8900,10,0,2,2,3,1
"13676",1.005664778,32,0,0.192859323,3276,4,0,0,0,1,1
"13677",0.511664558,41,2,0.427533944,9500,16,0,3,0,1,1
"13680",1.064701125,37,2,0.311034218,2600,5,0,0,4,0,1
"13682",1.386017006,38,0,0.672075149,1170,6,0,0,2,2,1
"13690",3.523238381,42,0,0.363212263,3000,10,0,0,0,1,1
"13694",1.823920266,46,1,0.193437619,2620,24,1,0,0,3,1
"13696",0.9999999,27,98,0.018490755,2000,0,98,0,98,3,1
"13705",0.9999999,34,2,0.654880861,1300,4,0,0,0,0,1
"13710",0.735113244,43,3,0.444145357,5200,7,1,1,0,1,1
"13713",0.816367265,36,0,0.277044855,7200,5,0,1,0,0,1
"13718",0.597796143,33,2,0.42473579,3500,12,0,2,1,0,1
"13720",0.2131854,60,0,0.386271871,5200,12,0,1,0,2,1
"13721",0.9999999,57,98,0.022840119,3020,0,98,0,98,0,1
"13724",0.84236832,26,2,0.043304464,1500,3,0,0,1,0,1
"13732",0.145974798,40,0,0.347227485,7916,12,0,1,0,1,1
"13738",0.243157852,53,3,0.709423077,5199,10,2,4,0,1,1
"13753",0.739473314,40,0,0.487837388,6001,7,0,2,0,2,1
"13758",0.872221703,55,2,0.42193087,7550,5,0,2,0,0,1
"13770",0.619251642,28,0,1.672363391,4446,12,0,5,0,0,1
"13771",0.080932517,80,0,1,2500,11,0,1,2,0,1
"13785",0.524343717,60,4,0.865100375,18131,24,0,20,0,0,1
"13786",0.99730784,43,2,0.663794505,6150,10,0,1,0,0,1
"13789",0.78332436,44,1,0.653897402,3001,8,0,0,0,2,1
"13792",0.694250255,47,3,0.455402112,6154,23,0,1,1,1,1
"13793",0.086243745,82,5,0.830458354,4057,27,0,1,0,0,1
"13808",1.120722799,30,0,1.220355929,5000,8,0,2,2,0,1
"13809",0.9999999,41,0,0.071061875,3700,1,0,0,0,2,1
"13811",0.657927591,54,1,0.104836092,3080,5,0,0,0,1,1
"13826",0.983708568,60,1,0.578915572,6620,16,0,1,2,0,1
"13830",0.33225462,27,0,0.035381894,13000,10,0,0,0,0,1
"13837",0.205870589,59,0,0.37980836,7200,14,0,1,0,0,1
"13842",0.511949893,43,0,0.79551651,3300,21,0,1,0,2,1
"13845",0.985344473,35,5,0.178084586,5721,5,1,0,1,7,1
"13857",0.529132499,46,3,0.278266051,13425,15,0,1,1,1,1
"13858",1.106312292,32,2,0.763309173,4000,6,0,1,0,1,1
"13871",0.813567903,27,0,0.078807242,2816,3,0,0,0,0,1
"13885",0.9999999,39,98,0,2200,0,98,0,98,1,1
"13889",0.9999999,67,0,0.12143928,2000,1,3,0,1,0,1
"13894",1.313373253,32,1,0.005065316,3750,3,1,0,0,2,1
"13904",0.927253922,28,3,0.095057034,1840,6,0,0,0,0,1
"13917",0.9999999,32,0,0.026263165,7500,3,1,0,0,0,1
"13919",0.329877908,48,0,0.402533374,13183,7,0,2,0,2,1
"13923",0.975041597,34,3,0.119180088,3414,15,0,0,0,3,1
"13927",0.566168052,41,0,0.741769673,8170,10,0,2,0,0,1
"13928",0.442465549,62,0,0.285027918,7700,11,0,1,0,1,1
"13931",0.9999999,32,0,0,5000,1,0,0,0,0,1
"13942",0.676928671,41,1,0.449091818,6000,11,0,2,0,1,1
"13946",0,44,0,0.242237888,13333,15,0,2,0,1,1
"13947",0.9999999,43,98,0,1958,0,98,0,98,2,1
"13949",0.819911869,55,1,0.736346516,2123,18,0,1,0,1,1
"13951",1.119920053,36,0,0.166798211,3800,4,0,0,0,0,1
"13955",0.662138843,65,1,0.24183775,11056,8,0,2,0,3,1
"13959",0.9999999,30,0,0.076863951,1300,3,0,0,1,0,1
"13962",0.217953902,51,0,0.451726746,11900,18,1,2,1,0,1
"13968",1.017137961,49,4,0.723868388,5500,6,3,1,2,0,1
"13969",0.9999999,36,0,0.077479779,2348,2,0,0,2,5,1
