"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","Class"
"23753",31,"technician","single","secondary","no",3588,"no","no","telephone",28,"aug",64,27,-1,0,"unknown",1
"23759",58,"management","married","tertiary","no",0,"no","no","cellular",28,"aug",24,9,-1,0,"unknown",1
"23761",38,"technician","married","secondary","no",0,"no","no","cellular",28,"aug",176,10,-1,0,"unknown",1
"23762",35,"technician","single","tertiary","no",576,"no","no","cellular",28,"aug",8,13,-1,0,"unknown",1
"23768",41,"technician","divorced","secondary","no",195,"no","no","cellular",28,"aug",260,1,-1,0,"unknown",1
"23790",49,"services","married","secondary","no",413,"yes","yes","cellular",29,"aug",175,2,-1,0,"unknown",1
"23794",46,"blue-collar","married","secondary","no",1673,"yes","no","cellular",29,"aug",56,10,-1,0,"unknown",1
"23795",35,"technician","married","tertiary","no",358,"no","no","cellular",29,"aug",92,9,-1,0,"unknown",1
"23797",41,"technician","single","tertiary","no",1026,"no","no","cellular",29,"aug",59,6,-1,0,"unknown",1
"23798",35,"technician","divorced","secondary","no",56,"no","no","cellular",29,"aug",24,12,-1,0,"unknown",1
"23804",31,"management","single","tertiary","no",350,"no","no","cellular",29,"aug",71,24,-1,0,"unknown",1
"23805",45,"self-employed","married","primary","no",373,"no","no","cellular",29,"aug",82,11,-1,0,"unknown",1
"23811",35,"technician","divorced","secondary","no",515,"yes","yes","cellular",29,"aug",114,3,-1,0,"unknown",1
"23818",40,"management","married","tertiary","no",194,"no","yes","cellular",29,"aug",189,2,-1,0,"unknown",1
"23823",36,"technician","single","secondary","no",0,"no","no","cellular",29,"aug",21,2,-1,0,"unknown",1
"23826",32,"management","married","tertiary","no",0,"no","no","cellular",29,"aug",183,2,-1,0,"unknown",1
"23838",31,"management","single","tertiary","no",471,"no","no","cellular",29,"aug",153,2,-1,0,"unknown",1
"23839",46,"management","single","tertiary","no",134,"no","no","cellular",29,"aug",40,2,-1,0,"unknown",1
"23849",39,"management","single","tertiary","no",109,"no","no","cellular",29,"aug",159,2,-1,0,"unknown",1
"23850",42,"technician","divorced","secondary","no",112,"no","no","cellular",29,"aug",69,4,-1,0,"unknown",1
"23855",49,"management","single","secondary","no",0,"no","no","cellular",29,"aug",121,2,-1,0,"unknown",1
"23857",31,"services","single","secondary","no",2070,"no","no","cellular",29,"aug",319,2,-1,0,"unknown",1
"23861",32,"technician","single","secondary","no",284,"no","no","cellular",29,"aug",161,2,-1,0,"unknown",1
"23864",34,"admin.","married","secondary","no",96,"no","no","cellular",29,"aug",109,2,-1,0,"unknown",1
"23866",32,"technician","married","secondary","no",444,"no","no","cellular",29,"aug",63,2,-1,0,"unknown",1
"23869",33,"technician","single","tertiary","no",176,"no","no","cellular",29,"aug",112,2,-1,0,"unknown",1
"23875",36,"management","married","tertiary","no",4,"yes","no","cellular",29,"aug",159,2,-1,0,"unknown",1
"23880",48,"technician","divorced","secondary","no",105,"no","no","cellular",29,"aug",520,2,-1,0,"unknown",1
"23886",55,"management","single","tertiary","no",430,"no","no","cellular",29,"aug",79,4,-1,0,"unknown",1
"23893",33,"services","married","secondary","no",233,"no","no","cellular",29,"aug",155,2,-1,0,"unknown",1
"23908",32,"management","married","tertiary","no",500,"no","yes","cellular",29,"aug",107,2,-1,0,"unknown",1
"23911",47,"services","married","secondary","no",518,"no","no","cellular",29,"aug",96,2,-1,0,"unknown",1
"23916",33,"management","single","tertiary","no",335,"no","no","cellular",29,"aug",130,4,-1,0,"unknown",1
"23926",34,"management","single","secondary","no",194,"no","no","cellular",29,"aug",186,2,-1,0,"unknown",1
"23932",33,"management","single","tertiary","no",-359,"no","no","telephone",29,"aug",59,2,-1,0,"unknown",1
"23935",40,"technician","divorced","secondary","no",0,"no","no","cellular",29,"aug",299,3,-1,0,"unknown",1
"23939",54,"technician","married","secondary","no",1670,"no","no","cellular",29,"aug",207,7,-1,0,"unknown",1
"23940",45,"blue-collar","married","primary","no",85,"no","no","cellular",29,"aug",133,4,-1,0,"unknown",1
"23949",44,"technician","married","secondary","no",370,"no","yes","cellular",29,"aug",64,4,-1,0,"unknown",1
"23959",48,"blue-collar","married","primary","no",-254,"no","yes","cellular",29,"aug",134,4,-1,0,"unknown",1
"23965",40,"management","single","tertiary","no",185,"no","no","cellular",29,"aug",173,4,-1,0,"unknown",1
"23967",35,"management","divorced","secondary","no",910,"no","no","cellular",29,"aug",77,14,-1,0,"unknown",1
"23971",38,"technician","married","secondary","no",185,"no","yes","cellular",29,"aug",44,16,-1,0,"unknown",1
"23981",46,"blue-collar","married","unknown","no",0,"no","no","telephone",29,"aug",162,2,-1,0,"unknown",1
"23986",47,"management","single","tertiary","no",124,"no","no","cellular",29,"aug",14,15,-1,0,"unknown",1
"23990",42,"technician","married","unknown","no",-401,"yes","no","telephone",29,"aug",145,2,-1,0,"unknown",1
"24009",45,"technician","married","secondary","no",183,"no","no","cellular",29,"aug",27,4,-1,0,"unknown",1
"24014",39,"technician","divorced","secondary","no",0,"no","no","cellular",29,"aug",35,6,-1,0,"unknown",1
"24019",43,"technician","single","tertiary","yes",0,"no","no","cellular",29,"aug",73,4,-1,0,"unknown",1
"24020",53,"unemployed","married","tertiary","no",240,"no","no","cellular",29,"aug",106,3,-1,0,"unknown",1
"24021",31,"management","single","tertiary","no",7554,"no","no","telephone",29,"aug",51,1,-1,0,"unknown",1
"24031",38,"self-employed","married","tertiary","no",0,"no","no","cellular",29,"aug",117,3,-1,0,"unknown",1
"24041",49,"management","married","tertiary","no",0,"no","no","telephone",17,"oct",223,1,-1,0,"unknown",2
"24048",50,"blue-collar","married","primary","no",12519,"yes","no","unknown",18,"oct",37,1,-1,0,"unknown",1
"24052",52,"management","married","tertiary","no",6,"no","no","telephone",19,"oct",57,1,-1,0,"unknown",1
"24055",48,"student","single","unknown","no",1279,"no","no","telephone",20,"oct",2429,1,-1,0,"unknown",1
"24056",43,"management","married","tertiary","no",1258,"no","no","unknown",20,"oct",312,1,-1,0,"unknown",2
"24058",34,"blue-collar","divorced","secondary","no",882,"no","yes","telephone",20,"oct",24,1,-1,0,"unknown",1
"24060",30,"blue-collar","married","secondary","no",1664,"yes","no","telephone",20,"oct",2016,1,-1,0,"unknown",2
"24061",33,"admin.","married","tertiary","no",882,"no","no","telephone",21,"oct",39,1,151,3,"failure",1
"24062",32,"admin.","married","secondary","no",8749,"yes","yes","unknown",21,"oct",294,1,-1,0,"unknown",2
"24067",35,"management","married","tertiary","no",0,"yes","no","unknown",21,"oct",4,1,-1,0,"unknown",1
"24069",45,"admin.","married","secondary","no",5346,"yes","yes","unknown",21,"oct",187,1,-1,0,"unknown",2
"24072",28,"student","single","secondary","no",2351,"no","no","telephone",22,"oct",157,1,-1,0,"unknown",2
"24075",32,"technician","single","tertiary","no",5514,"no","no","telephone",22,"oct",181,1,-1,0,"unknown",2
"24081",56,"technician","married","secondary","no",589,"yes","no","unknown",23,"oct",518,1,147,2,"success",2
"24083",26,"services","single","secondary","no",1445,"no","no","telephone",23,"oct",171,1,-1,0,"unknown",2
"24085",49,"admin.","married","secondary","no",10250,"yes","no","telephone",24,"oct",97,1,-1,0,"unknown",2
"24087",44,"blue-collar","married","secondary","no",1324,"yes","no","telephone",25,"oct",119,1,89,2,"other",1
"24089",37,"admin.","married","secondary","no",1967,"no","no","telephone",27,"oct",376,1,-1,0,"unknown",2
"24093",27,"entrepreneur","married","secondary","no",2329,"no","no","telephone",27,"oct",131,1,-1,0,"unknown",2
"24103",35,"management","divorced","tertiary","no",0,"yes","no","telephone",29,"oct",171,1,-1,0,"unknown",2
"24105",39,"blue-collar","single","unknown","no",3912,"yes","no","telephone",29,"oct",223,1,-1,0,"unknown",1
"24108",35,"management","single","tertiary","no",7506,"yes","no","unknown",30,"oct",248,1,-1,0,"unknown",2
"24115",38,"admin.","single","secondary","no",2470,"no","no","telephone",31,"oct",227,1,-1,0,"unknown",2
"24116",39,"blue-collar","married","secondary","no",1307,"yes","no","telephone",31,"oct",158,1,-1,0,"unknown",2
"24120",41,"services","married","secondary","no",523,"yes","yes","telephone",4,"nov",5,1,-1,0,"unknown",1
"24126",34,"management","married","tertiary","no",8,"yes","no","telephone",5,"nov",6,1,-1,0,"unknown",1
"24129",26,"management","single","tertiary","no",4683,"yes","no","telephone",5,"nov",5,1,-1,0,"unknown",1
"24131",37,"services","married","secondary","no",1970,"yes","no","telephone",5,"nov",253,1,-1,0,"unknown",2
"24132",44,"self-employed","married","secondary","no",706,"no","no","unknown",5,"nov",204,1,-1,0,"unknown",2
"24146",38,"management","married","tertiary","no",1101,"yes","no","telephone",9,"nov",43,1,-1,0,"unknown",1
"24147",33,"technician","married","secondary","no",1234,"no","no","telephone",9,"nov",61,1,-1,0,"unknown",1
"24152",33,"unemployed","divorced","secondary","no",1005,"yes","no","telephone",10,"nov",175,1,174,2,"failure",1
"24154",40,"management","single","secondary","no",9916,"no","no","telephone",10,"nov",98,1,-1,0,"unknown",1
"24155",48,"management","married","tertiary","no",1,"no","no","telephone",10,"nov",248,1,-1,0,"unknown",2
"24159",34,"management","married","tertiary","no",676,"no","no","telephone",11,"nov",486,1,-1,0,"unknown",2
"24168",33,"admin.","single","secondary","no",206,"no","no","telephone",13,"nov",168,1,-1,0,"unknown",1
"24173",32,"blue-collar","single","tertiary","no",700,"no","no","unknown",13,"nov",90,1,-1,0,"unknown",2
"24176",46,"unknown","married","unknown","no",677,"no","no","unknown",13,"nov",722,1,-1,0,"unknown",1
"24181",58,"management","married","tertiary","no",4152,"yes","no","telephone",14,"nov",160,1,-1,0,"unknown",2
"24193",53,"technician","married","secondary","no",910,"no","no","cellular",17,"nov",156,1,-1,0,"unknown",1
"24204",49,"management","married","tertiary","no",1533,"no","no","cellular",17,"nov",324,1,172,1,"failure",1
"24213",56,"management","married","tertiary","no",6798,"yes","no","cellular",17,"nov",250,1,-1,0,"unknown",1
"24224",55,"entrepreneur","married","primary","no",199,"no","no","cellular",17,"nov",176,1,-1,0,"unknown",1
"24228",47,"management","married","tertiary","no",1028,"no","yes","cellular",17,"nov",55,1,-1,0,"unknown",1
"24234",50,"management","married","tertiary","no",4278,"no","no","cellular",17,"nov",53,1,-1,0,"unknown",1
"24235",38,"management","married","tertiary","no",494,"no","no","cellular",17,"nov",146,1,104,2,"other",1
"24248",52,"management","married","tertiary","no",2901,"no","no","cellular",17,"nov",223,2,-1,0,"unknown",1
"24253",49,"services","married","secondary","no",0,"yes","no","telephone",17,"nov",96,1,-1,0,"unknown",1
"24254",39,"admin.","married","secondary","no",401,"yes","no","cellular",17,"nov",396,1,129,2,"failure",1
"24255",39,"blue-collar","married","primary","no",3324,"no","no","cellular",17,"nov",96,1,131,1,"failure",1
"24258",37,"management","married","tertiary","yes",0,"no","no","cellular",17,"nov",44,1,123,2,"failure",1
"24260",39,"entrepreneur","married","tertiary","no",1654,"no","no","cellular",17,"nov",376,1,-1,0,"unknown",1
"24262",48,"technician","married","primary","no",4656,"no","no","cellular",17,"nov",44,1,-1,0,"unknown",1
"24263",46,"management","married","tertiary","no",191,"yes","no","cellular",17,"nov",58,1,-1,0,"unknown",1
"24266",58,"admin.","married","unknown","no",0,"yes","no","cellular",17,"nov",219,1,186,2,"failure",1
"24267",43,"technician","married","secondary","no",1865,"yes","no","cellular",17,"nov",155,1,186,1,"failure",1
"24268",48,"technician","married","secondary","no",17,"yes","yes","cellular",17,"nov",81,1,-1,0,"unknown",1
"24286",38,"management","married","tertiary","no",1875,"no","no","cellular",17,"nov",286,1,-1,0,"unknown",1
"24287",46,"admin.","divorced","secondary","no",-60,"no","no","cellular",17,"nov",117,1,-1,0,"unknown",1
"24296",35,"technician","divorced","tertiary","no",1718,"yes","yes","cellular",17,"nov",74,1,167,16,"other",1
"24298",54,"management","married","secondary","yes",5249,"yes","no","cellular",17,"nov",108,1,-1,0,"unknown",1
"24303",37,"technician","married","tertiary","no",0,"yes","no","cellular",17,"nov",77,1,-1,0,"unknown",1
"24304",49,"management","married","tertiary","no",17432,"no","no","cellular",17,"nov",102,1,-1,0,"unknown",1
"24307",52,"management","married","tertiary","no",2063,"yes","no","cellular",17,"nov",114,1,-1,0,"unknown",1
"24308",42,"technician","married","secondary","no",69,"yes","yes","cellular",17,"nov",55,1,-1,0,"unknown",1
"24310",47,"blue-collar","married","secondary","no",410,"yes","yes","cellular",17,"nov",179,1,-1,0,"unknown",1
"24312",56,"retired","married","secondary","no",2749,"yes","yes","cellular",17,"nov",38,1,172,2,"failure",1
"24317",48,"technician","married","secondary","no",32,"yes","yes","cellular",17,"nov",110,2,-1,0,"unknown",1
"24318",54,"blue-collar","married","primary","no",209,"no","yes","unknown",17,"nov",206,1,-1,0,"unknown",1
"24319",41,"entrepreneur","divorced","tertiary","no",0,"yes","no","cellular",17,"nov",176,1,-1,0,"unknown",1
"24321",54,"blue-collar","married","secondary","no",0,"no","no","telephone",17,"nov",483,1,-1,0,"unknown",1
"24326",49,"admin.","married","secondary","no",272,"yes","yes","cellular",17,"nov",108,1,-1,0,"unknown",1
"24334",41,"management","single","tertiary","no",3013,"yes","no","cellular",17,"nov",150,1,-1,0,"unknown",1
"24340",46,"blue-collar","married","secondary","no",2348,"no","no","cellular",17,"nov",182,1,-1,0,"unknown",1
"24341",50,"management","married","tertiary","no",2479,"no","no","cellular",17,"nov",259,1,-1,0,"unknown",1
"24348",45,"technician","divorced","secondary","no",30,"yes","yes","cellular",17,"nov",88,1,-1,0,"unknown",1
"24365",58,"retired","married","secondary","no",8332,"no","no","unknown",17,"nov",164,2,96,4,"failure",1
"24375",43,"technician","single","secondary","no",463,"yes","no","cellular",17,"nov",266,2,-1,0,"unknown",1
"24377",45,"management","married","tertiary","no",77,"yes","no","cellular",17,"nov",59,1,-1,0,"unknown",1
"24380",52,"technician","single","secondary","no",1262,"no","yes","cellular",17,"nov",216,1,-1,0,"unknown",1
"24381",45,"housemaid","married","secondary","no",20187,"yes","no","cellular",17,"nov",707,1,-1,0,"unknown",1
"24382",51,"services","divorced","secondary","no",135,"yes","yes","cellular",17,"nov",862,1,-1,0,"unknown",1
"24385",58,"management","divorced","tertiary","no",315,"yes","no","cellular",17,"nov",62,2,-1,0,"unknown",1
"24387",31,"admin.","single","tertiary","no",0,"no","no","cellular",17,"nov",173,1,-1,0,"unknown",1
"24410",41,"technician","divorced","secondary","no",0,"yes","no","cellular",17,"nov",386,2,-1,0,"unknown",1
"24416",45,"management","married","secondary","no",4425,"no","no","unknown",17,"nov",147,1,110,2,"failure",1
"24420",57,"admin.","married","secondary","no",92,"no","yes","cellular",17,"nov",49,3,-1,0,"unknown",1
"24432",40,"management","single","tertiary","no",0,"no","yes","cellular",17,"nov",657,1,-1,0,"unknown",1
"24433",37,"entrepreneur","single","tertiary","no",1467,"yes","yes","cellular",17,"nov",349,1,-1,0,"unknown",1
"24435",48,"management","married","primary","no",427,"no","no","cellular",17,"nov",62,1,-1,0,"unknown",1
"24455",42,"blue-collar","married","secondary","no",179,"yes","no","cellular",17,"nov",96,1,-1,0,"unknown",1
"24460",36,"services","married","secondary","no",0,"no","no","cellular",17,"nov",94,1,-1,0,"unknown",1
"24465",35,"admin.","married","secondary","no",0,"yes","no","telephone",17,"nov",84,1,-1,0,"unknown",1
"24475",49,"management","married","tertiary","no",7007,"no","no","cellular",17,"nov",325,2,-1,0,"unknown",1
"24495",47,"technician","married","secondary","no",80,"no","yes","cellular",17,"nov",74,1,145,1,"failure",1
"24501",45,"management","divorced","tertiary","no",3150,"yes","no","cellular",17,"nov",101,2,-1,0,"unknown",1
"24503",43,"self-employed","married","secondary","no",634,"yes","no","cellular",17,"nov",65,1,131,1,"failure",1
"24510",55,"retired","married","secondary","no",1504,"yes","yes","cellular",17,"nov",761,1,-1,0,"unknown",2
"24511",50,"management","married","tertiary","no",830,"no","no","cellular",17,"nov",71,1,138,2,"failure",1
"24519",56,"services","divorced","primary","no",588,"no","no","cellular",17,"nov",303,2,-1,0,"unknown",1
"24520",38,"admin.","married","unknown","no",4583,"yes","no","cellular",17,"nov",191,2,-1,0,"unknown",1
"24525",46,"entrepreneur","divorced","tertiary","no",567,"yes","no","cellular",17,"nov",554,2,-1,0,"unknown",1
"24527",53,"services","divorced","primary","no",200,"no","no","cellular",17,"nov",182,3,-1,0,"unknown",1
