"","y","CreditScore","Geography","Gender","Age","Tenure","Balance","NumOfProducts","HasCrCard","IsActiveMember","EstimatedSalary","Exited"
"7381",1,589,"Germany","Female",41,7,92618.62,1,1,1,101178.85,0
"251",1,771,"Germany","Female",36,5,77846.9,1,0,0,99805.99,0
"6930",1,628,"Germany","Male",39,1,115341.19,1,1,1,107674.3,1
"8498",1,587,"France","Male",36,1,0,2,0,1,17135.6,0
"5860",1,721,"Spain","Male",38,7,0,1,0,1,53534.8,0
"5943",1,517,"Germany","Male",53,0,109172.88,1,1,0,54676.1,1
"1048",1,726,"France","Female",48,4,0,1,1,0,114020.06,1
"2638",1,647,"France","Female",29,0,98263.46,2,1,0,164717.95,0
"4675",1,850,"Germany","Male",41,1,176958.46,2,0,1,125806.3,0
"9548",1,626,"France","Female",34,3,0,2,1,1,37870.29,0
"4837",1,609,"France","Male",26,10,126392.18,1,0,1,43651.49,0
"9839",1,581,"Germany","Male",39,1,121523.51,1,0,0,161655.55,1
"5009",1,534,"France","Male",36,4,120037.96,1,1,0,36275.94,0
"4204",1,791,"France","Female",52,7,0,1,1,1,122782.5,0
"1049",1,812,"Germany","Male",25,5,54817.55,1,1,0,131660.31,0
"4489",1,716,"France","Female",44,6,155114.9,1,0,0,133871.83,0
"4376",1,850,"Germany","Male",41,8,60880.68,1,1,0,31825.84,0
"8532",1,723,"Spain","Male",30,1,0,3,1,0,164647.72,1
"1324",1,635,"Spain","Male",50,7,159453.64,2,0,0,54560.79,1
"6112",1,648,"France","Male",23,9,168372.52,1,1,0,134676.72,0
"5254",1,655,"Spain","Female",27,9,0,2,0,0,108008.05,0
"5062",1,633,"France","Female",42,1,0,2,1,0,56865.62,0
"2232",1,746,"France","Male",35,2,172274.01,1,1,0,22374.97,0
"2121",1,618,"Germany","Female",54,4,118449.21,1,1,1,133573.29,1
"3532",1,408,"France","Female",84,8,87873.39,1,0,0,188484.52,1
"4779",1,737,"Spain","Female",45,2,0,2,0,1,177695.67,0
"9847",1,546,"Spain","Male",25,7,127728.24,2,1,1,105279.74,0
"850",1,705,"France","Male",25,0,97544.29,1,0,1,59887.15,0
"3818",1,682,"Germany","Female",29,6,101012.77,1,0,0,32589.89,1
"96",1,515,"Spain","Male",35,10,176273.95,1,0,1,121277.78,0
"6953",1,659,"France","Female",37,1,151105.68,1,1,1,140934.57,0
"8218",1,605,"Germany","Male",75,2,61319.63,1,0,1,186655.11,0
"4086",1,520,"France","Male",34,4,134007.9,1,1,1,193209.11,0
"7239",1,697,"Spain","Male",62,7,0,1,1,0,129188.18,1
"3348",1,725,"France","Male",45,1,129855.32,1,0,0,24218.65,0
"9284",1,562,"France","Female",27,3,0,2,1,0,28137.03,0
"691",1,716,"Germany","Male",27,1,122552.34,2,1,0,67611.36,0
"3852",1,631,"France","Male",26,1,149144.61,1,0,1,123697.95,0
"2062",1,445,"Germany","Female",38,6,119413.62,2,1,0,175756.36,0
"9638",1,790,"France","Female",31,2,151290.16,1,1,1,172437.12,0
"715",1,650,"Spain","Female",25,3,86605.5,3,1,0,16649.31,1
"6923",1,678,"France","Female",60,2,0,2,1,1,43821.56,0
"2105",1,768,"France","Male",42,5,0,3,0,0,60686.4,0
"3026",1,759,"France","Female",39,6,0,2,1,1,140497.67,0
"5779",1,526,"France","Female",36,0,0,2,1,0,97767.63,0
"4439",1,672,"Germany","Male",68,0,126061.51,2,1,1,184936.77,0
"5369",1,538,"France","Female",62,3,75051.49,1,0,0,17682.02,1
"1290",1,672,"Germany","Male",40,10,102980.44,1,1,0,1285.81,1
"3110",1,850,"Germany","Female",47,10,134381.52,1,0,0,26812.89,1
"6702",1,653,"France","Male",37,7,135847.47,1,1,0,144880.81,0
"381",1,483,"France","Female",50,9,0,2,1,1,111020.24,0
"2070",1,629,"Germany","Male",28,8,108601,1,1,1,119647.7,0
"686",1,661,"Spain","Male",42,2,178820.91,1,0,0,29358.57,1
"2996",1,535,"France","Female",29,2,112367.34,1,1,0,185630.76,0
"2365",1,707,"France","Female",31,2,82787.93,2,0,0,91423.69,0
"3548",1,662,"Spain","Female",35,6,0,2,0,0,2423.9,1
"6687",1,621,"Spain","Male",50,3,163085.79,1,0,1,131048.36,0
"2888",1,703,"Germany","Female",26,1,97331.19,1,1,0,63717.49,0
"5522",1,815,"France","Male",37,1,166115.42,1,1,0,67208.3,0
"3482",1,729,"Spain","Female",34,9,53299.96,2,1,1,42855.97,0
"1594",1,591,"Spain","Male",36,7,135216.8,1,1,1,122022.89,0
"4145",1,655,"France","Male",44,8,87471.63,1,0,1,188593.98,0
"8717",1,565,"France","Male",38,5,0,2,0,1,80630.32,0
"4017",1,480,"France","Male",40,6,148790.61,1,0,1,79329.7,0
"6393",1,611,"Spain","Female",28,3,96381.68,2,1,0,181419.29,0
"1971",1,666,"France","Female",41,10,141162.08,1,1,0,50908.48,0
"524",1,696,"Germany","Male",32,8,101160.99,1,1,1,115916.55,0
"6430",1,713,"Spain","Male",38,6,116980.78,2,0,1,76038.38,0
"7582",1,708,"Germany","Male",42,9,176702.36,2,1,1,104804.74,0
"6531",1,511,"Germany","Female",75,9,105609.17,1,0,1,105425.18,0
"7846",1,648,"France","Male",34,0,0,1,1,1,167931.81,0
"7950",1,530,"France","Male",52,1,106723.28,1,0,0,109960.4,1
"4647",1,805,"Germany","Female",26,8,42712.87,2,1,1,28861.69,0
"5948",1,656,"France","Female",45,7,145933.27,1,1,1,199392.14,0
"4509",1,599,"France","Female",41,1,0,2,1,0,96069.82,0
"5559",1,677,"Germany","Male",34,3,126729.41,1,1,1,26106.39,1
"8855",1,674,"Spain","Female",39,6,0,2,1,1,9574.83,0
"7198",1,707,"France","Female",42,10,0,2,1,1,152944.39,0
"2590",1,778,"France","Male",44,8,123863.64,1,1,0,144494.94,0
"9952",1,635,"Spain","Male",46,8,0,2,1,1,60739.16,0
"5884",1,495,"France","Female",38,2,63093.01,1,1,1,47089.72,0
"9119",1,710,"Spain","Male",23,6,0,2,1,1,134188.11,0
"1330",1,743,"France","Female",40,6,0,1,1,0,28280.8,1
"2431",1,742,"Germany","Female",41,4,92805.72,1,0,1,73743.95,1
"903",1,645,"France","Female",48,7,90612.34,1,1,1,149139.13,0
"2890",1,594,"France","Female",31,9,0,1,0,1,5719.11,0
"8406",1,583,"France","Male",40,3,0,2,1,0,47728,0
"8072",1,609,"France","Male",48,1,108019.27,3,1,1,184524.65,1
"1394",1,831,"France","Female",32,2,146033.62,1,1,0,191260.74,0
"1268",1,837,"Germany","Male",38,2,126732.85,1,1,1,79577.38,0
"9769",1,714,"Germany","Male",54,4,137986.58,2,0,1,51308.54,1
"949",1,659,"France","Male",67,4,145981.87,1,1,1,131043.2,0
"4790",1,691,"France","Male",41,2,0,1,1,1,56850.92,1
"2288",1,556,"France","Male",26,4,0,1,1,0,195167.38,0
"7685",1,615,"Spain","Male",41,1,126773.43,1,1,1,55551.26,0
"2911",1,596,"France","Male",33,2,139451.67,1,0,0,63142.12,0
"7627",1,822,"Germany","Female",46,3,115074.02,2,1,0,26249.86,0
"751",1,649,"France","Male",41,0,0,2,0,1,130567.02,0
"4730",1,683,"France","Female",42,4,148283.94,1,1,1,44692.63,1
"8786",1,850,"Germany","Male",27,1,101278.25,2,1,1,26265.18,0
"1504",1,710,"France","Male",47,5,158623.14,1,0,0,83499.89,1
"6983",1,753,"France","Female",50,4,0,2,1,1,861.4,0
"8692",1,698,"France","Female",39,4,0,2,0,1,47455.82,0
"4170",1,513,"Spain","Female",42,10,0,2,0,1,73151.25,0
"8730",1,646,"Germany","Male",48,8,169023.33,2,1,1,175657.55,0
"4148",1,749,"Germany","Male",66,6,182532.23,2,1,1,195429.92,0
"5265",1,547,"Spain","Female",44,5,0,3,0,0,5459.07,1
"941",1,710,"Spain","Male",35,1,106518.52,1,1,1,127951.81,0
"6732",1,503,"France","Male",32,4,0,2,1,1,153036.97,0
"9185",1,695,"Spain","Female",56,4,0,2,1,0,84644.76,0
"9537",1,550,"Germany","Female",42,10,128707.31,1,1,0,63092.65,1
"94",1,769,"France","Male",29,8,0,2,1,1,172290.61,0
"6233",1,725,"Germany","Female",47,1,104887.43,1,0,0,86622.56,1
"9674",1,643,"France","Male",62,9,0,2,0,0,155870.82,0
"1449",1,555,"Germany","Female",46,4,120392.99,1,1,0,177719.88,1
"47",1,829,"Germany","Female",27,9,112045.67,1,1,1,119708.21,1
"2607",1,657,"France","Male",32,3,118829.03,2,1,1,73127.61,0
"6703",1,661,"Germany","Male",37,7,109908.06,2,1,0,115037.67,1
"8497",1,577,"Spain","Male",43,3,0,2,1,1,135008.92,0
"3450",1,710,"Germany","Male",49,10,129164.88,1,1,1,193266.72,0
"1043",1,630,"Spain","Female",39,7,135483.17,1,1,0,140881.2,1
"8494",1,753,"Germany","Female",46,9,113909.69,3,1,0,92320.37,1
"356",1,539,"France","Male",30,0,0,2,1,0,160979.66,0
"9472",1,523,"France","Male",22,8,123374.46,1,1,1,124906.59,0
"530",1,673,"France","Male",30,1,64097.75,1,1,1,77783.35,0
"3161",1,591,"France","Male",28,5,0,2,1,1,48606.92,0
"7682",1,641,"France","Male",33,2,146193.6,2,1,1,55796.83,1
"6404",1,850,"Germany","Male",55,0,98710.89,1,1,1,83617.17,1
"3038",1,693,"France","Male",21,1,0,2,1,1,3494.02,0
"5306",1,699,"France","Male",27,1,0,2,1,0,93003.21,0
"4899",1,544,"France","Female",40,7,0,1,0,1,161076.92,0
"4851",1,516,"France","Male",27,9,0,1,1,0,142680.64,1
"4406",1,564,"Spain","Female",35,9,0,2,1,1,105837.38,0
"5691",1,577,"Spain","Female",39,4,0,2,1,0,91366.42,0
"1320",1,756,"Germany","Male",41,2,124439.49,2,0,1,47093.11,0
"147",1,635,"Spain","Female",29,8,138296.94,2,1,0,141075.51,0
"6",1,645,"Spain","Male",44,8,113755.78,2,1,0,149756.71,1
"431",1,619,"Germany","Male",57,3,137946.39,1,1,1,72467.99,1
"1397",1,636,"Spain","Female",33,0,0,1,1,0,92277.47,1
"1626",1,680,"France","Male",44,3,0,2,1,0,86935.08,0
"7678",1,695,"France","Male",36,4,161533,1,1,0,100940.91,0
"1989",1,563,"Spain","Female",46,8,106171.68,1,1,0,163145.5,1
"5781",1,604,"Germany","Female",42,10,166031.45,1,1,0,98293.14,0
"3753",1,717,"Spain","Female",36,2,164557.95,1,0,1,82336.73,0
"7060",1,669,"Germany","Female",35,4,108269.2,2,1,0,174969.92,0
"9187",1,652,"Germany","Female",58,3,116353.2,2,0,1,193502.9,0
"9607",1,524,"France","Male",44,10,118569.03,2,0,0,82117.2,0
"5209",1,779,"Spain","Female",38,7,0,2,1,1,138542.87,0
"3411",1,430,"Germany","Male",36,1,138992.48,2,0,0,122373.42,0
"787",1,688,"France","Male",26,1,0,2,1,1,104435.94,0
"3605",1,610,"France","Male",33,4,111582.11,1,0,0,113943.17,0
"8912",1,718,"Germany","Male",32,9,169947.41,2,1,1,27979.16,0
"2252",1,677,"Spain","Female",25,8,130866.19,1,1,0,42410.21,0
"6548",1,656,"France","Female",30,4,74323.2,1,1,1,22929.08,0
"1712",1,850,"Germany","Male",30,5,123210.56,2,1,1,102180.27,0
"887",1,739,"Spain","Male",38,0,128366.44,1,1,0,12796.43,0
"8140",1,792,"France","Male",30,1,127187.86,1,1,1,113553.42,0
"1959",1,645,"France","Male",42,6,0,1,0,0,149807.01,0
"2878",1,657,"Spain","Male",67,5,119785.47,2,1,1,107534.32,0
"9075",1,608,"France","Female",41,5,0,2,1,1,72462.25,0
"4198",1,515,"France","Female",58,2,131852.81,1,1,0,81436.68,1
"1054",1,600,"Spain","Female",50,6,94684.27,1,1,1,50488.91,0
"2548",1,682,"Spain","Female",59,0,122661.39,1,0,1,84803.76,0
"7961",1,673,"France","Male",37,4,0,2,0,0,163563.07,0
"2311",1,781,"France","Male",32,6,147107.91,1,1,1,40066.95,0
"6242",1,775,"Germany","Female",33,1,118897.1,2,1,1,26362.4,0
"6959",1,679,"Spain","Male",33,4,96110.22,1,1,0,1173.23,0
"2711",1,634,"Germany","Male",37,1,89696.84,2,1,1,193179.88,0
"6781",1,487,"France","Male",37,2,0,2,1,1,126722.57,0
"5628",1,654,"France","Male",29,4,132954.64,1,1,1,146715.07,0
"1732",1,601,"Spain","Female",44,4,0,2,1,0,58561.31,0
"5569",1,693,"France","Male",38,7,198338.77,2,1,1,14278.18,0
"9413",1,725,"France","Male",26,6,98684.15,1,0,0,133720.57,0
"7865",1,588,"Spain","Male",33,2,0,2,1,1,12483.56,0
"8107",1,590,"Spain","Female",51,10,84474.62,2,1,1,190937.09,0
"9965",1,479,"France","Male",34,5,117593.48,2,0,0,113308.29,0
"3396",1,759,"France","Female",22,5,0,1,1,0,22303.17,0
"8117",1,640,"Germany","Female",43,9,94752.49,1,1,0,184006.36,1
"2417",1,850,"France","Male",46,9,117640.39,1,1,0,88920.68,0
"6797",1,651,"France","Female",25,8,0,2,1,1,126761.2,0
"9463",1,800,"Spain","Female",46,6,0,2,1,0,171928.04,0
"9529",1,739,"France","Male",34,9,0,1,1,0,60584.33,0
"4128",1,712,"Spain","Male",52,9,0,1,1,1,117977.45,1
"9473",1,775,"Germany","Female",74,0,161371.5,1,1,1,134869.93,0
"8538",1,801,"Spain","Female",46,6,0,2,1,1,170008.74,0
"8997",1,615,"Spain","Male",32,5,138521.83,1,1,1,56897.1,0
"3423",1,679,"Germany","Male",35,1,130463.55,2,1,1,37341.17,0
"2354",1,554,"France","Female",26,7,92606.86,2,1,0,192709.69,0
"8274",1,675,"France","Male",32,1,0,3,1,0,85901.09,0
"1914",1,757,"Germany","Male",30,6,105128.85,2,1,1,62972.13,0
"8114",1,421,"Spain","Male",34,6,90723.36,1,1,1,12162.76,0
"9188",1,601,"France","Male",38,4,60013.81,1,1,1,38020.05,0
"9149",1,698,"France","Male",37,8,0,2,0,0,145004.39,0
"3890",1,418,"France","Female",39,2,0,2,0,0,9041.71,0
"9422",1,613,"France","Male",34,5,144094.2,1,1,0,44510.26,0
"8290",1,682,"France","Male",40,4,0,1,0,1,105352.55,0
"9520",1,610,"France","Female",27,2,0,2,1,0,14546.76,0
"7264",1,649,"France","Female",46,2,0,2,1,1,66602.7,0
"5455",1,704,"France","Male",39,5,0,1,1,0,6416.92,0
"4854",1,684,"France","Female",41,6,135203.81,2,1,1,121967.88,0
"9395",1,597,"Germany","Female",35,8,131101.04,1,1,1,192852.67,0
"3064",1,609,"France","Male",32,7,71872.19,1,1,1,151924.9,0
"706",1,750,"Germany","Male",40,5,168286.81,3,1,0,20451.99,1
"8089",1,541,"Germany","Female",39,9,100116.67,1,1,1,199808.1,1
"2518",1,592,"Germany","Male",36,2,104702.65,2,1,0,107948.72,0
"782",1,774,"France","Female",28,1,71264.02,2,0,1,68759.57,0
"4316",1,632,"Germany","Male",30,1,58668.02,1,1,1,78670.52,0
"4216",1,789,"France","Female",53,1,158271.74,1,1,1,5036.39,1
"5025",1,745,"Germany","Female",44,0,119638.21,1,1,1,34265.08,1
"7471",1,850,"Germany","Female",47,4,99219.47,2,1,1,122141.13,0
"6668",1,622,"Spain","Female",26,8,0,2,1,1,124964.82,0
"8308",1,618,"France","Male",30,3,133844.22,1,1,1,31406.93,0
"5727",1,688,"Spain","Female",46,8,155681.72,1,1,0,26287.21,0
"4900",1,803,"France","Female",32,9,192122.84,1,1,1,54277.45,1
"7528",1,676,"Spain","Male",35,0,0,2,0,0,139911.58,0
"4852",1,530,"France","Female",48,0,0,1,1,0,85081.09,0
"9226",1,594,"Germany","Female",32,4,120074.97,2,1,1,162961.79,0
"5631",1,621,"Spain","Female",37,9,83061.26,2,1,0,9170.54,0
"4742",1,651,"France","Male",45,2,165901.59,2,1,0,23054.51,1
"758",1,736,"Spain","Female",28,2,0,2,1,1,117431.1,0
"5518",1,465,"France","Male",33,8,0,2,1,0,177668.55,0
"9639",1,744,"Germany","Female",50,1,121498.11,2,0,1,106061.47,1
"8750",1,683,"France","Male",47,1,0,2,1,0,148989.15,0
"8881",1,560,"France","Male",49,4,0,1,1,1,100075.1,1
"3130",1,631,"Germany","Male",37,9,131519.49,2,1,1,51752.18,0
"2651",1,587,"France","Male",33,5,100116.82,1,1,0,34215.58,0
"6179",1,850,"Germany","Female",40,4,97990.49,2,0,0,106691.02,0
"2192",1,525,"Spain","Female",47,6,118560,1,1,0,82522.61,1
"7819",1,542,"Germany","Male",25,8,139330.1,1,0,0,54372.37,0
"5988",1,630,"Germany","Female",25,7,79656.81,1,1,0,93524.22,0
"7078",1,649,"Germany","Male",24,7,101195.23,1,0,0,133091.32,0
"4111",1,558,"France","Male",40,6,0,2,1,0,173844.89,0
"5902",1,587,"France","Male",42,1,0,1,0,0,123006.91,0
"647",1,752,"France","Female",30,3,0,2,1,1,104991.28,0
"6656",1,554,"France","Male",44,7,85304.27,1,1,1,58076.52,0
"8981",1,650,"Germany","Female",35,3,165982.43,2,1,1,24482.16,0
"3282",1,775,"France","Female",32,2,108698.96,2,1,1,161069.73,0
"11",1,528,"France","Male",31,6,102016.72,2,0,0,80181.12,0
"7577",1,676,"Spain","Male",27,4,0,1,0,1,107955.67,0
"6622",1,646,"France","Male",50,0,104129.24,2,1,0,181794.86,1
"3926",1,566,"Spain","Male",44,5,0,2,1,0,66462.79,0
"9984",1,613,"France","Male",40,4,0,1,0,0,151325.24,0
"8600",1,633,"France","Male",35,3,0,2,1,1,36249.76,0
"1140",1,727,"Spain","Female",57,1,109679.72,1,0,1,753.37,0
"31",1,591,"Spain","Female",39,3,0,3,1,0,140469.38,1
"3182",1,575,"Spain","Female",37,9,133292.45,1,1,0,111175.09,0
"1735",1,672,"Germany","Female",21,3,165878.76,2,1,1,164537.17,0
"1192",1,639,"Germany","Male",27,3,150795.81,1,0,1,85208.93,0
"9707",1,512,"France","Female",30,6,0,2,1,0,88827.31,0
"9097",1,569,"France","Male",37,9,178755.84,1,1,0,199929.17,0
"9833",1,595,"Germany","Female",64,2,105736.32,1,1,1,89935.73,1
"22",1,636,"Spain","Female",32,8,0,2,1,0,138555.46,0
"3476",1,769,"France","Male",31,4,61297.05,2,1,1,7118.02,0
"9570",1,710,"Spain","Female",30,10,0,2,1,0,19500.1,0
"9497",1,701,"France","Male",37,1,0,2,1,0,163457.55,0
"1619",1,697,"France","Male",27,8,141223.68,2,1,0,90591.15,0
"7733",1,820,"Spain","Female",31,2,94222.53,1,1,0,103570.8,0
"1400",1,517,"Spain","Female",29,5,0,2,1,0,103402.88,0
"9319",1,668,"Spain","Female",69,9,0,1,0,1,134483.07,0
"553",1,685,"Spain","Female",25,10,128509.63,1,1,0,121562.33,0
"407",1,538,"Spain","Female",49,9,141434.04,1,0,0,173779.25,1
"8969",1,717,"Germany","Female",33,0,115777.23,1,1,1,81508.1,0
"8354",1,524,"Spain","Female",32,6,0,1,1,1,132861.9,1
"2569",1,612,"Germany","Female",47,6,130024.87,1,1,1,45750.21,1
"4676",1,703,"Germany","Female",38,9,99167.54,1,1,0,65720.92,0
"4666",1,786,"France","Male",35,3,0,2,1,0,92712.97,0
"3134",1,682,"France","Female",27,1,97893.2,1,1,0,166144.98,0
"7236",1,697,"France","Male",35,5,133087.76,1,1,0,64771.61,0
"8587",1,650,"Germany","Female",46,9,149003.76,2,1,0,176902.83,0
"3484",1,499,"Spain","Male",39,6,0,2,1,1,81409,0
"7609",1,695,"Spain","Female",31,5,0,2,0,1,13998.88,0
"7044",1,595,"Germany","Male",34,2,87967.42,2,0,1,156309.52,0
"10",1,684,"France","Male",27,2,134603.88,1,1,1,71725.73,0
"1289",1,548,"Spain","Male",39,7,131468.44,1,1,0,164975.82,0
"880",1,518,"France","Female",45,9,105525.65,2,1,1,73418.29,0
"5753",1,752,"Spain","Female",36,3,0,2,1,1,48505.1,0
"9079",1,647,"Germany","Male",52,7,130013.12,1,1,1,190806.36,1
"262",1,726,"Spain","Female",48,6,99906.19,1,1,0,64323.24,0
"7088",1,675,"Spain","Female",35,8,155621.08,1,0,1,35177.31,0
"7626",1,598,"Germany","Male",19,3,150348.37,1,1,1,173784.04,0
"3916",1,686,"Germany","Male",43,2,134896.03,1,1,1,97847.05,0
"9722",1,560,"France","Female",38,5,83714.41,1,1,1,33245.97,0
"1473",1,726,"Spain","Female",26,1,80780.16,1,1,1,19225.85,0
"9685",1,781,"France","Male",33,3,89276.48,1,1,0,6959,0
"8070",1,617,"Germany","Male",44,9,49157.09,2,1,0,53294.17,0
"6347",1,551,"Germany","Male",50,1,121399.98,1,0,1,84508.44,1
"6471",1,583,"Germany","Female",41,5,77647.6,1,1,0,190429.52,0
"6494",1,661,"France","Male",35,9,100107.99,1,1,0,83949.68,0
"2917",1,651,"France","Male",56,2,0,1,1,0,114522.68,1
"7144",1,719,"France","Female",54,7,0,2,1,1,125041.52,0
"7110",1,670,"France","Female",39,8,101928.51,1,0,0,89205.54,0
"5671",1,497,"France","Male",32,8,0,2,1,0,67364.42,0
"8984",1,723,"Germany","Male",37,3,94661.53,2,1,0,121239.65,0
"3764",1,653,"Germany","Female",37,3,125734.2,2,1,0,134625.09,1
"8675",1,529,"France","Male",67,8,103101.56,2,1,1,154002.02,1
"8118",1,624,"Spain","Female",34,6,0,1,1,0,582.59,1
"6209",1,714,"France","Male",34,10,0,2,1,1,80234.14,0
"4704",1,692,"Spain","Female",44,8,0,1,0,1,159069.37,0
"2188",1,699,"Spain","Male",34,8,0,1,1,1,76510.46,0
"5382",1,850,"Germany","Male",32,9,141827.33,2,1,1,149458.73,0
"1227",1,531,"Germany","Female",42,6,88324.31,2,1,0,75248.75,0
"3347",1,714,"France","Male",63,4,138082.16,1,0,1,166677.54,0
"796",1,761,"Germany","Male",36,8,108239.11,2,0,0,99444.02,0
"3863",1,653,"Spain","Female",36,3,0,2,0,0,110525.6,0
"5123",1,655,"France","Male",27,2,131691.33,1,1,0,49480.66,0
"4561",1,624,"Spain","Female",36,0,0,2,1,0,111605.9,0
"1082",1,461,"Spain","Female",35,8,0,1,1,0,132295.95,0
"8056",1,657,"Spain","Male",41,8,109402.13,1,1,1,66463.62,0
"2763",1,719,"Germany","Male",28,3,106070.29,2,1,1,183893.31,0
"8943",1,667,"France","Female",37,9,71786.9,2,1,1,67734.79,0
"7818",1,677,"France","Male",58,9,0,1,0,1,168650.4,0
"9741",1,798,"Germany","Female",29,8,80204.11,2,1,0,70223.22,0
"9727",1,773,"Spain","Male",43,7,138150.57,1,1,1,177357.16,0
"1799",1,714,"France","Female",51,4,88308.87,3,0,0,5862.53,1
"1430",1,601,"France","Female",26,8,78892.23,1,1,1,23703.52,0
"221",1,726,"France","Female",31,9,114722.05,2,1,1,98178.57,0
"2150",1,836,"Spain","Male",57,4,101247.06,1,1,0,37141.62,1
"8105",1,769,"France","Female",31,6,117852.26,2,1,0,147668.64,0
"1690",1,595,"Spain","Male",35,8,0,1,1,0,100015.79,1
"4091",1,503,"France","Female",37,8,0,2,1,1,97893.32,0
"8302",1,615,"Germany","Male",58,3,72309.3,1,1,1,85687.09,1
"7337",1,654,"France","Female",28,7,0,2,1,0,151316.37,0
"7185",1,720,"Germany","Male",23,0,187861.18,2,1,1,104120.17,0
"1138",1,583,"France","Female",42,4,0,2,1,0,17439.66,0
"7558",1,426,"France","Male",34,9,0,2,1,0,107876.91,0
"4687",1,536,"Spain","Male",53,2,143923.96,1,1,0,2019.78,1
"3422",1,593,"France","Female",39,0,117704.73,1,1,0,197933.5,0
"6950",1,766,"Germany","Male",37,2,99660.13,2,0,1,147700.78,0
"6892",1,754,"Germany","Female",48,7,141819.02,1,1,0,93550.53,1
"7922",1,588,"Spain","Female",35,7,0,2,1,1,108739.15,0
"6328",1,667,"Spain","Female",36,3,121542.57,2,1,1,186841.71,0
"8883",1,731,"Spain","Female",39,2,0,2,1,0,136737.13,0
"4323",1,508,"France","Male",31,8,72541.48,1,1,0,129803.08,0
"2542",1,611,"France","Female",61,3,131583.59,4,0,1,66238.23,1
"7332",1,797,"Spain","Male",59,4,129321.44,1,1,1,93624.55,0
"9686",1,593,"France","Male",45,4,138825.19,1,0,0,10828.78,0
"3822",1,608,"Spain","Female",56,5,0,2,0,1,153810.41,0
"267",1,498,"France","Male",34,2,0,2,1,1,148528.24,0
"394",1,556,"Spain","Male",38,8,0,2,0,0,417.41,1
"5703",1,585,"France","Male",36,7,0,2,1,0,94283.09,0
"3453",1,757,"France","Male",57,3,89079.41,1,1,1,53179.21,1
"12",1,497,"Spain","Male",24,3,0,2,1,0,76390.01,0
"2877",1,604,"Spain","Female",35,7,147285.52,1,1,1,57807.05,0
"4688",1,769,"France","Male",48,2,96542.16,2,0,1,197885.72,0
"503",1,774,"France","Male",60,5,85891.55,1,1,0,74135.48,1
"6405",1,649,"Spain","Female",49,2,0,1,1,0,84863.85,1
"8817",1,685,"Spain","Male",31,7,122449.31,2,1,1,180769.55,0
"1903",1,773,"Spain","Female",33,10,0,1,1,1,98820.09,0
"4434",1,674,"France","Male",26,6,166257.96,1,1,1,149369.41,0
"3039",1,744,"France","Male",47,9,0,2,1,0,113163.17,0
"9740",1,677,"France","Female",25,3,0,2,1,0,179608.96,0
"3528",1,849,"France","Male",69,7,71996.09,1,1,1,139065.94,0
"2184",1,713,"France","Male",38,9,72286.84,2,1,1,26136.89,0
"8689",1,637,"Germany","Male",40,9,154309.67,1,1,1,125334.16,1
"1673",1,513,"France","Female",37,6,0,2,1,0,110142.34,0
"877",1,502,"Germany","Female",32,1,173340.83,1,0,1,122763.95,0
"8920",1,673,"France","Male",32,8,121240.76,1,1,0,116969.73,0
"7137",1,826,"France","Female",49,0,0,1,0,0,178709.98,1
"7606",1,718,"Spain","Male",39,6,0,2,0,1,63889.1,0
"4049",1,602,"France","Female",63,7,0,2,1,1,56323.21,0
"4050",1,618,"Spain","Male",33,4,0,2,1,1,77550.18,0
"7233",1,679,"Germany","Female",30,4,77949.69,1,1,1,121151.46,0
"7595",1,502,"France","Male",33,8,0,2,1,1,123509.01,0
"5536",1,648,"Germany","Female",32,8,157138.99,3,1,0,190994.48,1
"4504",1,656,"France","Male",33,7,138705.02,2,1,0,37136.15,0
"5769",1,674,"France","Male",36,2,154525.7,1,0,1,27468.72,0
"8394",1,769,"Germany","Male",60,9,148846.39,1,1,0,192831.67,1
"9542",1,603,"France","Male",38,8,59360.77,1,1,1,191457.06,0
"5584",1,695,"Spain","Female",31,8,0,2,0,1,131644.41,0
"5102",1,622,"Spain","Female",58,2,0,2,1,1,33277.31,0
"4041",1,701,"France","Male",37,8,107798.85,1,1,0,16966.73,0
"3618",1,792,"Germany","Female",29,4,107601.79,1,1,0,18922.18,1
"4283",1,487,"France","Female",53,10,89550.85,1,0,1,90076.85,0
