"","y","RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30.59DaysPastDueNotWorse","DebtRatio","MonthlyIncome","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60.89DaysPastDueNotWorse","NumberOfDependents","SeriousDlqin2yrs"
"4335",0,0.047726844,47,0,0.290338708,6000,1,0,2,0,1,0
"43361",0,1.28685259,63,4,0.218573046,3800,18,0,1,0,3,0
"43371",0,0.001481299,26,1,0.392252378,16000,2,0,1,0,2,1
"43381",0,1.006939436,27,4,0.149306675,11600,9,0,0,0,0,0
"43391",0,0.9999999,65,1,0.393675527,1047,11,0,4,0,2,0
"43401",0,0.492299461,60,0,0.227874155,4586,16,0,1,0,0,1
"43411",0,0.9999999,56,2,0.346141765,20000,6,0,2,0,0,1
"43421",0,1.00759848,63,0,0.005749281,1250,11,0,0,0,4,1
"43431",0,0.021913178,77,0,0.341407151,5727,6,0,0,0,0,0
"4344",0,0.296859859,54,0,0.420141429,4583,16,1,0,0,1,0
"43451",0,0.9999999,56,98,0.260496183,6250,4,0,2,0,3,0
"43461",0,0.450523697,25,0,0.150916448,2850,11,0,0,0,1,1
"4347",0,0.05879825,34,2,0.280228909,2581,4,0,0,0,1,1
"43481",0,0.717246484,58,0,0.895815782,7500,12,0,1,0,0,1
"43491",0,1.043182727,46,0,0.354316461,2905,6,0,0,0,3,1
"43501",0,0.006720021,50,0,0.00029146,16103,5,0,1,0,1,1
"43511",0,0.068020493,44,1,0.087155963,4083,13,0,1,0,1,1
"43521",0,0.828421293,57,0,0.937250428,2030,11,0,0,1,1,0
"4353",0,0.00263144,39,1,0.747024282,5900,5,0,2,0,1,1
"4354",0,0.320776891,44,1,0.179691015,4933,10,1,2,0,1,0
"43551",0,0.243042376,23,0,0.480544374,3477,1,0,1,0,0,1
"4356",0,0.159169627,62,0,0.69924338,3000,7,0,1,1,0,0
"43571",0,1.171016102,50,0,0.193083101,4378,5,0,0,0,0,1
"4358",0,0.019772477,53,1,0.224282817,4480,7,0,0,0,1,0
"43591",0,0.9999999,25,2,0.619689646,9271,9,1,0,0,1,1
"4360",0,0.010786274,41,0,0.335657834,6016,14,0,1,0,4,0
"4361",0,0.28247579,43,0,0.822870852,2666,8,3,0,0,0,0
"4362",0,1.031996632,30,1,0.628612979,2700,4,0,0,0,0,1
"43631",0,1.180327869,29,0,0.020675396,10167,9,0,0,0,4,1
"43641",0,0.106809622,79,0,0.535824294,12119,6,0,5,0,1,1
"43651",0,0.972055888,69,0,0.522241012,5400,7,0,2,0,2,0
"43661",0,0.91754834,28,2,0.314934389,5740,7,2,0,0,0,1
"43671",0,0.337693493,49,0,0.660407267,3460,3,0,0,0,0,1
"43681",0,0.332547324,54,1,0.383766429,4500,8,0,1,0,0,0
"43691",0,0.199666147,45,0,0.197392924,4948,11,0,0,0,3,0
"43701",0,0.064335188,57,1,0.35316171,3612,1,0,0,0,3,1
"43711",0,0.776128829,44,0,0.611905113,3250,14,0,2,0,2,0
"43721",0,0.029239415,68,1,0.570130264,11188,7,7,1,0,0,1
"43731",0,0.962347442,62,0,0.303457447,1350,3,0,3,98,3,0
"43741",0,0.028393679,47,2,0.004798081,2700,21,0,1,0,3,1
"43751",0,0.035276258,31,0,0.433298862,4583,7,0,0,0,3,0
"43761",0,0,36,1,0.848768904,9583,5,0,1,0,3,1
"43771",0,0.064557936,30,0,0.182337539,3600,7,0,2,0,2,1
"43781",0,0.030026477,47,0,0.741564609,3507,12,0,1,1,4,0
"43791",0,0.863126782,43,0,0.418228394,5700,2,0,2,0,0,0
"43801",0,0.005293806,46,1,0.392336463,6550,17,0,0,2,1,1
"43811",0,0.992403039,64,1,0.192944746,9120,6,0,1,1,0,0
"43821",0,0.309747829,55,0,0.334455087,2420,7,2,1,0,2,1
"4383",0,0.878940155,45,1,0.319822321,3944,9,0,2,0,0,1
"43841",0,0.9999999,65,2,0.564194864,29000,1,0,1,0,1,0
"43851",0,0.801265706,60,0,0.948694596,4216,16,0,1,0,0,1
"43861",0,0.078901258,55,0,0.138456345,4166,10,0,1,0,1,0
"43871",0,0.712525709,68,0,0.312949986,4083,3,0,3,0,1,0
"43881",0,0.114174515,24,0,0.094345517,3300,11,2,2,0,0,0
"43891",0,0.888627172,33,0,0.32385048,700,13,0,0,0,1,0
"43901",0,0.596540209,37,0,0,625,6,0,2,0,0,1
"4391",0,0,30,0,0.198844701,5250,4,0,1,1,0,1
"43921",0,0,65,0,0.004430811,9414,7,0,5,0,0,1
"43931",0,0.354780458,56,1,0.499107462,6066,3,0,2,0,0,0
"43941",0,0.054651859,60,0,0.335793358,9583,7,0,0,0,0,1
"43951",0,1.00759848,61,0,0.055234087,2700,9,0,1,0,1,0
"43961",0,0.647073389,30,1,0.319301848,4583,4,2,0,0,1,1
"4397",0,1.15786776,59,0,0,6800,3,0,0,0,0,1
"43981",0,0.068735704,56,1,0.52956743,8683,13,0,0,1,1,1
"43991",0,0.900420816,31,0,0.5256917,978,1,0,0,0,1,1
"44001",0,0.953261685,60,1,0.764833732,1714,2,0,1,0,0,0
"4401",0,1.185628743,54,0,0.28238823,2400,2,0,1,0,1,1
"44021",0,0.201988118,46,2,0.381633595,4500,10,0,1,0,0,1
"4403",0,0.012600792,44,0,0.315929793,5083,5,0,2,0,0,0
"44041",0,1.029725869,46,0,0.00429957,2800,17,1,1,0,2,0
"44051",0,0.235418586,49,1,0.303095752,4917,6,0,0,1,0,0
"44061",0,0.012286816,72,0,0.25081504,4500,12,0,2,0,0,0
"44071",0,0.05879825,55,0,0.352568424,3270,13,1,0,0,2,0
"44081",0,0.203947961,71,0,0.676121832,4600,8,0,3,0,1,0
"4409",0,0.029284552,62,2,0.369997384,5300,8,0,0,3,0,1
"44101",0,1.001143511,62,1,0.508349267,3700,7,1,1,1,3,1
"44111",0,0.755407654,81,1,0.680308198,4933,8,0,0,0,2,1
"44121",0,0.574322369,54,1,0,3200,4,0,0,0,0,0
"4413",0,0.856682591,25,0,0.416329602,8385,17,1,2,0,0,0
"44141",0,0.946553508,32,1,0.191978961,6582,10,0,2,0,0,0
"4415",0,1.26450116,77,0,0.547337991,8200,10,0,1,0,0,0
"44161",0,0.78792496,34,2,0.229272194,1500,18,98,4,0,1,0
"44171",0,0.962297554,46,1,0.304185843,10000,14,10,1,2,2,1
"44181",0,0.52505311,69,0,0.935532234,20800,12,0,0,0,0,0
"4419",0,0.08875645,48,0,0.339263276,7820,3,0,1,0,2,0
"44201",0,0.660467906,66,4,0.075219197,840,11,0,2,0,0,1
"44211",0,0.342050336,31,1,0.404132415,5200,17,0,0,1,0,1
"44221",0,0.120521633,78,0,0.323746054,4100,9,0,1,0,2,0
"4423",0,1.00059996,66,0,0.023712027,5281,11,0,0,0,0,1
"44241",0,0.08296153,56,0,0.638451253,2500,3,0,0,1,1,0
"44251",0,0.871046725,70,1,0.206813143,1500,5,0,1,0,2,0
"44261",0,1.263473054,46,0,0.116254603,4417,7,0,2,0,0,1
"44271",0,0.029219227,61,0,0.014112903,6000,2,1,2,0,2,0
"44281",0,0.913242009,68,0,0.341648374,3750,7,0,1,0,3,0
"44291",0,0.519553245,62,0,0.072505999,4250,12,0,2,0,1,1
"44301",0,0.451176051,76,1,0.195251219,6500,9,0,3,0,0,0
"4431",0,0.432590675,78,0,0.010892116,15650,2,0,0,0,2,1
"4432",0,0.650194182,58,0,1.242805755,0,5,0,2,0,2,1
"44331",0,0.821705943,49,0,0.036039768,6700,13,1,1,0,0,0
"44341",0,0.098674621,48,0,0.780474502,4410,6,0,3,0,2,0
"44351",0,0.368015675,49,1,0.279384615,6300,10,0,1,0,0,1
"44361",0,0.004099795,45,0,0.559863448,2725,3,0,1,0,0,0
"44371",0,0.000933292,31,0,0.291070893,8333,4,0,0,0,1,1
"44381",0,0.96963256,34,2,0.522934004,3900,4,0,1,0,0,1
"44391",0,0.9999999,48,1,0.740086001,20025,5,0,2,0,0,0
"44401",0,0.9999999,58,0,0.671610169,5741,13,0,1,0,5,1
"44411",0,0.306552821,61,0,0.312364966,12083,11,0,0,0,1,1
"44421",0,0.058705325,33,0,0.127971562,4800,3,2,1,0,0,0
"44431",0,0.509778327,41,0,0.267218623,4980,6,1,4,0,0,1
"44441",0,0.059679264,74,0,0.379814725,7310,17,0,4,0,2,1
"44451",0,0.9999999,34,0,0.28238823,23500,15,0,1,0,2,1
"44461",0,0.167430779,47,0,0.199013424,6600,3,0,0,0,0,1
"4447",0,0.174996759,52,0,0.41814893,12000,9,4,1,0,0,0
"4448",0,0.036928694,47,0,0.384559623,2500,21,0,0,0,0,1
"44491",0,0,56,0,0.002443416,0,12,3,0,0,2,1
"44501",0,0.005172591,64,0,0.63727798,5200,13,0,0,0,1,0
"44511",0,0.044173283,48,3,0.877955966,6833,9,1,0,0,0,1
"44521",0,0.062053875,22,1,1.096903097,10500,21,0,0,0,0,1
"4453",0,0.9999999,48,0,0.242501,4300,5,7,0,0,0,1
"44541",0,0.750538561,40,0,0.753123438,4000,5,0,1,0,0,1
"4455",0,0.9999999,43,4,0.101412339,21100,10,0,1,0,0,1
"44561",0,2.139534884,81,3,0.236670616,5131,25,0,0,0,0,1
"44571",0,0.9999999,63,1,0.492263747,4500,12,0,2,0,1,0
"44581",0,0.047726844,70,0,0.33196614,5987,4,0,0,0,3,1
"44591",0,0.916983743,28,0,0.282920469,4116,3,0,0,0,2,0
"44601",0,0.930855316,55,1,0.666242501,5606,17,1,3,0,2,0
"44611",0,0.150901703,75,2,0.539093091,10000,14,0,1,1,1,1
"4462",0,0.507886005,51,0,0.502499039,3833,10,3,1,0,0,1
"44631",0,0.120282907,40,1,0.101815312,3550,1,0,0,0,0,1
"44641",0,1.152450091,50,0,0.043297252,6100,0,0,0,0,0,1
"44651",0,0.024099197,52,1,0.162887101,5000,12,0,0,0,1,1
"4466",0,0.802810558,44,1,0.102854744,2800,15,0,2,1,3,1
"44671",0,0.963327411,37,0,0.156110045,15913,8,0,0,0,0,1
"44681",0,0.9999999,76,0,0.75327291,7000,5,0,0,0,2,0
"44691",0,0.093437521,57,0,0.476565501,800,14,0,0,0,2,1
"44701",0,0.917080085,46,0,0.264433892,11050,17,0,1,0,1,0
"44711",0,0.339973848,68,2,0.292906178,6500,4,0,2,0,0,0
"44721",0,0.198823096,48,0,0.98987276,7500,5,0,2,1,0,1
"44731",0,0.352061708,61,0,0.614530104,3750,22,0,1,0,4,1
"4474",0,0.046134512,46,0,0.320690191,4750,6,3,4,0,0,0
"44751",0,0.994301994,45,1,0.304678129,21064,3,0,2,0,4,0
"4476",0,0.876098152,51,1,0.10996858,6000,12,0,2,0,1,1
"44771",0,0.99260074,56,0,0.855485935,5300,4,0,2,0,3,1
"44781",0,1.23255814,42,2,0.36744777,5070,9,0,1,0,0,1
"44791",0,0.913528954,61,0,0.322923173,7600,12,0,0,0,0,0
"4480",0,0.046714896,40,5,0.811556139,2500,9,0,2,0,0,1
"44811",0,0.9999999,38,0,0.891048292,5000,9,0,0,0,0,0
"44821",0,1.255813953,50,0,0.331666833,5000,11,0,1,0,2,0
"44831",0,0.029323098,40,7,0.10466761,4000,17,0,2,0,2,1
"44841",0,0.010215404,58,0,0.557475402,6442,5,0,3,0,0,1
"44851",0,0.171707073,66,1,0.458304135,1000,2,0,0,0,3,0
"44861",0,0.953413392,56,1,0.249903883,5000,27,0,0,0,0,1
"44871",0,0.242328285,54,0,0.02665482,4833,3,0,0,0,0,1
"44881",0,0.091680994,69,1,1962.5,3300,5,0,0,0,2,0
"4489",0,0.897489686,50,0,0.279246795,15650,22,1,1,1,0,0
"44901",0,0.004099795,45,0,0.425278583,11500,11,0,0,0,0,1
"44911",0,0.851882962,89,0,0.344275954,3575,11,0,1,0,1,0
"44921",0,0.590137342,39,0,0.228402866,4500,9,0,1,0,2,0
"44931",0,0.020340471,61,0,0.484932648,1440,10,0,2,0,0,0
"44941",0,0.500632258,36,0,0.633239613,2515,2,1,0,0,0,0
"44951",0,0.005989771,42,1,1251,3446,10,0,3,0,2,1
"44961",0,0.366257545,72,0,0.561787642,8665,5,1,0,0,1,0
"44971",0,0.9999999,61,1,0.024080268,5000,7,0,1,0,3,0
"4498",0,1.043182727,37,0,0.212443717,1575,8,0,1,0,2,1
"44991",0,0.842768478,71,0,0.303095752,7250,10,0,2,0,2,0
"45001",0,0.575842416,47,0,0.45412367,2900,8,0,0,0,1,0
"45011",0,0.851029794,51,0,0.154379416,3040,4,0,2,0,0,0
"45021",0,0,45,1,0.475809676,6300,1,2,1,0,0,0
"45031",0,0.89010697,60,0,3.682634731,3041,5,6,0,0,1,1
"45041",0,0.090527229,41,0,0.681834383,9600,0,2,2,0,0,0
"45051",0,0,54,0,2.243512974,10333,9,0,0,0,0,0
"45061",0,0,89,0,0.870024995,2758,15,0,1,0,3,0
"4507",0,1.334721066,59,0,0.433302093,2000,9,0,2,0,0,1
"4508",0,0.561675441,28,2,0.02061123,3500,2,0,0,0,0,1
"4509",0,0.005748274,43,1,0.325334497,8620,12,0,0,0,0,1
"4510",0,0.756036636,54,0,0.001738752,7921,16,0,1,0,3,1
"45111",0,0.360626178,42,1,0.176627416,2794,3,0,1,0,0,0
"45121",0,0.873321916,63,0,0.650514374,3000,7,0,0,0,0,0
"45131",0,0.016721293,63,0,5202,7200,12,0,1,0,0,1
"45141",0,0.99260074,59,2,0.114136287,0,7,0,0,0,3,1
"45151",0,0.091642515,36,0,0.248981859,2916,8,0,0,0,0,1
"45161",0,0.495252374,82,0,0.039934054,900,2,0,0,0,1,0
"45171",0,0.273901135,63,0,0.579008074,19004,13,0,0,0,0,1
"45181",0,0.097618958,75,2,0.029035462,5160,15,0,3,1,0,1
"4519",0,0.02563023,68,5,0.39661746,5770,23,0,2,2,0,1
"45201",0,0.773156098,37,2,0.66012045,1200,13,0,2,0,0,1
"45211",0,0.755376182,48,0,0.15862731,0,5,0,3,2,1,0
"45221",0,0.036257348,66,0,2.26,3300,8,0,0,0,4,1
"4523",0,0.802911971,26,3,0.001002406,9166,15,0,2,0,1,0
"45241",0,0.590137342,51,1,0.584278156,7340,4,0,1,0,1,1
"45251",0,0.9999999,55,2,0.691102966,10000,6,0,2,0,0,0
"4526",0,0.9999999,42,0,0.434505901,2600,10,0,0,0,0,1
"45271",0,0.679604806,48,1,0,2752,10,0,1,0,0,1
"45281",0,0.9999999,57,3,0.459012791,6500,6,4,2,0,1,1
"45291",0,0.59887425,48,0,0.003749063,8333,6,0,2,2,0,1
"45301",0,0.922967037,46,0,0.326033137,7296,4,2,0,1,0,1
"45311",0,0.008755361,45,0,0.285417167,6000,17,0,2,0,2,1
"45321",0,0.634592215,45,0,0.233870968,13000,16,1,1,0,0,1
"45331",0,0.932133483,49,0,0.262529213,12182,12,0,2,0,3,1
"45341",0,0.774416406,29,0,0.109975006,10000,9,0,2,0,0,1
"45351",0,1.009480779,57,0,0.008883953,2916,7,0,1,0,1,0
"45361",0,0.9999999,42,0,0.341180667,6176,5,0,2,0,0,1
"45371",0,0.678804462,55,0,0.335640671,10500,9,0,1,1,4,1
"45381",0,0.169713343,60,0,0.730945439,6500,2,0,0,0,1,0
"45391",0,0.520806328,67,0,0.226830849,2166,5,0,1,0,2,1
"45401",0,1.432972523,38,0,0.337203677,4800,5,0,1,0,1,0
"4541",0,0.124760567,60,1,0.002504174,3528,12,0,6,0,0,1
"45421",0,0.36010134,48,0,0.131174452,5834,9,0,0,0,2,0
"45431",0,0.498985396,64,1,0.105114306,5300,12,0,2,1,1,1
"4544",0,0.952818991,42,2,0.360655738,10900,6,1,3,0,3,1
"4545",0,0.056941779,55,0,1.563614744,17100,4,0,2,0,1,0
"45461",0,0.891015569,46,0,0.277460929,835,3,0,1,0,0,0
"4547",0,0.069115388,67,1,0.40769779,4916,7,98,0,0,0,0
"45481",0,0.040276303,46,0,1.151783686,4400,2,0,1,0,0,1
"4549",0,0.221824687,31,0,0.620213911,5559,14,0,2,0,2,0
"45501",0,0.290059264,56,0,0.279267664,3505,4,0,0,0,0,1
"4551",0,0.022484138,82,1,0.224282817,10810,29,0,1,0,0,0
"4552",0,0.011079778,30,2,0.272202999,3528,0,0,3,0,0,0
"45531",0,0,40,0,0,9984,13,0,0,0,0,0
"45541",0,0.063493244,75,0,0.188816449,6567,1,3,1,0,2,1
"45551",0,0.056828985,39,4,0.580547112,2541,18,0,0,0,2,0
"45561",0,0.430327783,54,0,0.105226236,10000,25,0,1,0,2,0
"45571",0,0.199219455,37,2,0.038120235,3405,9,2,2,0,0,1
"45581",0,0.140434042,34,0,0,10459,7,0,0,0,2,0
"45591",0,0.719618958,73,0,0.479152085,1403,7,98,1,0,6,1
"45601",0,0.960537958,40,0,0.411431428,4200,17,0,0,0,1,1
"4561",0,0.209414222,42,0,3129,3750,7,0,3,0,0,1
"4562",0,0.762034514,47,4,0.31503363,0,15,7,0,0,0,0
"4563",0,1.092467298,84,1,0.084993033,4041,15,0,0,0,0,0
"4564",0,0.070998349,68,0,0.475841386,8516,6,0,1,0,0,1
"45651",0,0.423733357,62,98,1.416842628,1480,11,0,0,0,0,1
"45661",0,0.020959162,43,1,0.161473088,4166,7,0,2,0,0,1
"45671",0,0.9999999,56,2,0.124753034,5100,18,0,1,0,0,1
"45681",0,0.858190302,57,0,0.340186191,3966,8,0,3,0,3,0
"45691",0,0.756558002,56,0,0.954662304,7522,12,3,2,0,2,1
"45701",0,1.462686567,56,0,0.044213764,9333,5,0,1,0,1,1
"45711",0,0.972461366,42,0,0.100192678,7000,12,1,1,0,0,1
"45721",0,0.810763936,55,0,0.170250896,2800,9,0,0,0,5,0
"45731",0,0,71,3,0.208044383,4898,6,3,0,0,0,0
"4574",0,0.088036479,47,1,0.004581424,4108,2,1,1,0,0,0
"45751",0,0.801996645,47,0,0,7166,13,0,0,1,0,1
"45761",0,0.404418326,41,0,0.4404,7333,7,0,0,0,0,0
"45771",0,0.950166113,46,1,1.155974004,1200,3,0,0,0,0,0
"45781",0,0.801696713,53,0,0.026212283,5500,7,0,0,0,0,0
"45791",0,0.017810329,57,1,0.73012851,6225,8,0,0,0,0,0
"4580",0,0.048360684,51,0,0.090654481,1438,7,0,0,0,3,0
"45811",0,0.233013696,61,1,0.539481738,6116,8,0,3,0,0,1
"4582",0,0.020832579,42,0,0.026164462,4458,12,1,2,0,1,1
"4583",0,0.679526706,44,0,0.004665112,2200,9,2,0,0,0,1
"45841",0,0.570507801,64,0,0.589540412,8422,7,0,1,0,0,0
"45851",0,0.100040511,41,0,0.392173665,4400,8,0,1,0,0,1
"45861",0,0.675674559,55,0,0.629438347,1078,17,4,0,0,2,0
"45871",0,0.862906603,30,1,0.586008123,5170,2,0,0,0,0,1
"4588",0,0.538577474,56,2,0.345522068,4000,4,0,2,0,0,0
"45891",0,0.149004711,61,0,0.787070976,1600,8,0,0,1,4,1
"4590",0,0.018403257,52,0,0.301184433,2400,9,0,0,0,3,0
"45911",0,0.990648178,45,0,0.482485001,3900,10,0,0,1,0,1
"45921",0,0.408101156,49,0,0.991716652,2501,2,3,1,0,0,1
"45931",0,0.9999999,29,0,0.011098779,5167,4,0,0,0,3,0
"45941",0,0.021751181,52,0,0.261658729,8685,5,0,1,0,2,0
"45951",0,0.159696747,33,0,0.232067511,3500,9,0,0,0,0,1
"45961",0,0.742171885,41,0,0.244471372,1500,14,0,0,0,1,1
"45971",0,0.411165641,50,2,0.266197705,8666,11,0,0,0,1,1
"45981",0,0,31,1,0.913012978,6000,9,0,1,0,0,1
"45991",0,0.126516464,45,0,0.422890398,11880,2,2,1,0,0,0
"46001",0,0.133361616,49,0,0.587282543,6240,6,0,2,0,0,0
"46011",0,0.335661941,49,0,0.648425882,4600,8,0,0,0,1,1
"46021",0,0.891015569,54,0,0.19460501,1400,3,0,1,0,0,1
"46031",0,0.752473981,44,0,0.373304158,1666,6,0,0,0,0,0
"46041",0,0.9999999,69,0,0.571473207,4333,6,1,3,0,0,0
"46051",0,0,29,0,0.149845747,1880,10,0,1,0,1,0
"46061",0,0.004552182,41,0,0.510247855,7649,9,0,3,0,0,1
"46071",0,0.9999999,33,0,0.280429893,6507,10,0,0,0,0,0
"46081",0,0.072512448,66,1,0.078839159,15050,9,0,0,0,0,0
"46091",0,0.019686642,48,2,0.377442578,5236,11,0,2,0,1,0
"46101",0,1.149964294,41,0,0.369815092,10000,5,0,1,1,0,1
"46111",0,0.451176051,47,0,0.16616018,5225,13,98,2,0,0,0
"46121",0,0.205747184,53,0,0.320956801,3100,7,0,3,1,1,1
"46131",0,0.457823937,48,0,0.03583169,2283,2,98,2,98,1,0
"46141",0,0.926720168,30,2,0.405961854,1300,6,0,1,3,2,1
"4615",0,0.007909158,69,3,0.093646212,2750,5,0,0,0,0,1
"46161",0,0.127134961,32,1,0.572693001,11050,14,0,0,0,0,1
"46171",0,0,39,0,0.422041534,2500,4,0,0,0,2,0
"46181",0,0.633736626,47,0,0.568625601,9941,6,0,2,0,1,0
"4619",0,0.208338765,61,1,0.567194686,3511,3,0,5,0,0,0
"46201",0,0.008199497,59,0,1219,5900,3,0,4,0,0,0
"46211",0,0.9999999,57,0,0.320642867,5450,2,0,0,1,3,1
"46221",0,0.973965774,76,0,0.744167498,5833,6,0,1,1,3,0
"46231",0,0.084583083,47,0,0.501597444,7245,5,0,1,0,1,0
"46241",0,0.35440308,45,0,0.22747007,7500,6,0,1,0,0,0
"4625",0,0.297247616,36,0,0.526973547,2400,19,0,0,0,0,1
"4626",0,0.9999999,60,0,0.742630095,5400,6,0,2,0,1,1
"46271",0,0,54,1,0.165912878,5050,7,0,0,0,1,1
"46281",0,0.028968819,35,0,0.198286122,4675,11,0,0,1,1,0
"46291",0,0,50,0,0.521285476,2346,1,0,3,0,1,1
"46301",0,0.9999999,44,1,0.048557555,4192,5,0,3,1,0,1
"46311",0,0.877900241,70,1,0.327674201,6100,11,3,1,0,0,0
"46321",0,0.246529772,60,0,0,4400,12,0,0,0,1,1
"46331",0,0.067727449,55,1,2.414651494,2501,6,0,0,0,0,0
"46341",0,0.103028804,40,0,0.262245918,5172,18,0,1,0,1,1
"46351",0,0.049119395,55,1,0.021995112,3333,12,1,1,0,2,0
"46361",0,0.9999999,61,0,0.277957237,2779,3,0,2,0,0,1
"46371",0,0.305790862,54,0,0.364807752,2300,9,5,6,0,0,1
"46381",0,0.517741129,51,1,0.380723855,10000,1,0,1,0,1,0
"4639",0,0.151180814,47,1,0.659160939,6092,11,0,1,0,1,0
"46401",0,0.033588,50,0,0,2120,4,0,0,1,0,0
"46411",0,0.99880024,66,0,0.220038998,10000,9,2,0,0,2,1
"46421",0,0.94608167,47,0,977,2914,1,0,2,0,1,0
"46431",0,0,50,1,0.004872107,7522,1,0,1,0,0,1
"4644",0,0,48,0,0.008883953,3600,8,1,2,0,0,0
"46451",0,0.9999999,39,1,0.196557468,6501,12,1,1,2,1,1
"46461",0,0.391839521,31,0,0.365401396,6000,3,2,1,1,0,1
"46471",0,0.704591673,65,0,0.341430499,3474,12,0,1,0,3,0
"46481",0,0.187638695,43,0,0.20278472,6000,8,0,1,0,0,1
"4649",0,0.075022023,42,1,0.604984785,10166,11,8,1,0,1,0
"46501",0,0.043149829,56,4,0.242889992,958,6,0,2,1,0,0
"46511",0,0.854414559,45,98,0.372442184,2700,9,0,0,1,2,1
"46521",0,0.001796192,39,2,0.108625162,8350,9,0,0,1,0,0
"4653",0,0.973781592,48,2,0.599612027,7357,8,0,0,0,2,1
"4654",0,0.204159099,57,0,0.128425251,3700,9,2,2,0,0,1
"46551",0,0.024099197,41,0,0.591093117,14188,19,3,1,0,1,1
"46561",0,0.127893054,38,0,0.50429914,4400,10,0,2,0,3,1
"46571",0,0.917908209,24,0,0.009639414,4698,13,0,2,0,0,0
"4658",0,0.497284561,49,0,0.084269663,16237,7,0,0,0,0,0
"4659",0,0.090537495,39,0,0.057596456,11819,15,0,1,0,0,1
"46601",0,0.462268866,62,0,0.431174314,12833,7,0,2,0,0,0
"46611",0,0.059390736,53,2,0.442315702,8000,1,0,0,1,0,0
"46621",0,0.803532745,26,0,0.436581063,12796,8,3,0,1,1,1
"46631",0,0.053610739,53,0,0.189944134,3280,6,0,2,1,0,0
"46641",0,0.075175063,55,0,0.939665472,4534,6,0,1,0,1,1
"46651",0,0.424857714,39,0,0.322612898,6107,7,0,2,0,1,0
"46661",0,0.9999999,43,0,0.45067362,4600,11,2,1,1,3,0
"46671",0,0,65,3,0.298462359,1800,7,0,1,0,1,1
"46681",0,0.217675629,22,0,0.028994201,13759,6,0,1,0,0,1
"46691",0,1.588741126,42,0,0.691864651,10548,5,0,1,0,1,0
"46701",0,0.316601586,41,0,0.611640908,4712,9,0,2,0,2,0
"46711",0,0.675398441,69,2,0.008972268,4300,6,0,0,0,2,0
"46721",0,0.533933258,43,0,0.478664524,2600,4,0,1,1,2,0
"4673",0,0.9999999,71,0,0.192944746,4500,10,0,2,1,0,1
"46741",0,0.9999999,73,0,0.213268706,5900,5,0,2,0,0,1
"46751",0,0.125449984,73,0,0.656126482,7333,13,1,1,0,0,1
"4676",0,0.252603351,49,2,0.561131387,6666,16,0,0,0,0,0
"46771",0,0.02621114,76,3,0.363754889,3125,9,0,0,1,1,0
"46781",0,0.113179054,42,3,0.44573985,4750,7,0,0,0,0,1
"4679",0,0.989802422,70,1,0.249016522,9000,0,0,2,0,0,1
"46801",0,0.112719752,42,0,0.357242925,4075,2,0,1,98,0,0
"46811",0,0.117725714,53,0,0,5416,2,1,0,0,0,0
"46821",0,0.9999999,56,2,0.138456345,3366,7,0,0,0,1,0
"46831",0,0.861387277,46,0,1.242805755,3000,4,0,2,0,3,0
"46841",0,0.03984696,50,1,0.287422167,3100,5,0,0,0,2,0
"46851",0,0.886697983,64,0,0.765948458,4000,6,0,1,0,0,1
"4686",0,0.77952215,36,0,0.245189042,2451,7,0,2,3,3,0
"46871",0,0.998996488,39,1,0.15208854,5912,3,0,1,0,1,1
"4688",0,1.274542429,46,0,0.462336014,5000,0,0,2,0,0,0
"46891",0,0.68301716,50,1,1.089054793,4222,8,0,1,0,4,0
"46901",0,0.527829779,79,0,0.685065611,9266,5,0,1,0,0,1
"46911",0,0.297753873,24,0,0.270287338,2603,1,1,3,0,5,1
"46921",0,0.430740859,34,0,0.567608098,8166,25,0,2,0,0,0
"4693",0,0.242648693,43,0,0.76519337,3300,9,0,0,1,0,0
"4694",0,0.9999999,72,0,0.149600806,3184,9,0,3,0,0,0
"46951",0,0.127997608,58,5,0.554776375,3000,10,5,0,0,2,1
"46961",0,0.937780584,40,0,0.93135436,2500,11,3,0,0,3,1
"46971",0,0.9999999,41,0,0.001894537,4988,11,0,0,2,0,0
"46981",0,2.658585354,45,0,0.445230819,8040,10,0,1,0,0,1
"46991",0,0.9999999,27,1,0.742309513,5000,4,0,1,0,1,1
"47001",0,0.637686659,34,0,1.179487179,800,8,0,0,0,0,0
"4701",0,0.9999999,62,0,0.008796481,3466,1,2,0,0,0,1
"4702",0,0.007668892,24,0,1.531841652,2833,5,1,2,0,2,0
"47031",0,0.019485247,43,2,0.354157764,12335,14,3,2,0,2,0
"47041",0,0.080566212,38,0,0.197512667,12920,6,0,3,1,1,0
"47051",0,0.02759816,34,0,3.590341382,6200,9,1,0,98,2,1
"4706",0,0.035106705,53,0,1.963316214,4454,5,0,0,0,0,0
"47071",0,0.263921219,63,1,0.127992889,4420,9,1,2,0,0,1
"47081",0,0.9999999,44,1,0.166797797,3100,2,0,1,0,0,0
"47091",0,0.497295338,43,0,0.566058906,4600,5,0,0,0,1,0
"47101",0,0.050855178,27,0,0.120058663,11496,7,0,1,1,4,0
"47111",0,0.003820637,28,0,0.51206553,7930,3,1,1,0,1,1
