"","y","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
"3538",1,7.7,0.32,0.62,10.6,0.036,56,153,0.9978,3.13,0.44,8.9,6
"14",1,6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,6
"2970",1,9.4,0.42,0.32,6.5,0.027,20,167,0.99479,3.08,0.43,10.6,5
"4207",1,7.3,0.18,0.65,1.4,0.046,28,157,0.9946,3.33,0.62,9.4,6
"1442",1,6.5,0.25,0.27,15.2,0.049,75,217,0.9972,3.19,0.39,9.9,5
"3225",1,7.6,0.56,0.12,10.4,0.096,22,177,0.9983,3.32,0.45,9.1,4
"3039",1,7.1,0.21,0.31,3.8,0.021,40,142,0.99215,3.17,0.39,10.8,7
"1414",1,7.6,0.28,0.39,1.2,0.038,21,115,0.994,3.16,0.67,10,6
"2732",1,6.9,0.52,0.54,7.9,0.036,23,169,0.99267,3.26,0.47,12.2,6
"1641",1,5.7,0.26,0.27,4.1,0.201,73.5,189.5,0.9942,3.27,0.38,9.4,6
"3069",1,5.8,0.29,0.05,0.8,0.038,11,30,0.9924,3.36,0.35,9.2,5
"1771",1,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7
"4335",1,6.7,0.22,0.37,1.6,0.028,24,102,0.9913,3.29,0.59,11.6,7
"3378",1,8.2,0.26,0.33,2.6,0.053,11,71,0.99402,2.89,0.49,9.5,5
"2654",1,6.9,0.38,0.32,8.5,0.044,36,152,0.9932,3.38,0.35,12,7
"597",1,5.7,0.33,0.32,1.4,0.043,28,93,0.9897,3.31,0.5,12.3,6
"2756",1,7.1,0.27,0.31,18.2,0.046,55,252,1,3.07,0.56,8.7,5
"1697",1,6.6,0.28,0.3,12.9,0.033,31,177,0.99479,3.12,0.39,11.2,6
"516",1,5.2,0.21,0.31,1.7,0.048,17,61,0.98953,3.24,0.37,12,7
"3519",1,7.7,0.28,0.35,15.3,0.056,31,117,0.9998,3.27,0.5,9.6,5
"2043",1,7.4,0.38,0.34,8.3,0.052,44,168,0.99627,3.11,0.52,9.2,5
"2405",1,6.4,0.32,0.23,16.2,0.055,36,176,0.9986,3.26,0.54,9.1,5
"1336",1,6.6,0.55,0.01,2.7,0.034,56,122,0.9906,3.15,0.3,11.9,5
"4499",1,7.4,0.18,0.3,8.8,0.064,26,103,0.9961,2.94,0.56,9.3,5
"1069",1,4.8,0.21,0.21,10.2,0.037,17,112,0.99324,3.66,0.48,12.2,7
"369",1,7.4,0.26,0.3,7.9,0.049,38,157,0.9963,3.13,0.48,8.9,6
"1695",1,7.8,0.28,0.22,1.4,0.056,24,130,0.9944,3.28,0.48,9.5,5
"3184",1,7.5,0.3,0.21,6.55,0.026,33,143,0.99244,2.92,0.35,11.1,5
"1198",1,7.7,0.28,0.24,2.4,0.044,29,157,0.99312,3.27,0.56,10.6,6
"926",1,7.2,0.26,0.44,7.1,0.027,25,126,0.993,3.02,0.34,11.1,8
"2174",1,6.3,0.27,0.37,7.9,0.047,58,215,0.99542,3.19,0.48,9.5,6
"2883",1,5.7,0.21,0.37,4.5,0.04,58,140,0.99332,3.29,0.62,10.6,6
"4686",1,6.7,0.34,0.4,2.1,0.033,34,111,0.98924,2.97,0.48,12.2,7
"3194",1,6.3,0.26,0.25,5.2,0.046,11,133,0.99202,2.97,0.68,11,6
"1918",1,8.4,0.3,0.25,17.75,0.047,25,218,1.00016,2.98,0.66,9.1,5
"3377",1,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6
"3223",1,7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,5
"3125",1,6.5,0.29,0.52,7.9,0.049,35,192,0.99551,3.16,0.51,9.5,6
"4193",1,6.5,0.38,0.34,3.4,0.036,34,200,0.9937,3.14,0.76,10,5
"1480",1,6.6,0.36,0.29,1.6,0.021,24,85,0.98965,3.41,0.61,12.4,9
"921",1,7.5,0.23,0.29,2.6,0.031,24,98,0.99194,3,0.54,10.9,6
"3360",1,7.7,0.42,0.38,8.1,0.061,49,144,0.9966,3.4,0.58,11,6
"89",1,5.3,0.275,0.24,7.4,0.038,28,114,0.99313,3.38,0.51,11,6
"2540",1,5.8,0.17,0.3,1.4,0.037,55,130,0.9909,3.29,0.38,11.3,6
"747",1,7.9,0.21,0.39,2,0.057,21,138,0.99176,3.05,0.52,10.9,5
"3730",1,6.2,0.3,0.21,1.1,0.032,31,111,0.9889,2.97,0.42,12.2,6
"566",1,5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,6
"3367",1,6.7,0.16,0.36,2,0.045,24,131,0.99284,3.3,0.59,10.5,6
"942",1,6,0.32,0.46,1.5,0.05,56,189,0.99308,3.24,0.49,9.6,5
"3566",1,7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,5
"3775",1,7.4,0.2,0.37,16.95,0.048,43,190,0.9995,3.03,0.42,9.2,6
"1756",1,7.8,0.2,0.2,1.4,0.036,25,83,0.99088,3.03,0.46,11.7,6
"1189",1,6.5,0.31,0.61,13,0.053,31,123,0.99708,3.09,0.5,9.3,6
"1538",1,7.2,0.29,0.4,13.6,0.045,66,231,0.9977,3.08,0.59,9.6,6
"1919",1,6.9,0.24,0.36,20.8,0.031,40,139,0.9975,3.2,0.33,11,6
"535",1,5.3,0.23,0.56,0.9,0.041,46,141,0.99119,3.16,0.62,9.7,5
"1957",1,5.9,0.34,0.31,2,0.03,38,142,0.98892,3.4,0.41,12.9,7
"4591",1,7.1,0.24,0.41,17.8,0.046,39,145,0.9998,3.32,0.39,8.7,5
"2578",1,5.9,0.46,0.14,2.7,0.042,27,160,0.9931,3.46,0.51,10.6,7
"3905",1,6.6,0.26,0.22,18.15,0.05,23,139,0.99904,3.06,0.5,9.2,5
"1713",1,6.6,0.425,0.25,2.35,0.034,23,87,0.99082,3.05,0.41,11.4,6
"3983",1,6.7,0.13,0.29,5.3,0.051,31,122,0.9944,3.44,0.37,9.7,6
"4575",1,6.6,0.35,0.35,6,0.063,31,150,0.99537,3.1,0.47,9.4,6
"64",1,6.4,0.37,0.19,3.5,0.068,18,101,0.9934,3.03,0.38,9,6
"4202",1,7.2,0.4,0.49,1.1,0.048,11,138,0.9929,3.01,0.42,9.3,5
"3066",1,6.5,0.29,0.42,10.6,0.042,66,202,0.99674,3.24,0.53,9.5,6
"2837",1,6.3,0.2,0.26,12.7,0.046,60,143,0.99526,3.26,0.35,10.8,6
"3115",1,6.8,0.57,0.29,2.2,0.04,15,77,0.9938,3.32,0.74,10.2,5
"1742",1,6.3,0.17,0.23,5.7,0.048,44,147,0.99382,3.08,0.54,10,5
"2101",1,8.6,0.18,0.28,0.8,0.032,25,78,0.99104,2.99,0.38,11.1,5
"3202",1,5.9,0.12,0.27,4.8,0.03,40,110,0.99226,3.55,0.68,12.1,6
"955",1,6.1,0.25,0.18,10.5,0.049,41,124,0.9963,3.14,0.35,10.5,5
"2042",1,6.4,0.14,0.31,1.2,0.034,53,138,0.99084,3.38,0.35,11.5,7
"3139",1,6.6,0.18,0.28,1.7,0.041,53,161,0.99207,3.13,0.45,10.2,6
"37",1,6.4,0.24,0.23,7.3,0.069,31,157,0.9962,3.25,0.53,9.1,5
"1357",1,5.1,0.25,0.36,1.3,0.035,40,78,0.9891,3.23,0.64,12.1,7
"511",1,6.9,0.21,0.28,2.4,0.056,49,159,0.9944,3.02,0.47,8.8,8
"442",1,5.4,0.29,0.38,1.2,0.029,31,132,0.98895,3.28,0.36,12.4,6
"1309",1,7.1,0.28,0.26,2.8,0.039,50,118,0.9908,3.06,0.59,11.2,6
"1051",1,7.3,0.28,0.36,12.7,0.04,38,140,0.998,3.3,0.79,9.6,6
"394",1,6.4,0.21,0.34,16.05,0.04,56,142,0.99678,3.11,0.38,10.6,5
"4213",1,7.1,0.21,0.72,1.6,0.167,65,120,0.99324,2.97,0.51,9.2,5
"366",1,7,0.24,0.36,2.8,0.034,22,112,0.99,3.19,0.38,12.6,8
"3276",1,9.2,0.16,0.49,2,0.044,18,107,0.99514,3.1,0.53,10.2,4
"2599",1,5.9,0.32,0.28,4.7,0.039,34,94,0.98964,3.22,0.57,13.1,7
"2636",1,6.4,0.31,0.38,2.9,0.038,19,102,0.9912,3.17,0.35,11,7
"3343",1,5.8,0.18,0.37,1.1,0.036,31,96,0.98942,3.16,0.48,12,6
"4139",1,6.8,0.27,0.29,4.6,0.046,6,88,0.99458,3.34,0.48,10.6,4
"2081",1,6.4,0.25,0.3,5.5,0.038,15,129,0.9948,3.14,0.49,9.6,6
"2632",1,7.8,0.22,0.36,1.4,0.056,21,153,0.993,3.2,0.53,10.4,6
"4680",1,7.4,0.18,0.36,13.1,0.056,72,163,1,3.42,0.35,9.1,6
"419",1,6.2,0.28,0.28,4.3,0.026,22,105,0.989,2.98,0.64,13.1,8
"970",1,8.4,0.27,0.46,8.7,0.048,39,197,0.9974,3.14,0.59,9.6,6
"3603",1,6.9,0.22,0.43,6.4,0.042,34,115,0.99293,3.05,0.51,10.8,6
"4556",1,6.2,0.33,0.14,4.8,0.052,27,128,0.99475,3.21,0.48,9.4,5
"365",1,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7
"2127",1,7.9,0.18,0.37,1.2,0.04,16,75,0.992,3.18,0.63,10.8,5
"2774",1,7.1,0.21,0.4,1.2,0.069,24,156,0.9928,3.42,0.43,10.6,6
"238",1,6.8,0.35,0.53,10.1,0.053,37,151,0.9963,3.07,0.4,9.4,5
"4815",1,6.3,0.22,0.43,4.55,0.038,31,130,0.9918,3.35,0.33,11.5,7
"3577",1,6.5,0.29,0.52,1.7,0.034,41,193,0.99223,3.25,0.59,10.4,6
"623",1,6.3,0.2,0.26,1.6,0.027,36,141,0.99268,3.53,0.56,10.8,6
"4295",1,6.4,0.44,0.44,14.4,0.048,29,228,0.99955,3.26,0.54,8.8,7
"298",1,8.3,0.16,0.37,7.9,0.025,38,107,0.99306,2.93,0.37,11.9,6
"4083",1,5.3,0.4,0.25,3.9,0.031,45,130,0.99072,3.31,0.58,11.75,7
"4085",1,7.4,0.39,0.23,7,0.033,29,126,0.994,3.14,0.42,10.5,5
"269",1,6.9,0.21,0.62,6.3,0.042,7,109,0.99358,2.96,0.59,10.2,6
"3174",1,6.9,0.22,0.37,15,0.053,59,178,0.9992,3.37,0.82,9.5,7
"4672",1,6.3,0.19,0.29,2,0.022,33,96,0.98902,3.04,0.54,12.8,7
"2224",1,7.4,0.19,0.3,1.4,0.057,33,135,0.993,3.12,0.5,9.6,6
"1580",1,7,0.24,0.47,1.3,0.043,18,131,0.99176,3.19,0.45,11,6
"897",1,5.9,0.17,0.28,0.7,0.027,5,28,0.98985,3.13,0.32,10.6,5
"3204",1,6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,7
"3017",1,6.3,0.21,0.31,1.2,0.043,30,117,0.99158,3.49,0.68,11,6
"4109",1,6.9,0.22,0.32,5.8,0.041,20,119,0.99296,3.17,0.55,11.2,6
"33",1,6.4,0.33,0.44,8.9,0.055,52,164,0.99488,3.1,0.48,9.6,5
"364",1,5.8,0.33,0.23,5,0.053,29,106,0.99458,3.13,0.52,9,5
"2258",1,6.2,0.22,0.3,12.4,0.054,108,152,0.99728,3.1,0.47,9.5,6
"3574",1,7.3,0.18,0.29,1.2,0.044,12,143,0.9918,3.2,0.48,11.3,7
"1133",1,5.8,0.28,0.66,9.1,0.039,26,159,0.9965,3.66,0.55,10.8,5
"1800",1,7.5,0.34,0.24,3.85,0.031,5,34,0.99098,3.01,0.36,11.8,4
"3503",1,6.6,0.34,0.25,4.8,0.038,16,121,0.99198,3.36,0.71,12.6,6
"2401",1,7.2,0.2,0.28,1.6,0.028,13,168,0.99203,3.17,1.06,11.5,6
"3318",1,6.4,0.105,0.29,1.1,0.035,44,140,0.99142,3.17,0.55,10.7,7
"368",1,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,7
"2561",1,8.1,0.2,0.4,2,0.037,19,87,0.9921,3.12,0.54,11.2,6
"2743",1,6.9,0.25,0.24,1.8,0.053,6,121,0.993,3.23,0.7,11.4,5
"2216",1,5.9,0.21,0.24,12.1,0.044,53,165,0.9969,3.25,0.39,9.5,5
"4323",1,7.7,0.43,0.37,10,0.169,22,210,0.99776,3.02,0.64,9.5,5
"771",1,6.5,0.2,0.35,3.9,0.04,27,140,0.99102,2.98,0.53,11.8,6
"730",1,5.1,0.305,0.13,1.75,0.036,17,73,0.99,3.4,0.51,12.3333333333333,5
"4379",1,5.5,0.16,0.22,4.5,0.03,30,102,0.9938,3.24,0.36,9.4,6
"2066",1,7.3,0.26,0.53,12.7,0.047,60.5,156,0.9984,3.06,0.45,9.1,6
"772",1,7,0.17,0.33,4,0.034,17,127,0.9934,3.19,0.39,10.6,7
"1504",1,4.5,0.19,0.21,0.95,0.033,89,159,0.99332,3.34,0.42,8,5
"433",1,6,0.25,0.28,2.2,0.026,54,126,0.9898,3.43,0.65,12.9,8
"2074",1,6.9,0.21,0.49,1.4,0.041,15,164,0.9927,3.25,0.63,11,5
"4546",1,6.4,0.28,0.23,6,0.051,50,162,0.994,3.15,0.52,10.2,5
"4521",1,8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,6
"4559",1,6.9,0.13,0.28,13.3,0.05,47,132,0.99655,3.34,0.42,10.1,6
"3611",1,7.7,0.38,0.23,10.8,0.03,28,95,0.99164,2.93,0.41,13.6,6
"3862",1,6.2,0.35,0.29,7.3,0.044,56,244,0.9956,3.36,0.55,10,6
"2780",1,6.8,0.39,0.31,14.35,0.043,28,162,0.9988,3.17,0.54,9.1,5
"1968",1,6.2,0.35,0.31,2.6,0.036,37,92,0.98938,3.27,0.53,12.8,7
"470",1,6.7,0.29,0.45,14.3,0.054,30,181,0.99869,3.14,0.57,9.1,5
"1938",1,6.6,0.46,0.49,7.4,0.052,19,184,0.9956,3.11,0.38,9,5
"4146",1,6,0.67,0.07,1.2,0.06,9,108,0.9931,3.11,0.35,8.7,4
"3850",1,7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,5
"4674",1,6.7,0.39,0.24,2.7,0.017,22,80,0.99084,3.03,0.37,11.5,5
"374",1,8.4,0.2,0.31,2.8,0.054,16,89,0.99416,2.96,0.45,9.5,6
"2642",1,7.1,0.28,0.19,7.8,0.04,48,184,0.99579,3.16,0.5,9.4,5
"3296",1,7.3,0.28,0.37,1.2,0.039,26,99,0.99198,3.01,0.62,10.8,5
"635",1,6.2,0.33,0.41,16.8,0.037,58,173,0.99882,3.25,0.57,9.4,6
"1595",1,5.7,0.45,0.42,1.1,0.051,61,197,0.9932,3.02,0.4,9,5
"3342",1,5.9,0.3,0.47,7.85,0.03,19,133,0.9933,3.52,0.43,11.5,7
"4404",1,7.3,0.32,0.29,1.5,0.038,32,144,0.99296,3.2,0.55,10.8,5
"3362",1,6.9,0.22,0.37,15,0.053,59,178,0.9992,3.37,0.82,9.5,7
"1858",1,6.4,0.3,0.16,7.5,0.05,55,191,0.9959,3.17,0.49,9,5
"3999",1,6.7,0.19,0.34,1,0.022,22,94,0.9912,3.23,0.57,11.1,6
"3618",1,9.2,0.32,0.42,1.3,0.046,14,186,0.9949,3.08,0.48,9.6,5
"978",1,6.1,0.2,0.17,1.6,0.048,46,129,0.991,3.3,0.43,11.4,6
"585",1,7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5
"1206",1,7.8,0.21,0.34,11.9,0.039,55,140,0.9959,3.02,0.31,10.3,6
"4409",1,7.3,0.26,0.33,17.85,0.049,41.5,195,1,3.06,0.44,9.1,7
"4510",1,3.8,0.31,0.02,11.1,0.036,20,114,0.99248,3.75,0.44,12.4,6
"4219",1,6.9,0.19,0.35,1.7,0.036,33,101,0.99315,3.21,0.54,10.8,7
"3614",1,6,0.395,0,1.4,0.042,7,55,0.99135,3.37,0.38,11.2,4
"3847",1,6.6,0.21,0.3,9.9,0.041,64,174,0.995,3.07,0.5,10.1,6
"2283",1,6.9,0.41,0.33,10.1,0.043,28,152,0.9968,3.2,0.52,9.4,5
"2720",1,6.2,0.33,0.19,5.6,0.042,22,143,0.99425,3.15,0.63,9.9,5
"4877",1,5.8,0.13,0.26,5.1,0.039,19,103,0.99478,3.36,0.47,9.3,6
"407",1,6.8,0.2,0.59,0.9,0.147,38,132,0.993,3.05,0.38,9.1,6
"987",1,7,0.32,0.27,7.1,0.027,37,122,0.99165,3.15,0.6,12.6,7
"4353",1,6.8,0.23,0.42,7.4,0.044,56,189,0.9958,3.22,0.48,9.3,6
"544",1,6.8,0.27,0.42,7.3,0.054,58,200,0.99556,3.12,0.49,9.4,6
"351",1,8,0.28,0.3,8.4,0.03,35,115,0.99192,2.93,0.42,12.3,6
"1803",1,6.5,0.26,0.28,12.5,0.046,80,225,0.99685,3.18,0.41,10,6
"4839",1,6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,5
"4140",1,9.2,0.22,0.4,2.4,0.054,18,151,0.9952,3.04,0.46,9.3,4
"2393",1,6,0.24,0.27,1.9,0.048,40,170,0.9938,3.64,0.54,10,7
"2622",1,7.8,0.21,0.49,1.35,0.052,6,48,0.9911,3.15,0.28,11.4,5
"4337",1,6.2,0.27,0.32,6.3,0.048,47,159,0.99282,3.21,0.6,11,6
"1625",1,6.6,0.24,0.35,7.7,0.031,36,135,0.9938,3.19,0.37,10.5,5
"4896",1,6.5,0.26,0.39,1.4,0.02,12,66,0.99089,3.25,0.75,11.3,7
"4383",1,9.6,0.21,0.28,1.2,0.038,12,53,0.9926,2.8,0.46,10.6,5
"510",1,6.2,0.26,0.19,3.4,0.049,47,172,0.9924,3.14,0.43,10.4,6
"3500",1,4.9,0.235,0.27,11.75,0.03,34,118,0.9954,3.07,0.5,9.4,6
"2645",1,7.8,0.28,0.49,1.3,0.046,27,142,0.9936,3.09,0.59,10.2,5
"171",1,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8
"3507",1,6.9,0.17,0.22,4.6,0.064,55,152,0.9952,3.29,0.37,9.3,6
"686",1,9,0.55,0.3,8.1,0.026,14,71,0.993,2.94,0.36,11.8,5
"4466",1,6.1,0.21,0.19,1.4,0.046,51,131,0.99184,3.22,0.39,10.5,5
"930",1,8,0.23,0.35,9.2,0.044,53,186,0.997,3.09,0.56,9.5,7
"2411",1,6.5,0.28,0.28,20.4,0.041,40,144,1.0002,3.14,0.38,8.7,5
"284",1,6.1,0.33,0.32,7.8,0.052,52,183,0.99657,3.39,0.65,9.5,5
"1830",1,7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,5
"4244",1,6.1,0.24,0.32,9,0.031,41,134,0.99234,3.25,0.26,12.3,7
"3872",1,6.6,0.64,0.28,4.4,0.032,19,78,0.99036,3.11,0.62,12.9,6
"2880",1,8.7,0.3,0.59,1.7,0.046,10,70,0.99373,3.06,0.56,10.8,4
"4128",1,6,0.16,0.3,6.7,0.043,43,153,0.9951,3.63,0.46,10.6,5
"2322",1,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7
"1835",1,7.4,0.16,0.3,1.4,0.064,34,166,0.99136,3.11,0.42,11.4333333333333,6
"2586",1,6.6,0.32,0.36,8,0.047,57,168,0.9949,3.15,0.46,9.6,5
"2563",1,7.1,0.34,0.31,5.2,0.032,36,140,0.99166,3.35,0.47,12.3,7
"462",1,8.1,0.19,0.58,16.65,0.049,48,181,1.0006,3.2,0.62,9.1,6
"3953",1,6.8,0.23,0.32,8.6,0.046,47,159,0.99452,3.08,0.52,10.5,6
"4671",1,5.6,0.21,0.24,4.4,0.027,37,150,0.991,3.3,0.31,11.5,7
"3831",1,7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,6
"3970",1,5.5,0.24,0.45,1.7,0.046,22,113,0.99224,3.22,0.48,10,5
"2208",1,7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,6
"3556",1,7.2,0.34,0.34,12.6,0.048,7,41,0.9942,3.19,0.4,11.7,5
"940",1,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7
"526",1,6.5,0.22,0.72,6.8,0.042,33,168,0.9958,3.12,0.36,9.2,6
"4780",1,7,0.15,0.29,16.4,0.058,45,110,0.9978,3.15,0.37,9.7,6
"2973",1,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,7
"1183",1,6.1,0.23,0.45,10.6,0.094,49,169,0.99699,3.05,0.54,8.8,5
"2242",1,6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,5
"328",1,6.9,0.41,0.22,4.2,0.031,10,102,0.993,3,0.86,11.6,4
"2356",1,7.5,0.19,0.34,2.6,0.037,33,125,0.9923,3.1,0.49,11.1,7
"2812",1,8.2,0.27,0.43,1.6,0.035,31,128,0.9916,3.1,0.5,12.3,6
"3795",1,8,0.18,0.37,1.3,0.04,15,96,0.9912,3.06,0.61,12.1,6
"681",1,7.5,0.3,0.71,1.3,0.16,44,149,0.9948,3.08,0.42,8.9,5
"1521",1,6,0.16,0.37,1.5,0.025,43,117,0.9928,3.46,0.51,9.7,6
"2677",1,6.6,0.28,0.42,8.2,0.044,60,196,0.99562,3.14,0.48,9.4,5
"3011",1,6.6,0.26,0.38,6.5,0.17,68,201,0.9956,3.19,0.38,9.4,6
"542",1,6.8,0.38,0.29,9.9,0.037,40,146,0.99326,3.11,0.37,11.5,6
"2695",1,7.1,0.39,0.79,1.4,0.194,23,90,0.99212,3.17,0.46,10.5,6
"2007",1,6.4,0.28,0.19,5.4,0.042,67,181,0.99435,3.31,0.35,10.2,6
"1902",1,7.4,0.25,0.37,13.5,0.06,52,192,0.9975,3,0.44,9.1,5
"682",1,5.8,0.3,0.12,1.6,0.036,57,163,0.99239,3.38,0.59,10.5,6
"2015",1,6.5,0.25,0.32,9.9,0.045,41,128,0.99636,3.18,0.52,9.6,6
"4651",1,7.7,0.27,0.35,5.3,0.03,30,117,0.992,3.11,0.42,12.2,6
"4835",1,7.3,0.2,0.39,2.3,0.048,24,87,0.99044,2.94,0.35,12,6
"843",1,7.9,0.21,0.4,1.2,0.039,38,107,0.992,3.21,0.54,10.8,6
"4476",1,7.5,0.18,0.31,6.5,0.029,53,160,0.99276,3.03,0.38,10.9,6
"24",1,6.4,0.18,0.48,18,0.054,56,183,1.00038,2.98,0.61,8.5,6
"2771",1,7.2,0.34,0.28,10.4,0.108,43,187,0.99738,2.96,0.57,9.4,5
"820",1,9,0.26,0.34,6.7,0.029,21,162,0.99497,3.08,0.5,10.6,6
"1739",1,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7
"4820",1,6.7,0.24,0.36,8.4,0.042,42,123,0.99473,3.34,0.52,10.9,6
"2113",1,6.3,0.24,0.29,1.6,0.052,48,185,0.9934,3.21,0.5,9.4,5
"4625",1,6.1,0.25,0.24,12.1,0.046,51,172,0.998,3.35,0.45,9.5,5
"4059",1,6.9,0.24,0.37,6.1,0.027,38,112,0.99086,3.19,0.34,12.4,6
"402",1,5.3,0.58,0.07,6.9,0.043,34,149,0.9944,3.34,0.57,9.7,5
"228",1,8,0.18,0.49,1.8,0.061,10,145,0.9942,3.23,0.48,10,5
"349",1,7.2,0.29,0.4,7.6,0.024,56,177,0.9928,3.04,0.32,11.5,6
"2514",1,8,0.3,0.28,5.7,0.044,31,124,0.9948,3.16,0.51,10.2,6
"3070",1,6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6,6
"304",1,9.2,0.28,0.46,3.2,0.058,39,133,0.996,3.14,0.58,9.5,5
"2678",1,6.3,0.15,0.3,1.4,0.022,38,100,0.99099,3.42,0.57,11.4,7
"1540",1,6.6,0.26,0.28,9.4,0.028,13,121,0.99254,3.17,0.34,12.1,6
"3886",1,6.6,0.22,0.37,1.2,0.059,45,199,0.993,3.37,0.55,10.3,7
"1554",1,5.8,0.33,0.23,5,0.053,29,106,0.99458,3.13,0.52,9,5
"3720",1,7.4,0.26,0.31,2.4,0.043,58,178,0.9941,3.42,0.68,10.6,6
"2344",1,8.4,0.35,0.56,13.8,0.048,55,190,0.9993,3.07,0.58,9.4,6
"2621",1,6.6,0.24,0.27,1.4,0.057,33,152,0.9934,3.22,0.56,9.5,6
"2479",1,6.2,0.34,0.28,7.5,0.034,40,197,0.99485,3.14,0.6,9.7,5
"913",1,6.8,0.32,0.37,3.4,0.023,19,87,0.9902,3.14,0.53,12.7,6
"2298",1,6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11,7
"3647",1,6.5,0.13,0.27,2.6,0.035,32,76,0.9914,3.21,0.76,11.3333333333333,6
"3858",1,8.8,0.2,0.43,15,0.053,60,184,1.0008,3.28,0.79,8.8,6
"1642",1,5.6,0.35,0.14,5,0.046,48,198,0.9937,3.3,0.71,10.3,5
"2162",1,8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,6
"1377",1,8.8,0.2,0.28,1.1,0.018,18,72,0.9926,2.97,0.35,10.4,5
"3685",1,7,0.36,0.3,5,0.04,40,143,0.99173,3.33,0.42,12.2,7
"4469",1,8.5,0.3,0.28,3.1,0.054,54,174,0.99543,3.21,0.43,9.4,6
"1589",1,9.8,0.36,0.46,10.5,0.038,4,83,0.9956,2.89,0.3,10.1,4
"966",1,7.6,0.48,0.28,10.4,0.049,57,205,0.99748,3.24,0.45,9.3,5
"1809",1,8.4,0.35,0.56,13.8,0.048,55,190,0.9993,3.07,0.58,9.4,6
"134",1,6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6
"4536",1,4.2,0.215,0.23,5.1,0.041,64,157,0.99688,3.42,0.44,8,3
"2660",1,7.1,0.26,0.19,8.2,0.051,53,187,0.996,3.16,0.52,9.7,5
"573",1,6.4,0.34,0.23,6.3,0.039,37,143,0.9944,3.19,0.65,10,6
"3049",1,7.1,0.2,0.31,7.4,0.053,32,211,0.99587,3.31,0.59,10.4,6
"2647",1,6.1,0.27,0.32,6.2,0.048,47,161,0.99281,3.22,0.6,11,6
"4167",1,6.8,0.34,0.44,6.6,0.052,28,156,0.9955,3.14,0.41,9.6,5
"1826",1,7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6
"2309",1,6.1,0.34,0.24,18.35,0.05,33,184,0.99943,3.12,0.61,9.3,5
"390",1,5,0.24,0.34,1.1,0.034,49,158,0.98774,3.32,0.32,13.1,7
"2960",1,5.8,0.15,0.28,0.8,0.037,43,127,0.99198,3.24,0.51,9.3,5
"2011",1,7.1,0.18,0.39,14.5,0.051,48,156,0.99947,3.35,0.78,9.1,5
"476",1,5.3,0.31,0.38,10.5,0.031,53,140,0.99321,3.34,0.46,11.7,6
"3228",1,6.2,0.3,0.33,3.5,0.037,37,155,0.98987,3.18,0.37,12.4,6
"4069",1,6.9,0.3,0.36,0.9,0.037,40,156,0.98968,3.08,0.36,12.1,6
"546",1,7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,5
"2186",1,5.9,0.34,0.31,2,0.03,38,142,0.98892,3.4,0.41,12.9,7
"1916",1,6.4,0.25,0.3,5.5,0.038,15,129,0.9948,3.14,0.49,9.6,6
"2559",1,8.8,0.19,0.3,5,0.028,34,120,0.99242,2.94,0.47,11.2,5
"1491",1,8.2,0.26,0.44,1.3,0.046,7,69,0.9944,3.14,0.62,10.2,4
