"","y","school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3"
"4621",0,"GP","M",17,"U","GT3","T",1,1,"other","other","course","mother",1,2,1,"no","yes","no","no","yes","yes","yes","no",4,4,5,1,5,3,2,11,10,12
"4631",0,"GP","F",17,"U","GT3","T",1,1,"other","services","course","mother",3,1,0,"no","no","no","no","yes","yes","yes","no",5,2,5,1,3,4,0,8,10,11
"4641",0,"MS","F",15,"U","GT3","T",1,3,"services","other","other","father",2,2,0,"no","yes","no","no","yes","yes","yes","no",4,3,2,1,1,4,4,7,15,16
"465",0,"GP","F",16,"R","LE3","T",4,1,"teacher","other","other","father",1,2,0,"no","no","no","no","yes","yes","yes","no",4,4,3,1,1,5,0,15,12,12
"466",0,"GP","F",17,"R","GT3","T",1,4,"services","teacher","course","mother",4,2,0,"no","yes","no","yes","yes","yes","yes","no",3,4,2,1,1,4,6,12,10,14
"467",0,"GP","M",15,"U","LE3","A",3,2,"at_home","services","home","mother",3,1,0,"no","yes","no","yes","no","yes","yes","no",3,2,3,1,2,5,8,17,12,14
"4681",0,"GP","M",18,"U","GT3","T",3,4,"health","other","course","mother",1,1,0,"no","yes","no","yes","yes","yes","yes","no",4,3,3,3,2,5,0,14,13,8
"4691",0,"MS","F",16,"R","GT3","T",2,4,"at_home","other","reputation","mother",2,1,1,"no","yes","no","no","no","yes","no","no",4,3,1,1,4,4,0,13,12,13
"4701",0,"GP","F",16,"U","GT3","T",1,1,"services","services","course","father",1,1,0,"no","yes","no","yes","yes","yes","yes","yes",4,2,1,2,1,5,4,13,12,11
"471",0,"MS","M",17,"R","GT3","T",1,3,"services","services","course","other",2,1,1,"no","yes","no","no","no","yes","yes","no",3,3,5,2,2,3,0,9,16,11
"4721",0,"MS","F",16,"U","GT3","A",2,3,"services","services","reputation","mother",1,1,3,"no","no","no","yes","no","yes","yes","no",4,3,4,4,2,4,0,11,9,13
"473",0,"GP","M",19,"U","GT3","T",3,3,"other","at_home","course","father",2,1,0,"no","yes","no","no","yes","yes","yes","no",4,4,5,2,2,3,8,14,8,10
"4741",0,"MS","M",18,"U","GT3","T",3,4,"at_home","teacher","course","mother",2,2,0,"no","no","no","no","yes","yes","yes","no",3,4,1,1,1,3,4,10,8,11
"4751",0,"MS","F",15,"U","GT3","T",2,4,"at_home","other","course","father",1,3,0,"no","yes","yes","yes","yes","yes","yes","no",5,4,3,2,4,2,2,17,9,11
"4761",0,"MS","M",16,"U","GT3","T",2,1,"other","other","course","mother",1,3,0,"no","no","no","yes","yes","yes","yes","no",5,1,1,2,2,3,0,10,16,10
"4771",0,"MS","F",18,"U","GT3","T",3,3,"other","teacher","course","mother",1,2,0,"no","yes","no","yes","yes","no","yes","no",4,4,3,1,1,5,0,11,0,11
"4781",0,"MS","F",17,"U","LE3","A",3,4,"other","other","reputation","father",1,1,0,"no","yes","yes","yes","yes","yes","yes","no",4,3,2,1,2,2,14,9,9,14
"4791",0,"MS","M",16,"U","GT3","T",2,1,"services","other","course","mother",2,2,0,"no","yes","no","no","yes","yes","yes","no",5,4,3,1,2,1,0,12,18,10
"480",0,"MS","M",16,"U","GT3","T",1,2,"at_home","other","home","mother",1,1,0,"no","yes","no","no","no","yes","yes","yes",3,4,2,5,1,3,4,13,14,15
"481",0,"MS","F",17,"U","GT3","T",4,1,"other","other","home","mother",2,2,0,"no","yes","no","no","yes","yes","yes","no",5,2,4,1,3,3,0,11,12,14
"4821",0,"MS","F",16,"U","LE3","T",4,3,"at_home","services","course","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","no",3,4,2,2,1,3,6,10,13,16
"4831",0,"GP","M",15,"R","GT3","T",2,1,"other","services","reputation","mother",2,2,0,"no","yes","no","yes","yes","yes","yes","no",4,4,1,1,1,5,16,12,9,14
"4841",0,"MS","F",16,"U","GT3","T",3,2,"services","other","course","father",2,1,0,"no","no","no","no","yes","yes","yes","yes",4,3,5,1,3,3,0,9,15,11
"4851",0,"MS","M",17,"R","GT3","A",4,2,"at_home","other","reputation","mother",2,1,0,"no","no","no","yes","yes","yes","yes","no",3,4,1,1,1,4,16,12,12,12
"4861",0,"GP","M",16,"U","LE3","T",4,1,"services","other","reputation","father",3,1,0,"yes","yes","no","no","yes","yes","yes","no",5,3,3,1,1,1,4,11,12,12
"4871",0,"GP","M",18,"R","GT3","A",2,1,"other","other","course","father",1,2,0,"yes","yes","no","no","no","yes","yes","no",1,3,5,1,2,2,16,11,16,14
"488",0,"GP","F",17,"U","LE3","T",4,2,"services","at_home","course","mother",2,3,0,"yes","yes","no","no","yes","yes","yes","yes",3,4,2,1,1,2,0,7,11,14
"489",0,"GP","F",18,"R","LE3","T",4,3,"teacher","services","course","mother",3,3,0,"no","yes","no","no","yes","yes","yes","yes",4,4,2,1,1,5,9,15,10,13
"4901",0,"MS","F",15,"U","GT3","T",4,4,"other","services","course","mother",1,2,0,"yes","yes","no","yes","yes","yes","yes","no",5,2,5,1,1,4,2,12,12,13
"4911",0,"MS","M",17,"U","GT3","A",2,2,"other","other","other","mother",1,3,1,"no","yes","no","no","yes","yes","yes","yes",5,3,5,2,3,5,0,13,15,8
"4921",0,"GP","M",15,"R","GT3","T",4,2,"other","services","course","father",1,3,0,"no","yes","no","no","yes","yes","yes","no",4,1,4,2,1,3,2,8,11,13
"4931",0,"MS","F",17,"U","LE3","A",2,4,"other","other","course","father",2,2,0,"no","no","no","no","yes","yes","yes","no",4,1,2,1,1,1,2,5,12,11
"4941",0,"MS","M",17,"U","GT3","T",2,2,"services","other","home","father",3,3,0,"no","no","no","yes","yes","yes","no","no",4,1,3,2,1,5,0,10,6,12
"4951",0,"GP","F",18,"U","GT3","T",2,1,"other","services","course","other",1,1,0,"no","yes","no","yes","no","yes","yes","no",4,3,2,1,3,4,0,14,11,8
"496",0,"MS","F",17,"U","GT3","T",2,4,"other","other","course","mother",2,2,1,"no","no","no","no","no","yes","yes","yes",5,3,5,1,2,2,4,5,13,11
"4971",0,"GP","F",17,"R","GT3","T",1,1,"other","other","reputation","mother",2,2,0,"no","yes","no","no","no","yes","yes","no",3,4,4,1,2,3,0,9,9,13
"4981",0,"GP","F",18,"U","GT3","T",2,4,"health","services","reputation","mother",2,1,0,"no","yes","no","yes","yes","yes","yes","yes",3,3,2,1,4,1,0,13,6,10
"4991",0,"GP","F",17,"U","GT3","T",1,1,"other","other","home","mother",2,2,0,"no","no","no","no","yes","yes","yes","yes",5,3,3,1,2,5,2,11,12,9
"5001",0,"MS","M",18,"U","GT3","A",1,3,"health","other","other","mother",2,1,0,"no","no","no","yes","yes","yes","yes","no",3,4,5,1,2,2,2,11,8,12
"5011",0,"GP","M",16,"R","LE3","T",1,2,"other","services","reputation","father",2,1,0,"no","yes","yes","yes","yes","yes","yes","no",3,3,1,5,2,1,12,13,10,9
"502",0,"MS","M",18,"U","LE3","T",4,3,"other","other","home","mother",1,1,0,"no","no","no","no","no","yes","yes","no",4,1,2,1,3,5,4,10,7,14
"5031",0,"GP","F",16,"U","GT3","T",1,2,"services","services","reputation","father",2,2,0,"no","no","no","yes","yes","yes","yes","no",4,3,4,2,3,5,4,13,0,11
"5041",0,"MS","F",15,"R","LE3","T",2,1,"services","other","home","other",2,2,0,"no","yes","no","yes","yes","yes","no","no",5,2,3,1,1,5,4,12,9,8
"5051",0,"MS","M",15,"U","GT3","A",3,4,"other","other","course","father",2,2,0,"no","yes","no","no","yes","no","no","yes",4,4,3,1,1,5,6,13,15,8
"5061",0,"MS","M",18,"U","GT3","T",4,2,"other","at_home","reputation","father",1,2,0,"no","yes","no","yes","yes","yes","yes","no",4,4,2,1,2,5,12,17,0,11
"5071",0,"GP","M",17,"U","GT3","T",3,2,"services","services","course","mother",2,4,0,"no","no","no","yes","yes","yes","yes","no",4,3,2,2,1,5,0,12,13,14
"5081",0,"MS","F",17,"U","GT3","A",4,3,"at_home","other","home","mother",1,2,1,"no","yes","no","no","yes","yes","no","yes",1,3,3,1,2,3,4,12,13,12
"5091",0,"GP","M",15,"U","LE3","T",4,1,"services","services","reputation","mother",1,2,0,"no","no","no","yes","yes","yes","yes","no",4,4,4,1,5,1,3,13,8,9
"5101",0,"GP","M",18,"R","GT3","T",3,4,"other","services","course","mother",2,1,0,"no","yes","no","no","yes","yes","yes","no",4,2,3,1,1,2,4,11,16,12
"5111",0,"MS","F",15,"R","GT3","T",4,1,"services","services","course","father",2,1,0,"no","no","no","yes","no","yes","yes","no",4,4,1,1,2,2,0,10,10,13
"5121",0,"GP","M",15,"R","LE3","T",3,1,"services","services","reputation","father",1,2,0,"no","no","yes","yes","yes","yes","yes","no",5,4,3,1,1,1,6,12,12,17
"5131",0,"MS","M",16,"U","GT3","T",4,2,"other","other","reputation","mother",2,2,0,"no","yes","no","no","yes","yes","yes","no",5,4,3,1,2,3,0,12,10,7
"5141",0,"GP","F",17,"R","GT3","A",3,3,"teacher","services","course","father",1,2,0,"yes","yes","no","yes","no","yes","yes","no",3,3,3,1,1,4,0,6,11,10
"5151",0,"MS","F",18,"U","LE3","T",2,4,"at_home","other","course","mother",1,2,0,"no","no","no","yes","yes","yes","yes","no",5,5,5,4,1,1,0,11,10,10
"5161",0,"GP","F",16,"U","GT3","A",4,4,"other","other","home","father",3,3,1,"no","yes","no","yes","no","yes","no","no",3,3,3,2,1,1,2,10,9,11
"5171",0,"GP","M",16,"U","GT3","T",2,1,"other","health","other","mother",2,2,0,"no","no","no","no","yes","yes","yes","no",5,3,5,1,3,4,4,13,14,17
"5181",0,"GP","M",16,"U","GT3","T",4,2,"services","other","course","mother",1,3,0,"no","yes","no","no","no","yes","yes","no",1,5,3,1,3,3,2,7,11,17
"5191",0,"MS","F",15,"U","LE3","T",2,1,"other","other","other","mother",2,2,0,"no","no","no","yes","yes","yes","no","yes",4,2,3,2,1,5,8,14,11,16
