"","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15"
"12987",242500,3,1,940,7380,1,0,0,3,6,940,0,1959,0,98058,47.4516,-122.175,1210,8095
"12994",180000,3,1,1610,8500,1.5,0,0,3,7,1610,0,1959,0,98032,47.3717,-122.297,1070,8750
"12998",490000,3,3,1730,2940,3,0,0,3,7,1730,0,1985,0,98117,47.6911,-122.392,1690,4410
"13012",6e+05,4,2.75,2950,5803,2,0,0,3,9,2950,0,2007,0,98028,47.7368,-122.231,2940,5803
"13017",460000,3,2.25,1620,7350,1,0,0,3,7,1170,450,1969,0,98034,47.7248,-122.179,1800,7350
"13020",3e+05,3,1,1010,6300,1,0,0,3,7,1010,0,1957,0,98133,47.7304,-122.352,1480,7480
"13024",182700,3,2.25,1740,6650,1,0,0,3,7,1240,500,1978,0,98023,47.2979,-122.379,1740,7000
"13028",825000,3,2.5,3280,26413,1,0,3,3,11,2670,610,1985,0,98074,47.6395,-122.05,3280,25211
"13030",644500,4,2.5,2990,5342,2,0,0,3,8,2990,0,2004,0,98074,47.6124,-122.009,2990,5936
"13033",633100,4,2.5,2470,33305,2,0,0,3,9,2470,0,1993,0,98053,47.6303,-121.99,2440,33305
"13038",435000,3,2.25,1740,8491,1,0,0,3,8,1240,500,1958,0,98177,47.7758,-122.379,2080,8494
"13047",840000,4,2.5,3420,8405,2,0,0,3,10,3420,0,2000,0,98074,47.6328,-122.064,3230,8460
"13051",455000,4,1.5,1880,11400,1,0,0,3,7,1280,600,1955,0,98177,47.7718,-122.381,1880,11400
"13053",649000,5,3.25,3990,13087,2,0,0,3,9,2400,1590,1991,0,98042,47.3632,-122.061,2580,13633
"13064",338950,3,1.75,1610,22496,1,0,0,4,7,1610,0,1974,0,98042,47.3443,-122.073,2050,35772
"13067",549000,4,1.75,1290,3060,2,0,0,4,7,1290,0,1906,0,98103,47.6798,-122.348,1510,4080
"13075",305000,4,2.25,2340,5250,2,0,0,5,7,2340,0,1965,0,98118,47.5183,-122.266,1540,5250
"13077",931000,3,2.5,2460,6600,1.5,0,0,4,8,1560,900,1929,0,98109,47.6364,-122.351,2090,3400
"13095",460000,2,1.75,1390,4160,1,0,0,5,6,790,600,1916,0,98105,47.6681,-122.324,1090,4160
"13107",445830,3,2.5,1870,5449,2,0,0,3,8,1870,0,2003,0,98011,47.7557,-122.22,2000,7687
"13111",1135000,4,4.25,4590,17621,2,0,0,3,10,3160,1430,2003,0,98033,47.6973,-122.205,3800,12268
"13115",535000,2,1.75,1780,224769,1,0,0,4,8,1780,0,1976,0,98038,47.4158,-122.002,2060,71560
"13132",339950,4,2.25,2200,7150,2,0,0,4,7,2200,0,1990,0,98042,47.3595,-122.089,1740,7150
"13136",555000,4,2.5,2450,5079,2,0,0,3,9,2450,0,2001,0,98056,47.5214,-122.191,2690,6675
"13137",468000,2,1.75,1250,7029,1,0,0,4,7,1250,0,1986,0,98033,47.6936,-122.186,1680,8470
"13140",730100,4,2.5,3120,14300,2,0,0,3,9,3120,0,2003,0,98027,47.5318,-122.055,2580,10005
"13142",570000,3,2.5,2420,11953,1,0,0,3,9,2420,0,1990,0,98074,47.6285,-122.054,2420,12215
"13144",525000,5,2.5,2630,9216,2,0,0,3,8,2630,0,2003,0,98019,47.7379,-121.966,2020,4980
"13145",520000,2,1,950,3880,1,0,0,4,6,950,0,1919,0,98117,47.687,-122.389,1660,3880
"13146",417400,3,3,2680,12285,1,0,0,4,8,2680,0,1970,0,98055,47.4633,-122.196,2610,9558
"13157",637000,4,2.5,1710,5000,1,0,0,3,8,1110,600,1979,0,98115,47.6772,-122.285,1750,5304
"13158",485000,5,1.5,1420,9900,1,0,0,3,7,1050,370,1964,0,98008,47.6348,-122.118,1580,8075
"13165",425000,2,1,1160,5038,1,0,0,5,7,740,420,1942,0,98126,47.5304,-122.38,1160,5076
"13180",375000,3,1,1230,9877,1,0,0,3,7,1230,0,1954,0,98006,47.5745,-122.136,1240,9965
"13181",335000,3,2,1490,8847,1,0,0,4,7,1490,0,1967,0,98177,47.7639,-122.363,1640,7572
"13192",380000,4,2.25,1860,7980,1,0,0,4,8,1860,0,1966,0,98058,47.4524,-122.15,1860,8814
"13196",525000,3,1,1010,3520,1,0,0,3,7,1010,0,1902,0,98102,47.6208,-122.319,1300,1233
"13200",835000,4,2,3390,16025,2,0,0,4,10,3390,0,1987,0,98077,47.7222,-122.056,3950,15277
"13203",198900,2,1,1210,18700,1,0,0,4,7,1210,0,1940,0,98042,47.3752,-122.166,2250,10048
"13204",1085000,4,3.25,3740,12080,1,0,0,3,10,2000,1740,1988,0,98077,47.7214,-122.056,4210,15277
"13208",259000,3,2.5,2740,7980,2,0,0,4,7,2740,0,1964,0,98168,47.473,-122.3,1470,8611
"13209",551000,2,2,2260,9604,1,0,0,3,9,2260,0,1990,0,98011,47.7718,-122.208,2260,10747
"13211",635000,4,2.25,2350,46173,2,0,0,4,8,2350,0,1980,0,98053,47.6657,-122.067,2390,36567
"13212",395000,3,2.5,2300,8938,2,0,0,3,9,2300,0,1989,0,98031,47.4181,-122.211,2570,9694
"13213",370000,3,1,1440,8287,1.5,0,0,4,7,1440,0,1928,0,98155,47.7438,-122.315,1330,8285
"13215",402000,3,1,1200,6825,1,0,0,3,7,1200,0,1954,2013,98133,47.7491,-122.353,1470,8100
"13218",455000,5,2,1510,3000,2,0,0,3,6,1510,0,1983,0,98122,47.6029,-122.304,1610,3600
"13220",713500,5,2.75,2920,9163,1,0,0,4,8,1520,1400,1976,0,98006,47.5668,-122.169,2250,9163
"13224",543000,2,1,940,3864,1,0,0,4,8,940,0,1918,0,98103,47.6631,-122.345,1440,3956
"13229",150000,4,2,1460,7254,1,0,0,3,6,1460,0,1959,0,98178,47.5056,-122.254,1460,7236
"13232",255000,2,1,1320,9967,1,0,0,3,6,940,380,1919,0,98108,47.5693,-122.296,1970,7587
"13240",316000,2,1,730,5040,1,0,0,3,6,730,0,1927,0,98126,47.5387,-122.374,790,5040
"13242",299000,3,1,1200,15843,1,0,2,3,7,1200,0,1955,0,98045,47.4991,-121.779,1410,15843
"13243",559000,2,1,1240,6400,1,0,1,4,7,1060,180,1938,0,98126,47.5493,-122.377,1240,6400
"13244",575000,3,2.25,2680,100188,2,0,0,4,8,1580,1100,1978,0,98027,47.4776,-122.02,2540,60548
"13259",260000,3,2.5,1850,7875,1,0,0,3,7,1250,600,1968,0,98058,47.434,-122.171,1930,8062
"13261",781000,3,2.5,1920,1896,3,0,3,3,8,1920,0,2000,0,98103,47.6616,-122.356,1670,2994
"13267",450000,3,2,1610,4364,2,0,0,3,8,1610,0,1996,0,98029,47.5672,-122.004,2010,4364
"13274",609950,3,2.25,1760,10350,1,0,0,4,7,1330,430,1979,0,98033,47.6605,-122.188,2210,11337
"13279",370000,3,1,1170,1105,1,0,0,3,7,1170,0,1965,0,98126,47.5448,-122.375,1380,1399
"13280",717500,3,1,2090,4000,1.5,0,2,3,8,1890,200,1931,0,98199,47.6393,-122.392,2090,4000
"13285",272000,2,1,670,6300,1,0,0,4,6,670,0,1942,0,98126,47.5145,-122.374,740,6300
"13286",6e+05,3,1.75,1880,6360,1,0,0,4,7,1040,840,1945,0,98115,47.6878,-122.286,1770,6175
"13300",7e+05,4,3,3350,199253,2,0,0,3,10,3350,0,2004,0,98010,47.3602,-121.988,3350,183897
"13301",328000,4,1,1360,8136,1,0,0,3,7,1360,0,1948,0,98133,47.7366,-122.333,1570,8132
"13305",271000,4,1.75,1490,9112,1,0,0,3,6,970,520,1940,0,98146,47.4991,-122.345,1650,8411
"13310",335000,2,2.25,1420,1246,2,0,0,3,8,1420,0,2007,0,98106,47.5394,-122.368,1420,1826
"13313",6e+05,2,2.25,2320,18919,2,1,4,4,8,2320,0,1976,0,98070,47.3905,-122.462,1610,18919
"13314",667000,3,1.75,1770,3880,1,0,0,3,8,1300,470,1963,0,98117,47.6846,-122.392,1430,3880
"13318",580000,2,1,1650,9780,1,0,0,3,7,950,700,1943,0,98199,47.6549,-122.394,1650,5458
"13319",570000,4,2.25,2380,36446,2,0,0,4,8,2380,0,1977,0,98077,47.7644,-122.072,2790,40005
"13322",275000,3,2,1340,9764,1,0,0,3,7,1340,0,1944,0,98052,47.6786,-122.161,1310,9764
"13325",8e+05,4,2,2450,4400,1,0,0,3,7,1450,1000,1913,1980,98102,47.6414,-122.327,1890,1386
"13326",350000,3,1.5,1870,9000,1,0,0,3,7,1120,750,1923,0,98108,47.5224,-122.318,1850,6000
"13332",435010,3,1,1270,4000,1,0,0,3,7,1120,150,1954,0,98106,47.5293,-122.354,1220,4600
"13334",325000,3,2.25,1352,1694,3,0,0,3,8,1352,0,2007,0,98125,47.7265,-122.315,1439,1387
"13336",440000,3,1.75,1640,8529,1,0,0,5,7,1640,0,1951,0,98155,47.7751,-122.32,1730,7769
"13343",385000,3,1.75,1930,14389,1,0,0,3,7,1130,800,1963,1998,98155,47.7733,-122.317,1730,14378
"13346",1100000,4,2.5,2910,8881,2,0,1,3,10,1940,970,1932,0,98199,47.6424,-122.411,2540,5250
"13352",235000,3,1.75,1520,12246,1,0,0,4,6,1520,0,1971,0,98010,47.3434,-122.049,1460,12246
"13367",525000,4,1.75,1820,6600,1,0,0,5,7,1820,0,1960,0,98007,47.606,-122.135,1430,8800
"13370",375000,2,1,760,6000,1,0,0,3,6,760,0,1942,0,98199,47.646,-122.384,1360,6000
"13371",6e+05,3,1.75,1580,7416,1,0,0,3,7,1150,430,1967,0,98005,47.6056,-122.173,1730,7416
"13372",664000,4,2.5,1870,16200,1,0,0,5,8,1250,620,1974,0,98033,47.6651,-122.174,2000,11250
"13378",599950,6,3,2020,4129,1,0,0,3,7,1230,790,1994,0,98105,47.6648,-122.324,2080,4080
"13380",331292,3,1.75,1660,10000,1,0,0,3,7,1660,0,1972,0,98019,47.741,-121.978,1770,10000
"13381",348000,3,1.75,1830,2417,1,0,0,3,7,930,900,1919,0,98144,47.5723,-122.309,1320,3200
"13389",366000,3,2,1350,10200,1,0,0,3,7,1350,0,1977,0,98074,47.6159,-122.05,1820,9600
"13392",313100,3,2,1720,11875,1,0,0,5,6,1720,0,1905,0,98056,47.5068,-122.191,1860,7500
"13410",276000,3,2,1370,8137,1,0,0,4,7,1370,0,1988,0,98003,47.2802,-122.303,1660,8840
"13415",352500,3,1.5,1360,7680,1,0,0,3,7,1360,0,1955,0,98133,47.7441,-122.337,1630,7679
"13416",249000,4,2,1280,7560,1,0,0,5,6,1280,0,1959,0,98058,47.45,-122.175,1250,7690
"13426",1169000,5,2.5,2810,6000,2.5,0,0,3,9,2810,0,1907,0,98109,47.6367,-122.35,2240,4800
"13428",520000,4,1,2080,3500,1.5,0,0,5,7,1260,820,1926,0,98136,47.5445,-122.383,1380,5900
"13441",720000,3,2.25,2120,9297,2,0,0,4,8,2120,0,1981,0,98006,47.5561,-122.154,2620,10352
"13448",860000,4,1.75,1880,3720,1.5,0,0,4,7,1880,0,1924,0,98109,47.6431,-122.356,2090,4095
"13449",1045000,4,3.25,4160,47480,2,0,0,3,10,4160,0,1995,0,98072,47.7266,-122.115,3400,40428
"13450",495000,4,2.5,2140,7245,2,0,0,3,7,2140,0,2003,0,98133,47.729,-122.35,2080,7875
"13462",565000,3,2,2290,9450,1,0,0,3,9,1670,620,1979,0,98008,47.5692,-122.1,2750,11700
"13481",455000,2,1,830,4000,1,0,0,4,6,830,0,1947,0,98117,47.6909,-122.381,1420,4000
"13486",470000,3,1.75,1310,8600,1,0,0,4,7,1310,0,1987,0,98033,47.686,-122.185,2510,8515
"13499",850000,2,2,2640,13939,1,0,1,5,8,1640,1000,1963,0,98006,47.5647,-122.165,2880,14810
"13503",780000,3,1.75,2340,10495,1,0,0,4,8,2340,0,1967,0,98040,47.5386,-122.226,3120,11068
"13507",850000,4,2.5,2900,9972,2,0,0,3,9,2900,0,1993,0,98006,47.5536,-122.121,2901,8567
"13511",172380,3,1,970,8378,1,0,0,4,6,970,0,1962,0,98023,47.3078,-122.365,1050,8563
"13526",5e+05,2,1,1760,27332,1,1,4,4,7,1300,460,1951,0,98198,47.3799,-122.325,2590,16630
"13529",3168750,5,3.5,4330,11979,1,0,4,3,12,2090,2240,2008,0,98004,47.6251,-122.218,4320,12000
"13531",229999,4,2,1670,5200,1,0,0,4,7,1030,640,1977,0,98042,47.3652,-122.09,1500,5200
"13532",233000,3,1,1100,7657,1,0,0,3,7,1100,0,1955,0,98188,47.4374,-122.285,1300,8000
"13535",332500,3,1,1030,8164,1,0,0,4,7,1030,0,1950,0,98133,47.7353,-122.334,1340,8164
"13538",2e+05,2,1,1250,8520,1,0,0,3,6,1250,0,1928,0,98126,47.5158,-122.378,1040,8520
"13553",530000,3,2.5,2480,7480,2,0,0,3,9,2480,0,1992,0,98072,47.771,-122.166,2480,7480
"13560",217500,3,1.75,1400,9546,1,0,0,4,7,1400,0,1984,0,98003,47.3179,-122.331,1660,8550
"13590",312500,2,1,880,6345,1,0,0,3,7,880,0,1919,0,98106,47.5341,-122.358,1440,6345
"13592",1240000,4,3.5,3820,13224,2,0,0,3,10,3280,540,1990,0,98004,47.6005,-122.199,3340,9700
"13603",349950,5,3,2257,10117,1,0,0,3,8,1363,894,2005,0,98188,47.4524,-122.284,1540,10700
"13605",801501,4,2.25,2250,13500,2,0,0,4,9,2250,0,1980,0,98007,47.621,-122.151,2730,13500
"13613",459000,4,1.75,2260,9703,1,0,0,2,8,1660,600,1978,0,98052,47.6622,-122.145,2390,8455
"13614",375000,4,2,1790,61419,2,0,2,2,7,1790,0,1988,0,98019,47.7216,-121.907,1790,62290
"13625",398000,2,2,1300,3865,1,0,0,3,8,1300,0,2006,0,98053,47.7193,-122.024,1350,4199
"13637",563500,4,2.5,2190,4944,2,0,0,3,8,2190,0,1999,0,98065,47.5341,-121.866,2190,5108
"13641",252000,3,1,1300,8184,2,0,0,3,6,1300,0,1947,0,98155,47.7469,-122.319,1120,8184
"13646",3e+05,4,2.5,2600,8572,2,0,0,3,8,2600,0,2003,0,98001,47.3155,-122.266,2170,5288
"13648",450000,4,2.5,2240,4616,2,0,0,3,7,1840,400,2001,0,98056,47.5118,-122.194,2260,5200
"13654",825000,4,1,1820,4000,2,0,0,3,8,1820,0,1923,0,98102,47.6259,-122.321,2050,4000
"13655",267500,3,2.25,1860,12000,1,0,0,4,7,1860,0,1976,0,98092,47.2942,-122.19,1815,9604
"13660",265000,3,1.75,1170,8148,1,0,0,3,7,1170,0,1952,0,98155,47.7479,-122.318,1200,8147
"13668",575000,3,2.5,3240,33661,2,0,0,3,8,3240,0,2001,0,98059,47.4785,-122.095,1870,43560
"13672",330000,5,2.75,2390,6282,1,0,0,4,7,1290,1100,1966,0,98118,47.5149,-122.263,1690,5202
"13696",3e+05,4,2.5,2680,15508,2,0,0,3,8,2680,0,1999,0,98023,47.3025,-122.39,1960,15586
"13707",6e+05,2,1.75,1180,5000,1,0,0,2,7,880,300,1925,0,98107,47.6749,-122.398,1470,5000
"13708",307500,3,1,980,6530,1,0,0,3,7,980,0,1969,0,98034,47.7133,-122.213,1220,6723
"13715",555000,4,2.75,2600,19275,1,0,0,3,8,1620,980,1978,0,98006,47.5523,-122.162,2230,10119
"13717",180000,3,1,1010,8863,1,0,0,4,6,1010,0,1990,0,98022,47.1955,-121.999,1090,8410
"13721",410000,3,1.75,1340,9975,1,0,0,4,7,1340,0,1961,0,98033,47.7012,-122.169,1340,10050
"13727",231500,3,2.25,1630,7900,1,0,0,4,7,1130,500,1973,0,98023,47.3076,-122.377,1630,8200
"13746",4e+05,4,1.75,1580,5340,1,0,0,3,7,1130,450,1947,0,98144,47.6003,-122.306,830,980
"13754",230000,3,1.5,1500,11616,1,0,0,3,7,1100,400,1980,0,98031,47.4062,-122.174,1830,8288
"13770",263850,4,2.25,2300,7524,2,0,0,4,8,2300,0,1978,0,98023,47.313,-122.388,2270,8025
"13780",375000,3,1.75,2100,9066,1,0,0,3,8,1440,660,1962,0,98188,47.4294,-122.292,2000,9132
"13786",585000,5,1.75,1880,16617,1,0,0,3,7,960,920,1963,0,98007,47.6003,-122.132,1720,8400
"13789",345000,3,1.75,1380,10529,1,0,0,3,7,1380,0,1967,0,98034,47.7119,-122.233,1670,5694
"13797",220000,3,1,820,5200,1,0,0,4,6,820,0,1977,0,98042,47.363,-122.094,1120,5200
"13810",418000,3,2,1410,6030,1.5,0,0,4,7,1410,0,1930,0,98103,47.6994,-122.347,1410,6300
"13818",479000,3,1,1480,10094,1,0,0,4,7,1480,0,1956,0,98007,47.5942,-122.136,1430,10083
"13832",395000,3,1,950,6951,1,0,0,4,7,950,0,1950,0,98125,47.7263,-122.3,1410,7200
"13836",245000,3,1.5,1330,7125,2,0,0,3,7,1330,0,1968,0,98034,47.7308,-122.194,1570,7350
"13837",690000,3,2.75,2480,3240,1.5,0,0,3,9,1890,590,1929,0,98112,47.6399,-122.311,2160,3240
"13839",280000,3,1.75,1770,8240,1,0,0,4,7,1240,530,1978,0,98023,47.3066,-122.378,2060,8250
"13841",320000,3,2.25,1650,7047,2,0,0,3,7,1650,0,1994,0,98038,47.3826,-122.027,2010,7763
"13861",898000,3,2.25,2580,11060,1,0,0,3,8,2580,0,1964,0,98005,47.6113,-122.164,2580,13868
"13872",640000,3,2.5,1690,1553,2.5,0,0,3,8,1690,0,2007,0,98199,47.6443,-122.385,1910,1553
"13875",284000,3,2.25,2080,2050,1.5,0,0,3,7,1550,530,2003,0,98042,47.4199,-122.157,2080,2275
"13882",850000,3,2.5,2650,2387,2,0,0,3,8,1830,820,1920,0,98119,47.6315,-122.362,1870,2216
"13887",575000,3,2,2690,435600,2,0,0,3,8,2690,0,1992,0,98070,47.3477,-122.519,1700,163350
"13892",374000,3,1,1200,9800,1,0,0,4,7,1200,0,1971,0,98072,47.7412,-122.109,1220,10220
"13896",243500,3,3,2110,7794,1,0,0,3,6,2110,0,1981,0,98198,47.4005,-122.293,1330,10044
"13903",539500,4,3.5,2710,5722,2,0,0,4,8,2040,670,1997,0,98108,47.5591,-122.302,2500,5722
"13905",265000,2,2,1860,10856,1,0,0,3,8,1260,600,1952,0,98178,47.4989,-122.265,1250,10008
"13908",925000,5,5.5,5190,12637,2,0,2,3,11,5190,0,2001,0,98065,47.5424,-121.872,3840,12637
"13909",230000,3,1.75,1520,15344,1,0,0,3,8,1520,0,1968,0,98023,47.3308,-122.365,2270,14981
"13912",712500,3,1.75,1770,2800,1.5,0,0,3,7,1770,0,1914,0,98103,47.6631,-122.357,1630,3254
"13930",409950,2,1.75,1370,5125,1,0,0,5,6,1370,0,1944,0,98103,47.6926,-122.346,1200,5100
"13936",419000,2,2.5,1470,2034,2,0,0,4,8,1470,0,1985,0,98007,47.6213,-122.153,1510,2055
"13945",360000,2,1,1420,81892,1,0,0,3,7,1180,240,1956,0,98055,47.4342,-122.195,1490,1863
"13949",790000,4,1.75,1820,6137,1.5,0,3,4,7,1690,130,1911,0,98107,47.6681,-122.36,2130,5100
"13952",466950,3,1,1360,3880,1,0,0,3,7,1060,300,1963,0,98117,47.6837,-122.391,1110,3880
"13953",262500,3,1.75,2259,26831,1.5,0,3,5,7,1491,768,1908,0,98001,47.2741,-122.266,1980,15794
"13954",762300,4,2.5,3880,14550,2,0,0,3,10,3880,0,1987,0,98074,47.6378,-122.04,3240,14045
"13960",518000,4,2.5,2320,4000,1.5,0,0,5,8,1510,810,1905,0,98122,47.6048,-122.298,1490,4500
"13965",720000,2,1,1370,9460,1,0,0,3,6,1370,0,1950,0,98004,47.6238,-122.191,1690,9930
"13969",267800,2,1,700,6000,1,0,0,4,6,700,0,1949,0,98155,47.7515,-122.316,920,6000
"13973",212000,4,2.5,1900,21780,1.5,0,0,3,7,1900,0,1940,1987,98198,47.3776,-122.314,1240,9166
"13974",425000,2,1,1040,4040,1,0,0,3,7,940,100,1928,0,98117,47.6829,-122.393,1420,4040
"13991",940000,4,2.5,3090,9238,1,0,3,4,8,1680,1410,1967,0,98006,47.5654,-122.163,2690,8500
"13994",880000,4,2.5,3070,8250,1,0,0,5,8,2100,970,1958,0,98005,47.5935,-122.172,2270,8800
"13997",160000,2,1,1070,4200,1,0,0,4,6,1070,0,1983,0,98002,47.3336,-122.215,1150,4200
"13998",625000,4,3,2190,12825,1,0,0,3,9,1520,670,1989,0,98034,47.7107,-122.229,3050,4673
"14023",380000,3,2,1660,8281,1,0,0,3,7,1660,0,1949,0,98136,47.5568,-122.382,1660,7559
"14040",622000,4,1.75,2680,6120,1,0,0,5,8,1340,1340,1959,0,98117,47.6965,-122.393,2320,6840
"14042",805000,3,2.5,2690,17461,2,0,3,3,10,2690,0,1997,0,98074,47.654,-122.088,3610,16887
"14045",885000,4,2.5,2620,9157,2,0,0,3,8,2620,0,1996,0,98033,47.6916,-122.203,2240,7405
"14046",355000,2,2.25,930,747,2,0,0,3,8,630,300,2007,0,98144,47.5844,-122.316,940,6000
"14047",240000,3,1,1340,7000,1,0,0,4,7,1340,0,1978,0,98042,47.3742,-122.149,1850,7904
"14051",563500,4,2.5,2780,7838,2,0,3,3,9,2780,0,2004,0,98065,47.5312,-121.861,3160,7848
"14054",661000,3,2,1820,4418,2,0,0,4,8,1820,0,1994,0,98033,47.6947,-122.19,1920,13402
"14059",410000,3,1.5,1750,32500,1,0,0,4,7,1750,0,1966,0,98027,47.5316,-121.959,1820,102801
"14065",357500,5,3,3270,9146,2,0,0,3,7,3270,0,2002,0,98092,47.3342,-122.169,3200,6300
"14068",374950,3,2.5,2120,9653,2,0,0,3,8,2120,0,1992,0,98030,47.3843,-122.213,1780,9801
"14073",375000,3,1,980,7296,1,0,0,3,7,980,0,1967,0,98034,47.7292,-122.231,1280,7296
"14075",562100,3,2.25,2090,12112,2,0,0,3,8,2090,0,1983,0,98052,47.7015,-122.13,1760,12112
"14079",970000,4,3.25,2790,5420,1,0,3,3,9,1130,1660,1963,2013,98177,47.7698,-122.386,2530,7200
"14092",152000,2,1,700,13500,1,0,0,3,4,700,0,1920,0,98031,47.3882,-122.208,1600,10124
"14094",740000,4,2.5,2500,10330,2,0,0,3,10,2500,0,1992,0,98006,47.5595,-122.114,2710,8375
"14096",275000,2,1,910,4191,1,0,0,3,6,910,0,1910,0,98117,47.6929,-122.36,1480,6050
"14098",424000,3,1.75,1140,3395,1,0,0,5,7,620,520,1925,0,98107,47.6712,-122.393,1480,3500
"14100",6e+05,4,2.5,3010,7953,2,0,0,3,9,3010,0,2000,0,98056,47.522,-122.19,2670,6202
"14105",521900,3,2.5,2100,12338,2,0,0,3,9,2100,0,1997,0,98072,47.7412,-122.168,2320,6257
"14108",442500,3,1.75,1800,10200,1,0,0,3,8,1800,0,1967,0,98058,47.4496,-122.146,2140,10128
"14112",468000,4,2.5,2100,8400,1,0,0,4,7,1240,860,1976,0,98072,47.735,-122.17,1980,8610
"14114",219950,2,1,940,8997,1,0,0,5,7,940,0,1955,0,98022,47.2005,-121.999,1110,9126
"14133",810000,3,1.75,2060,3300,2,0,0,4,9,1500,560,1918,0,98102,47.6498,-122.32,1830,3712
"14135",459000,3,2.5,1780,4000,2,0,0,4,8,1780,0,1995,0,98029,47.5677,-122.003,1730,4000
"14139",375000,4,2.25,1450,7245,1,0,0,5,7,1450,0,1950,1983,98133,47.7643,-122.343,1660,7800
"14144",690000,4,2,2230,5000,1.5,0,0,4,7,1510,720,1922,0,98144,47.5772,-122.292,2140,5000
"14157",329950,2,1,1140,5250,1.5,0,0,4,6,1140,0,1949,0,98133,47.731,-122.341,1450,5250
"14159",307000,5,1.5,1310,4800,1.5,0,0,3,6,1110,200,1929,0,98106,47.5545,-122.365,960,4800
"14166",228950,4,3,2160,5200,1,0,0,3,7,1320,840,1978,0,98042,47.3627,-122.091,1460,5144
"14170",321500,4,2.5,2620,5457,2,0,0,3,8,2620,0,2003,0,98001,47.3148,-122.27,2740,5816
"14172",179500,3,1,900,8100,1,0,0,4,6,900,0,1959,0,98002,47.2866,-122.221,1000,7830
"14173",460000,3,2.25,1650,7313,1,0,0,3,7,1220,430,1975,0,98011,47.7375,-122.194,1690,7252
"14176",4e+05,3,1,1040,6250,1,0,0,3,7,1040,0,1942,0,98136,47.5526,-122.385,1770,6250
"14182",820000,4,2.5,2920,252648,2,0,0,3,10,2920,0,2002,0,98027,47.4784,-122.048,2180,71874
"14187",299000,1,2.5,1980,7521,1,0,0,4,7,1180,800,1979,0,98055,47.4343,-122.192,1980,8000
"14189",385000,3,3.25,1630,1677,3,0,0,3,8,1630,0,2007,0,98133,47.7048,-122.353,1220,1677
"14190",639950,2,1.75,1780,4520,1,0,0,5,7,890,890,1925,0,98116,47.5798,-122.404,1560,4520
"14202",450000,7,3.5,2830,8625,1,0,0,4,8,1830,1000,1957,0,98133,47.7493,-122.355,1570,8400
"14204",273000,3,2.25,1230,11601,1,0,0,4,7,910,320,1992,0,98022,47.1955,-121.991,1820,8465
"14205",549000,4,2.5,2910,6338,2,0,0,3,8,2910,0,2008,0,98059,47.4804,-122.126,2500,5877
"14215",350000,3,2.25,1410,1340,2,0,0,3,8,1370,40,1967,0,98008,47.6108,-122.113,1730,2748
"14229",267500,3,1,1090,22080,1,0,0,5,7,1090,0,1967,0,98038,47.3991,-121.964,1590,19457
"14239",240000,4,2,1750,7800,1,0,0,4,6,1750,0,1944,0,98166,47.4791,-122.347,1270,7800
"14244",589000,3,1.75,920,3600,1,0,0,4,6,820,100,1904,0,98119,47.6386,-122.365,1620,3600
"14245",275000,3,1.75,1290,9760,1,0,0,3,7,1290,0,1979,0,98058,47.4265,-122.148,1410,8034
"14246",489900,4,2.5,2090,4196,2,0,0,3,8,2090,0,2006,0,98011,47.7453,-122.192,2640,4503
"14247",545000,3,2.5,1900,3366,2,0,0,3,9,1900,0,1996,0,98033,47.6679,-122.184,2500,3954
"14263",925000,4,2,3140,10437,1,0,0,4,8,2040,1100,1959,0,98040,47.5786,-122.229,2010,10437
"14264",775000,3,1,2030,4080,1.5,0,0,4,7,1840,190,1908,0,98115,47.6765,-122.308,2030,4080
"14266",229000,3,1,1010,12705,1,0,0,4,7,1010,0,1959,0,98003,47.3348,-122.303,1490,10200
"14267",4e+05,4,1.5,1980,113691,1,0,0,3,7,1980,0,1962,0,98024,47.5606,-121.853,1980,89298
"14269",130000,2,1,840,6654,1,0,0,3,7,840,0,1951,0,98133,47.7319,-122.335,1350,5831
"14275",960000,3,1.75,2460,4800,1,0,0,4,7,1230,1230,1938,0,98112,47.6343,-122.282,2860,4800
"14279",769950,3,2,2190,5400,1,0,2,5,7,1260,930,1952,0,98107,47.6737,-122.4,2160,5400
"14280",385000,3,1,1420,10980,1,0,0,4,7,1200,220,1954,0,98006,47.574,-122.138,1630,9763
"14284",105000,3,1,840,8400,1,0,0,3,6,840,0,1959,0,98023,47.3277,-122.343,840,9450
"14290",4e+05,4,2,1670,12056,1,0,0,3,7,1670,0,1955,0,98028,47.7418,-122.244,1860,12056
"14292",777000,4,2.5,3170,9900,2,0,0,4,8,3170,0,1979,0,98007,47.6181,-122.147,2540,12400
"14304",397000,4,2.5,3000,8584,2,0,0,3,7,3000,0,2003,0,98038,47.369,-122.032,2610,7570
"14323",480000,5,1.75,2080,217800,1,0,0,5,7,2080,0,1963,0,98070,47.3884,-122.404,1670,213008
"14325",750000,5,3.5,2980,5809,2,0,2,3,8,2980,0,2005,0,98029,47.5537,-121.996,2120,3416
"14334",522000,3,1,1150,7080,1,0,0,3,7,1150,0,1952,0,98125,47.7106,-122.288,1490,7921
"14342",6e+05,4,2.5,2620,9873,2,0,0,3,8,2620,0,1987,0,98075,47.5822,-122.051,2520,9935
