"","y","Sex","Length","Diameter","Height","Whole.weight","Shucked.weight","Viscera.weight","Shell.weight","Rings"
"7931",0,"M",0.3,0.335,0.16,0.8545,0.4415,0.196,0.4165,5
"7941",0,"I",0.355,0.51,0.09,1.1025,0.117,0.24,0.02,6
"7951",0,"I",0.53,0.38,0.06,0.1755,0.227,0.197,0.29,6
"7961",0,"M",0.62,0.365,0.165,0.528,0.4015,0.1485,0.195,8
"7971",0,"F",0.775,0.455,0.125,0.2705,0.275,0.291,0.185,11
"7981",0,"F",0.425,0.37,0.155,0.8665,0.3515,0.0535,0.1185,10
"7991",0,"I",0.55,0.405,0.125,1.2795,0.6435,0.283,0.4895,13
"800",0,"F",0.175,0.4,0.085,0.4195,0.4615,0.098,0.295,9
"8011",0,"I",0.525,0.36,0.145,1.406,0.04,0.2855,0.125,8
"802",0,"M",0.38,0.35,0.085,0.3905,0.525,0.1965,0.02,6
"8031",0,"I",0.325,0.315,0.09,0.467,0.128,0.22,0.3695,12
"8041",0,"M",0.555,0.47,0.18,0.335,0.2015,0.1415,0.202,10
"8051",0,"I",0.545,0.4,0.195,0.6395,0.3355,0.0225,0.335,5
"8061",0,"I",0.315,0.47,0.13,1.676,0.216,0.1805,0.48,12
"807",0,"M",0.62,0.41,0.16,2.2355,0.155,0.312,0.3245,8
"8081",0,"I",0.625,0.51,0.15,0.879,0.445,0.1175,0.179,10
"8091",0,"I",0.32,0.365,0.17,1.098,0.053,0.1395,0.3725,14
"8101",0,"M",0.28,0.47,0.11,0.237,0.0585,0.0435,0.055,12
"8111",0,"I",0.56,0.465,0.2,1.4245,0.076,0.2455,0.156,10
"8121",0,"M",0.59,0.465,0.15,1.2825,0.55,0.0785,0.18,13
"8131",0,"I",0.305,0.35,0.19,1.122,0.096,0.119,0.28,11
"814",0,"I",0.46,0.46,0.15,0.414,0.0605,0.126,0.36,11
"8151",0,"I",0.63,0.48,0.135,0.0555,0.358,0.525,0.405,8
"816",0,"F",0.72,0.285,0.085,1.969,0.1075,0.3035,0.52,10
"8171",0,"M",0.65,0.45,0.19,0.196,0.51,0.137,0.47,9
"8181",0,"M",0.695,0.38,0.175,2.201,0.2405,0.174,0.146,7
"819",0,"F",0.45,0.51,0.09,0.768,0.285,0.4255,0.3965,20
"8201",0,"I",0.625,0.415,0.19,0.439,0.5715,0.166,0.235,8
"821",0,"F",0.3,0.175,0.185,0.276,0.254,0.024,0.62,7
"8221",0,"F",0.495,0.475,0.04,0.6475,0.484,0.1975,0.6,7
"8231",0,"M",0.55,0.475,0.135,0.594,0.385,0.159,0.1695,11
"8241",0,"F",0.59,0.46,0.18,1.1635,0.4035,0.256,0.345,11
"825",0,"M",0.67,0.44,0.14,0.8,0.5975,0.219,0.16,8
"8261",0,"M",0.47,0.55,0.14,0.3595,0.315,0.3095,0.375,10
"827",0,"M",0.485,0.385,0.15,0.5725,0.1865,0.102,0.02,23
"828",0,"M",0.315,0.525,0.135,0.64,0.4645,0.024,0.44,5
"8291",0,"F",0.655,0.405,0.17,0.7745,0.2245,0.2565,0.2875,8
"8301",0,"I",0.23,0.535,0.075,1.492,0.493,0.037,0.125,9
"8311",0,"M",0.61,0.475,0.085,1.514,0.0905,0.0395,0.625,6
"8321",0,"F",0.47,0.565,0.2,1.36,0.367,0.0755,0.2925,10
"8331",0,"M",0.455,0.515,0.17,0.5,0.1955,0.2975,0.26,5
"8341",0,"F",0.65,0.35,0.125,0.599,0.516,0.1485,0.18,8
"8351",0,"M",0.65,0.51,0.105,1.208,0.3545,0.246,0.39,10
"8361",0,"F",0.52,0.23,0.18,1.115,0.222,0.1955,0.38,9
"837",0,"I",0.395,0.46,0.135,1.122,0.039,0.159,0.255,11
"838",0,"F",0.57,0.325,0.155,0.2015,0.49,0.0525,0.345,10
"8391",0,"M",0.7,0.51,0.13,1.1015,0.3315,0.1055,0.125,9
"840",0,"I",0.52,0.41,0.19,0.6995,0.0925,0.274,0.25,11
"8411",0,"F",0.46,0.375,0.14,1.2705,0.2435,0.27,0.263,11
"8421",0,"M",0.53,0.5,0.065,1.1655,0.165,0.2315,0.2865,8
"8431",0,"I",0.55,0.405,0.175,1.266,0.423,0.2075,0.115,8
"844",0,"M",0.445,0.465,0.13,0.9955,0.429,0.112,0.145,9
"8451",0,"M",0.595,0.36,0.195,0.596,0.126,0.245,0.075,11
"8461",0,"I",0.475,0.365,0.1,0.25,0.209,0.0915,0.403,11
"8471",0,"M",0.475,0.17,0.14,0.277,0.8745,0.045,0.263,8
"8481",0,"M",0.355,0.575,0.145,1.331,0.348,0.209,0.13,8
"8491",0,"I",0.185,0.335,0.11,0.812,0.769,0.0575,0.495,12
"8501",0,"F",0.465,0.445,0.12,0.9795,0.2335,0.3045,0.23,19
"8511",0,"I",0.45,0.335,0.2,0.0565,0.524,0.3315,0.317,9
"8521",0,"F",0.505,0.36,0.12,0.6725,1.0615,0.4265,0.095,13
"8531",0,"I",0.62,0.495,0.125,1.2915,0.44,0.019,0.155,7
"8541",0,"M",0.28,0.525,0.09,0.183,0.117,0.1385,0.2435,9
"8551",0,"F",0.56,0.47,0.125,0.7775,0.4035,0.0135,0.325,9
"8561",0,"F",0.62,0.215,0.155,0.3595,0.4765,0.2005,0.1455,7
"8571",0,"F",0.51,0.43,0.02,1.1965,0.369,0.3705,0.48,8
"858",0,"I",0.3,0.47,0.125,1.1365,0.732,0.0885,0.154,23
"8591",0,"I",0.62,0.355,0.165,1.049,0.5225,0.2185,0.15,10
"8601",0,"M",0.375,0.5,0.18,1.5245,0.7415,0.048,0.1175,8
"8611",0,"F",0.625,0.345,0.16,0.032,0.543,0.082,0.2745,6
"8621",0,"M",0.525,0.51,0.075,1.2555,0.0615,0.098,0.3035,23
"8631",0,"M",0.65,0.365,0.195,0.516,0.2945,0.2605,0.515,9
"864",0,"M",0.72,0.52,0.15,1.0505,0.4455,0.112,0.27,8
"8651",0,"I",0.71,0.45,0.15,1.46,0.078,0.0885,0.4525,9
"8661",0,"M",0.635,0.445,0.175,0.966,0.201,0.0975,0.22,13
"8671",0,"M",0.53,0.28,0.17,1.4545,0.582,0.1195,0.211,7
"8681",0,"I",0.66,0.21,0.11,0.795,0.4415,0.1885,0.355,16
"8691",0,"M",0.48,0.365,0.13,1.195,0.668,0.222,0.025,7
"8701",0,"M",0.735,0.38,0.11,0.3,0.1155,0.2575,0.5235,7
"871",0,"F",0.66,0.28,0.15,0.44,0.2385,0.303,0.135,5
"8721",0,"I",0.555,0.505,0.125,2.13,0.1145,0.1355,0.3775,8
"8731",0,"M",0.705,0.54,0.19,0.595,0.594,0.0245,0.1135,3
"8741",0,"I",0.64,0.485,0.125,1.9875,0.106,0.119,0.345,9
"8751",0,"F",0.495,0.465,0.175,0.8915,0.6095,0.096,0.2365,9
"8761",0,"I",0.635,0.25,0.175,0.028,0.039,0.2105,0.26,11
"8771",0,"M",0.585,0.415,0.19,1.064,0.506,0.2035,0.39,8
"8781",0,"M",0.535,0.28,0.08,1.097,0.3305,0.1495,0.16,16
"8791",0,"I",0.635,0.55,0.17,0.5745,0.346,0.346,0.3385,8
"8801",0,"M",0.595,0.475,0.155,0.6075,0.411,0.4095,0.2385,10
"8811",0,"I",0.37,0.525,0.18,0.8855,0.0795,0.108,0.515,10
"8821",0,"M",0.375,0.36,0.09,0.451,0.0995,0.0225,0.283,10
"8831",0,"F",0.31,0.33,0.13,0.0155,0.155,0.101,0.24,10
"8841",0,"M",0.49,0.35,0.175,0.126,0.3195,0.3315,0.2075,9
"8851",0,"I",0.29,0.385,0.17,0.543,0.0935,0.007,0.16,8
"8861",0,"M",0.395,0.485,0.125,0.5785,0.152,0.3045,0.5015,11
"8871",0,"M",0.625,0.32,0.06,2.0065,0.163,0.212,0.277,11
"8881",0,"M",0.65,0.46,0.115,0.457,0.392,0.0185,0.39,14
"8891",0,"M",0.57,0.385,0.155,1.0285,0.2505,0.112,0.26,13
"8901",0,"F",0.48,0.335,0.16,1.352,0.2965,0.1345,0.456,8
"8911",0,"I",0.66,0.52,0.12,0.6105,0.5875,0.1715,0.455,7
"892",0,"I",0.575,0.465,0.12,0.1905,0.556,0.07,0.298,10
"8931",0,"F",0.49,0.36,0.135,1.3065,0.345,0.102,0.205,9
"8941",0,"M",0.53,0.44,0.14,1.7475,0.2595,0.111,0.1465,12
"8951",0,"M",0.575,0.55,0.25,0.4465,0.0795,0.0645,0.054,11
"8961",0,"I",0.495,0.3,0.09,0.4535,0.858,0.322,0.125,7
"8971",0,"I",0.54,0.29,0.195,0.4995,0.581,0.278,0.32,12
"898",0,"F",0.58,0.315,0.1,0.3885,0.176,0.3395,0.2,12
"8991",0,"F",0.545,0.495,0.145,0.0325,0.4315,0.4925,0.19,8
"9001",0,"F",0.5,0.27,0.135,0.869,0.4835,0.2495,0.1465,9
"9011",0,"F",0.45,0.505,0.16,0.9665,0.6715,0.4215,0.27,11
"902",0,"M",0.485,0.445,0.155,0.663,0.425,0.0555,0.25,11
"903",0,"I",0.63,0.36,0.16,0.033,0.329,0.2725,0.215,7
"9041",0,"M",0.585,0.165,0.125,0.205,0.1355,0.3255,0.065,10
"9051",0,"M",0.475,0.375,0.15,1.3805,1.0465,0.2345,0.1965,9
"9061",0,"I",0.61,0.5,0.155,0.612,0.0235,0.1225,0.165,9
"9071",0,"I",0.49,0.35,0.155,0.6015,0.744,0.276,0.6205,10
"9081",0,"I",0.5,0.49,0.16,0.9185,0.5995,0.0545,0.3,7
"909",0,"M",0.275,0.435,0.09,1.4415,0.0065,0.2095,0.23,4
"9101",0,"M",0.52,0.415,0.17,0.6725,0.1905,0.42,0.03,8
"9111",0,"M",0.62,0.305,0.115,0.524,0.37,0.408,0.195,9
"9121",0,"I",0.5,0.24,0.09,0.608,0.629,0.1005,0.123,10
"913",0,"M",0.66,0.42,0.195,0.5915,0.234,0.213,0.332,9
"914",0,"M",0.41,0.55,0.14,0.033,0.0755,0.1415,0.365,8
"9151",0,"F",0.55,0.5,0.155,1.107,0.345,0.278,0.405,13
"9161",0,"F",0.69,0.29,0.16,1.494,0.2415,0.0605,0.11,5
"9171",0,"I",0.555,0.27,0.09,1.1565,0.2555,0.2635,0.275,14
"9181",0,"I",0.53,0.65,0.16,0.519,0.715,0.224,0.14,9
"9191",0,"I",0.5,0.54,0.17,0.161,1.095,0.143,0.317,8
"9201",0,"F",0.44,0.28,0.125,0.879,0.5265,0.0265,0.355,10
"9211",0,"M",0.475,0.51,0.195,0.838,0.4375,0.3155,0.0825,15
"9221",0,"M",0.415,0.475,0.145,0.714,0.1405,0.201,0.263,10
"9231",0,"I",0.725,0.385,0.165,0.3245,0.329,0.379,0.58,8
"9241",0,"F",0.465,0.5,0.175,0.2255,0.6895,0.0145,0.42,13
"925",0,"M",0.435,0.345,0.125,0.27,1.0465,0.0855,0.2215,14
"926",0,"M",0.33,0.52,0.125,1.046,0.215,0.0055,0.0885,9
"9271",0,"F",0.56,0.44,0.145,1.213,0.0565,0.2815,0.565,8
"9281",0,"F",0.53,0.505,0.175,1.254,0.328,0.0065,0.885,6
"9291",0,"I",0.535,0.425,0.11,0.9,0.5635,0.195,0.179,7
"9301",0,"F",0.61,0.51,0.115,0.7745,0.44,0.04,0.28,9
"931",0,"M",0.505,0.52,0.09,0.9205,0.6865,0.318,0.135,9
"9321",0,"F",0.375,0.38,0.13,2.1275,0.14,0.239,0.29,13
"933",0,"I",0.185,0.275,0.085,1.3185,0.105,0.0925,0.075,10
"9341",0,"I",0.345,0.405,0.175,0.536,0.49,0.0345,0.2,8
"935",0,"M",0.465,0.455,0.195,0.3575,0.4285,0.299,0.08,8
"9361",0,"I",0.555,0.37,0.16,0.7765,0.0575,0.0595,0.31,8
"9371",0,"M",0.615,0.515,0.205,1.0115,0.1325,0.061,0.2515,14
"9381",0,"M",0.455,0.38,0.195,1.2895,0.533,0.317,0.3085,12
"939",0,"M",0.56,0.41,0.075,0.608,0.285,0.299,0.23,8
"940",0,"M",0.65,0.55,0.155,1.2275,0.437,0.074,0.42,6
"9411",0,"F",0.8,0.48,0.145,0.197,0.4635,0.1375,0.365,8
"9421",0,"F",0.625,0.275,0.195,0.853,0.2645,0.3245,0.465,11
"9431",0,"F",0.535,0.32,0.125,0.411,0.229,0.209,0.159,4
"9441",0,"F",0.625,0.56,0.13,0.9555,0.446,0.065,0.2565,4
"9451",0,"M",0.31,0.495,0.12,1.2095,0.3675,0.171,0.025,12
"9461",0,"F",0.52,0.4,0.105,0.6355,0.3685,0.1725,0.2695,11
"9471",0,"M",0.265,0.13,0.17,0.5945,0.405,0.2775,0.339,10
"9481",0,"M",0.39,0.455,0.14,0.18,0.29,0.1865,0.105,13
"9491",0,"M",0.66,0.56,0.14,0.4545,0.199,0.144,0.3805,9
"9501",0,"F",0.55,0.465,0.145,0.783,0.0675,0.072,0.305,10
"9511",0,"M",0.31,0.545,0.11,1.042,0.7315,0.1125,0.46,12
"9521",0,"I",0.32,0.415,0.13,0.95,0.3365,0.306,0.2745,9
"9531",0,"F",0.67,0.31,0.115,2.1995,0.1245,0.1615,0.24,8
"9541",0,"I",0.375,0.43,0.175,0.318,0.493,0.0365,0.045,19
"9551",0,"M",0.49,0.49,0.12,1.133,0.7725,0.1835,0.11,7
"956",0,"M",0.645,0.435,0.095,0.673,0.3305,0.107,0.305,8
"9571",0,"M",0.44,0.51,0.185,1.3485,0.082,0.2935,0.253,10
"958",0,"M",0.75,0.38,0.065,1.5105,0.093,0.2065,0.435,13
"9591",0,"F",0.745,0.54,0.15,0.77,0.55,0.0325,0.2765,10
"9601",0,"M",0.4,0.215,0.175,1.7265,1.0815,0.01,0.22,8
"9611",0,"M",0.6,0.445,0.1,0.101,0.618,0.1955,0.2545,9
"9621",0,"I",0.655,0.405,0.185,0.452,0.2205,0.156,0.3285,10
"963",0,"F",0.58,0.385,0.13,1.233,0.2665,0.077,0.4,8
"9641",0,"M",0.37,0.425,0.135,0.6445,0.582,0.3115,0.405,11
"9651",0,"I",0.625,0.44,0.165,1.489,0.3295,0.1415,0.385,14
"9661",0,"M",0.555,0.495,0.16,0.8265,0.5305,0.02,0.2875,10
"9671",0,"I",0.595,0.52,0.15,0.494,0.434,0.274,0.31,11
"9681",0,"M",0.705,0.475,0.15,0.5605,0.2855,0.2295,0.07,7
"9691",0,"M",0.625,0.495,0.065,0.369,0.3605,0.0895,0.476,9
"9701",0,"M",0.605,0.465,0.085,0.164,0.0125,0.235,0.135,12
"9711",0,"I",0.48,0.42,0.175,1.4275,0.5055,0.182,0.335,9
"972",0,"F",0.565,0.575,0.175,1.363,0.417,0.0435,0.295,13
"973",0,"F",0.44,0.15,0.19,1.3485,0.5475,0.1105,0.71,7
"974",0,"I",0.51,0.29,0.155,1.7775,0.531,0.2405,0.1375,9
"9751",0,"M",0.36,0.435,0.13,0.1585,0.37,0.0585,0.285,5
"9761",0,"I",0.44,0.415,0.11,0.9765,0.2,0.3115,0.105,10
"9771",0,"F",0.51,0.32,0.08,0.5895,0.103,0.2885,0.266,7
"9781",0,"I",0.685,0.42,0.135,1.555,0.406,0.2185,0.081,9
"9791",0,"I",0.68,0.505,0.175,0.7745,0.6075,0.111,0.2915,12
"9801",0,"F",0.555,0.265,0.175,0.9805,0.2355,0.3295,0.372,7
"981",0,"I",0.475,0.425,0.13,1.9485,0.29,0.2195,0.3985,8
"9821",0,"I",0.55,0.35,0.175,0.9685,0.3065,0.081,0.2215,4
"9831",0,"F",0.67,0.39,0.145,0.501,0.1825,0.0825,0.35,8
"9841",0,"I",0.64,0.425,0.18,0.597,0.369,0.166,0.155,8
"9851",0,"M",0.51,0.155,0.235,0.8725,0.084,0.255,0.0085,9
"9861",0,"F",0.6,0.415,0.115,1.3725,0.108,0.145,0.148,15
"9871",0,"F",0.555,0.55,0.09,1.434,0.5865,0.166,0.125,7
"9881",0,"I",0.58,0.49,0.175,0.2815,0.6395,0.409,0.38,11
"9891",0,"F",0.575,0.55,0.135,0.457,0.342,0.131,0.41,12
"9901",0,"I",0.715,0.37,0.16,0.8745,0.3565,0.2565,0.265,13
"9911",0,"F",0.62,0.46,0.195,0.807,0.447,0.035,0.09,18
"992",0,"F",0.76,0.515,0.125,0.9645,0.469,0.1445,0.41,8
"9931",0,"F",0.46,0.2,0.16,0.1275,0.5655,0.1815,0.3,7
"9941",0,"F",0.62,0.38,0.19,1.04,0.3035,0.1495,0.1965,8
"9951",0,"I",0.52,0.47,0.125,0.172,0.6555,0.196,0.125,10
"9961",0,"M",0.67,0.405,0.1,0.4265,0.254,0.1965,0.0645,9
"9971",0,"M",0.63,0.45,0.15,1.5865,0.5825,0.137,0.1,8
"998",0,"F",0.65,0.35,0.225,0.385,0.356,0.16,0.125,10
"999",0,"M",0.32,0.525,0.12,1.39,0.4445,0.161,0.22,10
"10001",0,"I",0.615,0.385,0.14,0.6445,0.04,0.0275,0.07,9
"10011",0,"I",0.38,0.35,0.165,0.8855,0.456,0.2575,0.2745,7
"10021",0,"I",0.465,0.41,0.205,1.065,0.097,0.2875,0.145,6
"10031",0,"M",0.475,0.47,0.145,0.4925,0.186,0.143,0.4095,7
"10041",0,"I",0.46,0.285,0.13,1.528,0.315,0.1355,0.18,14
"10051",0,"F",0.495,0.475,0.175,1.382,0.3865,0.15,0.285,6
"10061",0,"I",0.635,0.475,0.17,0.5575,0.522,0.2645,0.115,8
"10071",0,"M",0.28,0.25,0.135,0.6265,0.2375,0.1755,0.0415,11
"1008",0,"M",0.275,0.385,0.175,1.207,0.0605,0.2735,0.237,10
"10091",0,"F",0.165,0.415,0.12,1.3715,0.187,0.324,0.265,10
"10101",0,"F",0.5,0.265,0.09,0.2805,0.243,0.014,0.175,8
"10111",0,"I",0.32,0.31,0.09,0.805,0.219,0.3585,0.295,8
"10121",0,"F",0.42,0.29,0.125,1.153,0.595,0.226,0.44,11
"10131",0,"I",0.355,0.505,0.2,1.2615,0.1555,0.144,0.315,8
"10141",0,"I",0.625,0.255,0.14,0.511,0.7765,0.1755,0.37,9
"10151",0,"M",0.515,0.485,0.145,1.3135,0.429,0.18,0.245,9
"10161",0,"F",0.725,0.245,0.215,0.982,0.195,0.248,0.245,10
"10171",0,"I",0.57,0.47,0.16,0.0685,0.6055,0.0915,0.109,8
"10181",0,"I",0.72,0.42,0.14,0.582,0.343,0.0945,0.11,11
"10191",0,"M",0.655,0.45,0.11,0.155,0.628,0.037,0.06,19
"10201",0,"M",0.48,0.52,0.175,0.8025,0.705,0.0495,0.624,8
"10211",0,"I",0.65,0.355,0.155,0.3535,0.6005,0.1625,0.103,10
"10221",0,"I",0.525,0.555,0.14,0.451,0.105,0.2285,0.335,11
"10231",0,"I",0.675,0.38,0.125,0.1565,0.8515,0.2865,0.465,10
"10241",0,"M",0.535,0.505,0.15,1.047,0.435,0.108,0.125,9
"1025",0,"F",0.645,0.445,0.165,1.137,0.3445,0.2835,0.32,10
"10261",0,"I",0.515,0.31,0.09,0.7535,0.1305,0.293,0.25,8
"1027",0,"I",0.475,0.25,0.195,0.672,0.3055,0.2705,0.298,8
"10281",0,"F",0.45,0.325,0.095,0.346,0.0675,0.0525,0.1385,16
"10291",0,"M",0.275,0.39,0.165,0.266,0.094,0.243,0.315,5
"1030",0,"M",0.515,0.485,0.105,0.1235,0.2065,0.045,0.245,10
"10311",0,"M",0.5,0.535,0.1,1.429,0.0425,0.1845,0.064,6
"10321",0,"M",0.695,0.56,0.1,1.401,0.1815,0.085,0.395,15
"10331",0,"M",0.575,0.41,0.1,1.1365,0.3755,0.0855,0.0575,9
"10341",0,"M",0.67,0.455,0.16,1.659,0.6275,0.1175,0.0305,8
"1035",0,"I",0.5,0.29,0.16,0.7505,0.586,0.2485,0.321,10
"10361",0,"M",0.37,0.525,0.175,0.1105,0.279,0.061,0.455,7
"10371",0,"M",0.555,0.42,0.075,1.0155,0.6505,0.134,0.0765,10
"1038",0,"I",0.56,0.195,0.07,0.314,0.393,0.2895,0.095,8
"10391",0,"F",0.49,0.495,0.1,0.2255,0.428,0.071,0.4,19
"10401",0,"I",0.5,0.35,0.185,0.456,0.0825,0.106,0.195,10
"1041",0,"M",0.51,0.545,0.175,0.7555,0.284,0.0525,0.274,9
"10421",0,"F",0.595,0.38,0.085,0.811,0.1945,0.144,0.317,10
"10431",0,"I",0.49,0.255,0.075,1.221,0.055,0.1835,0.345,7
"10441",0,"I",0.605,0.185,0.21,0.0385,0.537,0.1965,0.112,8
"10451",0,"F",0.37,0.4,0.105,1.5965,0.2795,0.083,0.18,10
"10461",0,"I",0.38,0.405,0.09,0.1115,0.3105,0.0395,0.305,9
"10471",0,"M",0.585,0.45,0.1,1.7925,0.21,0.348,0.391,10
"1048",0,"M",0.6,0.44,0.14,1.093,0.1725,0.221,0.5015,8
"10491",0,"F",0.37,0.455,0.125,1.0285,0.157,0.083,0.195,10
"10501",0,"F",0.5,0.495,0.17,1.103,0.194,0.0305,0.17,17
"10511",0,"I",0.525,0.45,0.14,0.488,0.038,0.1665,0.35,13
"10521",0,"I",0.605,0.565,0.15,1.27,0.3135,0.2315,0.335,15
"10531",0,"I",0.62,0.425,0.205,1.47,0.3825,0.0875,0.195,13
"10541",0,"I",0.62,0.48,0.115,1.2895,0.3065,0.1485,0.453,11
"10551",0,"F",0.375,0.485,0.11,1.0835,0.356,0.03,0.3,6
"10561",0,"I",0.605,0.485,0.065,1.429,0.417,0.19,0.045,8
"10571",0,"M",0.535,0.46,0.065,0.8865,0.201,0.1715,0.29,9
"10581",0,"I",0.46,0.345,0.18,1.1005,0.0895,0.2425,0.0885,7
"10591",0,"I",0.635,0.56,0.22,1.071,0.146,0.3365,0.475,6
"10601",0,"M",0.545,0.435,0.065,1.2555,0.4365,0.147,0.215,9
"10611",0,"F",0.565,0.5,0.19,1.1025,0.393,0.2015,0.345,10
"10621",0,"I",0.48,0.47,0.135,0.2985,0.272,0.087,0.048,7
"10631",0,"F",0.465,0.505,0.16,1.6195,0.557,0.1245,0.1275,12
"10641",0,"F",0.595,0.25,0.17,0.6835,0.119,0.3415,0.147,8
"10651",0,"I",0.635,0.265,0.2,1.127,0.6685,0.0865,0.07,14
"10661",0,"M",0.575,0.17,0.155,0.59,0.3355,0.311,0.245,7
"10671",0,"M",0.555,0.455,0.155,0.5755,0.3585,0.0525,0.3925,9
"10681",0,"I",0.625,0.42,0.175,0.366,0.38,0.2225,0.0825,7
"10691",0,"I",0.61,0.505,0.14,0.699,0.233,0.262,0.15,20
"10701",0,"M",0.63,0.48,0.095,1.036,0.336,0.106,0.11,9
"10711",0,"M",0.63,0.29,0.13,1.428,0.088,0.231,0.07,8
"10721",0,"I",0.555,0.39,0.12,0.515,0.38,0.1785,0.2595,9
"1073",0,"F",0.405,0.465,0.125,0.0705,0.296,0.2185,0.2765,8
"10741",0,"I",0.67,0.495,0.07,0.4545,0.3835,0.3055,0.42,8
"1075",0,"F",0.59,0.43,0.18,0.712,0.1105,0.306,0.01,8
"10761",0,"M",0.255,0.42,0.175,0.599,0.6255,0.0215,0.1,8
"1077",0,"I",0.45,0.53,0.1,1.049,0.5505,0.2755,0.0575,6
"10781",0,"F",0.61,0.39,0.12,1.5105,0.2955,0.0635,0.03,11
"10791",0,"I",0.46,0.5,0.165,1.1735,0.4985,0.2995,0.228,11
"10801",0,"F",0.595,0.435,0.14,1.078,0.425,0.315,0.409,11
"10811",0,"M",0.61,0.31,0.13,1.4805,0.5265,0.1435,0.235,9
"10821",0,"M",0.535,0.49,0.175,0.9365,0.931,0.0565,0.1835,9
"10831",0,"F",0.215,0.395,0.175,0.738,0.115,0.1905,0.24,10
"10841",0,"I",0.535,0.51,0.11,1.3035,0.581,0.3105,0.287,9
"1085",0,"F",0.46,0.575,0.13,1.0565,0.361,0.0735,0.22,11
"1086",0,"F",0.37,0.315,0.185,0.9465,0.4595,0.2625,0.3225,11
"10871",0,"F",0.37,0.51,0.11,0.795,0.695,0.0365,0.263,9
"10881",0,"F",0.475,0.315,0.14,1.275,0.058,0.275,0.24,9
"10891",0,"F",0.515,0.195,0.19,1.1135,0.358,0.29,0.1175,5
"10901",0,"M",0.415,0.465,0.14,0.4895,0.322,0.2505,0.39,8
"10911",0,"M",0.43,0.435,0.095,0.4785,0.5195,0.1065,0.3375,9
"10921",0,"F",0.52,0.4,0.215,1.5955,0.2235,0.318,0.275,10
"10931",0,"M",0.58,0.45,0.19,1.0865,0.5825,0.454,0.1315,19
"10941",0,"F",0.5,0.315,0.145,0.1785,0.575,0.1825,0.17,11
"10951",0,"I",0.61,0.56,0.115,0.38,0.2185,0.202,0.265,12
"10961",0,"M",0.7,0.45,0.185,1.2005,0.3995,0.247,0.211,12
"10971",0,"I",0.495,0.32,0.07,1.208,0.9925,0.141,0.105,11
"1098",0,"F",0.69,0.15,0.125,1.1685,0.538,0.3395,0.161,15
"1099",0,"M",0.605,0.45,0.17,1.114,0.7105,0.313,0.345,9
"11001",0,"M",0.52,0.44,0.07,0.213,0.1135,0.313,0.035,9
"11011",0,"I",0.555,0.45,0.09,0.0975,0.5065,0.1715,0.142,9
"1102",0,"M",0.68,0.375,0.19,0.82,0.876,0.0265,0.315,8
"11031",0,"F",0.67,0.25,0.085,0.4495,0.2405,0.143,0.148,8
"11041",0,"I",0.66,0.335,0.075,0.8025,0.6055,0.2195,0.355,20
"1105",0,"F",0.37,0.3,0.11,0.205,0.1895,0.0305,0.184,10
"11061",0,"M",0.555,0.23,0.165,0.5,0.535,0.2105,0.27,8
"11071",0,"I",0.11,0.445,0.13,0.4385,0.1525,0.108,0.35,16
"11081",0,"M",0.64,0.265,0.115,0.7545,0.48,0.2575,0.371,6
"11091",0,"I",0.58,0.275,0.065,0.625,0.7785,0.2325,0.31,13
"11101",0,"F",0.45,0.225,0.165,1.337,0.815,0.0695,0.4395,7
"11111",0,"F",0.475,0.485,0.14,0.0385,0.4535,0.2985,0.42,13
"11121",0,"I",0.705,0.345,0.125,1.1035,0.2985,0.2525,0.339,7
"11131",0,"M",0.555,0.23,0.185,0.2985,0.707,0.3035,0.525,7
"11141",0,"M",0.65,0.405,0.12,0.0705,0.1865,0.052,0.245,12
"1115",0,"M",0.565,0.49,0.14,1.058,0.858,0.2675,0.011,12
"11161",0,"F",0.45,0.265,0.145,0.0385,0.543,0.1045,0.275,11
"11171",0,"I",0.175,0.43,0.155,0.931,0.4185,0.0755,0.21,6
"11181",0,"I",0.71,0.58,0.165,0.4995,0.3655,0.1715,0.295,8
"11191",0,"M",0.655,0.395,0.14,0.832,0.477,0.281,0.196,11
"1120",0,"I",0.59,0.57,0.135,0.196,0.1795,0.1395,0.515,6
"11211",0,"M",0.6,0.5,0.125,0.646,0.6215,0.232,0.315,17
"1122",0,"I",0.435,0.35,0.09,0.6375,1.0615,0.2875,0.2685,11
"11231",0,"F",0.515,0.22,0.125,0.664,0.4835,0.11,0.195,10
"1124",0,"F",0.64,0.175,0.18,1.37,0.507,0.0455,0.225,14
"11251",0,"I",0.595,0.46,0.11,0.5115,0.204,0.0545,0.02,9
"11261",0,"M",0.505,0.48,0.18,0.049,0.0805,0.0405,0.16,11
"11271",0,"F",0.525,0.37,0.175,0.95,0.145,0.1665,0.515,8
"11281",0,"F",0.38,0.525,0.045,0.9805,0.158,0.155,0.293,9
"11291",0,"F",0.37,0.345,0.175,0.187,0.554,0.1725,0.14,15
"1130",0,"I",0.515,0.41,0.17,0.9155,0.0475,0.155,0.26,6
"1131",0,"F",0.445,0.34,0.055,0.46,0.8455,0.3365,0.3665,6
"11321",0,"M",0.525,0.48,0.07,0.1435,0.262,0.0275,0.335,8
"11331",0,"I",0.35,0.135,0.185,0.6335,0.382,0.1165,0.195,11
"11341",0,"M",0.695,0.43,0.045,0.1555,0.158,0.1165,0.685,15
